Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,Michigan,Big Ten,9,0,257.097,163.898,6,1.000,0.871,0.129,0.744,361.905,104.808,380,109,105,104,-22.958,81
2,Georgia,SEC,8,0,247.253,222.739,1,1.000,0.971,0.029,0.157,352.688,105.435,328,97,93,92,36.386,37
3,Ohio State,Big Ten,9,0,243.296,203.436,2,1.000,0.913,0.087,0.497,367.857,124.561,412,142,112,114,18.331,54
4,Alabama,SEC,7,2,199.351,177.741,3,0.778,0.921,-0.143,-0.861,335.714,136.364,376,165,112,121,47.047,23
5,Tennessee,SEC,7,1,173.711,164.183,5,0.875,0.850,0.025,0.132,350.000,176.289,343,171,98,97,55.110,17
6,USC,Pac-12,8,1,148.780,135.333,11,0.889,0.762,0.127,0.730,380.412,231.633,369,227,97,98,8.485,62
7,Western Kentucky,Conference USA,5,4,136.231,-25.039,77,0.556,0.421,0.135,0.781,298.214,161.983,334,196,112,121,-87.072,129
8,Texas,Big 12,6,3,121.109,155.822,7,0.667,0.857,-0.190,-1.140,300.926,179.817,325,196,108,109,55.794,14
9,TCU,Big 12,8,0,113.478,169.409,4,1.000,0.850,0.150,0.872,325.743,212.264,329,225,101,106,52.583,19
10,UCF,American Athletic,6,2,113.322,85.196,29,0.750,0.732,0.018,0.090,278.947,165.625,265,159,95,96,11.560,60
11,Utah,Pac-12,6,2,111.513,145.860,9,0.750,0.827,-0.077,-0.473,315.909,204.396,278,186,88,91,36.574,36
12,Minnesota,Big Ten,5,3,110.112,86.635,28,0.625,0.750,-0.125,-0.756,250.588,140.476,213,118,85,84,-18.718,78
13,UCLA,Pac-12,7,1,107.216,101.934,22,0.875,0.702,0.173,1.007,357.778,250.562,322,223,90,89,7.093,64
14,San José State,Mountain West,5,2,103.310,25.385,53,0.714,0.581,0.133,0.770,239.024,135.714,196,114,82,84,-78.080,126
15,Penn State,Big Ten,7,2,101.164,117.627,13,0.778,0.802,-0.024,-0.160,264.957,163.793,310,190,117,116,33.890,39
16,Tulane,American Athletic,7,1,100.663,75.881,31,0.875,0.730,0.145,0.841,262.366,161.702,244,152,93,94,-24.278,84
17,Oregon,Pac-12,7,1,98.889,125.556,12,0.875,0.755,0.120,0.695,349.451,250.562,318,223,91,89,31.387,44
18,Air Force,Mountain West,5,3,97.498,15.338,58,0.625,0.548,0.077,0.435,258.537,161.039,212,124,82,77,-68.523,124
19,Illinois,Big Ten,6,2,92.408,101.476,23,0.750,0.836,-0.086,-0.526,186.408,94.000,192,94,103,100,14.224,57
20,Louisville,ACC,6,3,91.135,98.510,25,0.667,0.788,-0.121,-0.732,240.708,149.573,272,175,113,117,20.789,51
21,Clemson,ACC,7,1,89.530,93.429,26,0.875,0.740,0.135,0.784,267.961,178.431,276,182,103,102,18.601,53
22,Florida State,ACC,5,3,89.262,105.978,19,0.625,0.750,-0.125,-0.756,277.174,187.912,255,171,92,91,32.104,42
23,Ole Miss,SEC,7,1,87.255,75.686,32,0.875,0.674,0.201,1.171,292.632,205.376,278,191,95,93,8.247,63
24,LSU,SEC,6,2,81.724,147.918,8,0.750,0.832,-0.082,-0.497,285.057,203.333,248,183,87,90,68.122,10
25,South Alabama,Sun Belt,6,2,77.856,21.090,56,0.750,0.570,0.180,1.045,247.959,170.103,243,165,98,97,-51.621,112
26,Notre Dame,FBS Independents,6,3,72.788,107.161,17,0.667,0.790,-0.123,-0.742,244.860,172.072,262,191,107,111,38.928,35
27,Mississippi State,SEC,6,3,71.466,113.262,15,0.667,0.789,-0.122,-0.737,259.292,187.826,293,216,113,115,45.742,25
28,Maryland,Big Ten,6,3,70.887,76.275,30,0.667,0.708,-0.042,-0.263,262.037,191.150,283,216,108,113,3.592,67
29,Kansas State,Big 12,5,3,70.703,142.984,10,0.625,0.852,-0.227,-1.354,241.000,170.297,241,172,100,101,95.526,2
30,Duke,ACC,5,3,69.388,40.731,46,0.625,0.601,0.024,0.126,269.388,200.000,264,188,98,94,-24.170,83
31,Boise State,Mountain West,5,3,69.063,-2.564,66,0.625,0.493,0.132,0.762,246.237,177.174,229,163,93,92,-57.166,115
32,Wisconsin,Big Ten,4,4,67.387,61.373,36,0.500,0.669,-0.169,-1.015,254.255,186.869,239,185,94,99,34.853,38
33,Washington,Pac-12,6,2,67.045,58.661,38,0.750,0.622,0.128,0.739,335.227,268.182,295,236,88,88,-3.631,71
34,Baylor,Big 12,5,3,64.744,103.781,20,0.625,0.742,-0.117,-0.708,284.536,219.792,276,211,97,96,48.013,21
35,Liberty,FBS Independents,7,1,61.001,24.625,54,0.875,0.581,0.294,1.721,222.321,161.321,249,171,112,106,-42.175,102
36,Washington State,Pac-12,4,4,60.601,87.048,27,0.500,0.753,-0.253,-1.510,235.870,175.269,217,163,92,93,44.229,27
37,Syracuse,ACC,5,3,53.965,107.104,18,0.625,0.777,-0.152,-0.911,226.882,172.917,211,166,93,96,40.132,33
38,Cincinnati,American Athletic,6,2,52.855,37.873,47,0.750,0.621,0.129,0.747,233.663,180.808,236,179,101,99,-13.543,77
39,Wake Forest,ACC,5,3,50.000,72.330,33,0.625,0.670,-0.045,-0.283,276.923,226.923,288,236,104,104,21.092,50
40,James Madison,Sun Belt,4,3,48.964,2.482,62,0.571,0.508,0.063,0.358,213.725,164.762,218,173,102,105,-39.568,98
41,North Carolina,ACC,7,1,48.796,43.624,45,0.875,0.592,0.283,1.656,309.000,260.204,309,255,100,98,-4.270,72
42,Buffalo,Mid-American,5,3,46.821,-15.528,70,0.625,0.456,0.169,0.979,244.898,198.077,240,206,98,104,-60.640,118
43,Toledo,Mid-American,5,3,40.415,-2.063,65,0.625,0.495,0.130,0.753,277.670,237.255,286,242,103,102,-61.301,119
44,Coastal Carolina,Sun Belt,7,1,40.048,-14.748,69,0.875,0.464,0.411,2.411,275.532,235.484,259,219,94,93,-42.416,103
45,Fresno State,Mountain West,4,4,36.571,-21.211,73,0.500,0.446,0.054,0.301,250.549,213.978,228,199,91,93,-35.650,94
46,East Carolina,American Athletic,5,3,36.482,53.467,42,0.625,0.634,-0.009,-0.068,265.217,228.736,244,199,92,87,13.190,58
47,SMU,American Athletic,4,4,34.434,56.998,39,0.500,0.624,-0.124,-0.747,307.767,273.333,317,287,103,105,33.486,40
48,Oregon State,Pac-12,5,3,33.865,54.220,41,0.625,0.672,-0.047,-0.293,225.263,191.398,214,178,95,93,30.735,45
49,Iowa State,Big 12,3,5,33.379,110.020,16,0.375,0.883,-0.508,-3.017,176.087,142.708,162,137,92,96,87.379,4
50,UAB,Conference USA,3,5,32.679,-31.944,83,0.375,0.404,-0.029,-0.187,239.130,206.452,220,192,92,93,-66.891,123
51,Kansas,Big 12,5,3,30.627,114.132,14,0.625,0.741,-0.116,-0.698,306.452,275.824,285,251,93,91,77.903,8
