Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,Alabama,SEC,8,0,307.760,227.906,2,1.000,0.954,0.046,0.240,428.713,120.952,433,127,101,105,8.146,51
2,Clemson,ACC,7,0,212.983,187.862,5,1.000,0.970,0.030,0.148,308.081,95.098,305,97,99,102,34.302,32
3,Oklahoma,Big 12,7,1,191.502,189.538,4,0.875,0.841,0.034,0.174,407.292,215.789,391,205,96,95,38.040,29
4,UCF,American Athletic,6,0,187.589,99.152,25,1.000,0.720,0.280,1.578,359.211,171.622,273,127,76,74,-74.864,120
5,Michigan,Big Ten,7,1,183.366,180.069,7,0.875,0.917,-0.042,-0.260,303.158,119.792,288,115,95,96,28.630,38
6,Georgia,SEC,6,1,175.882,271.920,1,0.857,0.970,-0.112,-0.665,330.000,154.118,264,131,80,85,105.147,5
7,Utah State,Mountain West,6,1,160.546,57.382,38,0.857,0.652,0.205,1.149,315.686,155.140,322,166,102,107,-65.002,115
8,Fresno State,Mountain West,6,1,160.123,112.236,20,0.857,0.827,0.030,0.148,269.318,109.195,237,95,88,87,-41.787,98
9,Ohio State,Big Ten,7,1,159.729,116.341,17,0.875,0.785,0.090,0.495,327.619,167.890,344,183,105,109,-3.170,64
10,West Virginia,Big 12,5,1,148.862,177.829,9,0.833,0.894,-0.061,-0.370,306.757,157.895,227,120,74,76,49.540,22
11,Boise State,Mountain West,6,2,135.385,54.231,39,0.750,0.620,0.130,0.721,334.375,198.990,321,197,96,99,-47.938,102
12,Penn State,Big Ten,6,2,134.440,119.166,16,0.750,0.822,-0.072,-0.434,280.342,145.902,328,178,117,122,25.869,41
13,Army,FBS Independents,6,2,129.208,90.365,27,0.750,0.714,0.036,0.185,332.911,203.704,263,165,79,81,-5.602,71
14,North Texas,Conference USA,6,2,129.157,16.990,57,0.750,0.548,0.202,1.131,269.524,140.367,283,153,105,109,-97.211,128
15,Notre Dame,FBS Independents,8,0,122.192,128.379,13,1.000,0.840,0.160,0.895,269.307,147.115,272,153,101,104,8.842,49
16,App State,Sun Belt,4,2,121.397,52.434,43,0.667,0.682,-0.015,-0.110,263.750,142.353,211,121,80,85,-40.447,97
17,Washington State,Pac-12,6,1,116.377,103.034,23,0.857,0.718,0.139,0.775,329.630,213.253,267,177,81,83,-13.922,78
18,Iowa,Big Ten,5,2,110.282,180.208,6,0.714,0.918,-0.204,-1.188,240.964,130.682,200,115,83,88,48.616,23
19,UAB,Conference USA,6,1,105.388,-22.862,74,0.857,0.421,0.436,2.472,225.843,120.455,201,106,89,88,-103.791,130
20,Utah,Pac-12,5,2,101.793,123.532,15,0.714,0.826,-0.112,-0.662,249.412,147.619,212,124,85,84,27.349,40
21,LSU,SEC,6,1,97.468,210.898,3,0.857,0.951,-0.093,-0.556,230.435,132.967,212,121,92,91,109.071,4
22,Temple,American Athletic,5,2,97.120,64.975,35,0.714,0.676,0.039,0.199,252.222,155.102,227,152,90,98,-19.046,87
23,Houston,American Athletic,6,1,91.304,25.659,52,0.857,0.556,0.301,1.697,306.542,215.238,328,226,107,105,-65.196,116
24,Cincinnati,American Athletic,6,1,90.693,32.903,49,0.857,0.636,0.221,1.241,212.121,121.429,210,119,99,98,-50.297,105
25,Wisconsin,Big Ten,5,3,82.928,74.775,32,0.625,0.700,-0.075,-0.452,261.053,178.125,248,171,95,96,1.176,59
