Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,Michigan,Big Ten,7,0,287.497,231.650,2,1.000,0.974,0.026,0.152,362.766,75.269,341,70,94,93,46.005,26
2,Washington,Pac-12,6,0,257.143,200.657,3,1.000,0.919,0.081,0.492,385.714,128.571,297,99,77,77,11.080,50
3,Alabama,SEC,8,0,240.318,251.880,1,1.000,0.984,0.016,0.090,347.525,107.207,351,119,101,111,53.768,22
4,Ohio State,Big Ten,6,1,235.652,167.596,4,0.857,0.914,-0.057,-0.358,340.860,105.208,317,101,93,96,22.208,37
5,Western Michigan,Mid-American,7,0,212.408,157.794,5,1.000,0.832,0.168,1.033,385.135,172.727,285,133,74,77,-27.859,94
6,Louisville,ACC,6,1,204.605,129.047,14,0.857,0.833,0.024,0.139,350.476,145.872,368,159,105,109,-13.722,77
7,Auburn,SEC,5,2,174.856,155.331,8,0.714,0.907,-0.193,-1.199,287.356,112.500,250,99,87,88,38.258,28
8,Baylor,Big 12,5,0,171.078,68.295,31,1.000,0.665,0.335,2.062,304.412,133.333,207,96,68,72,-71.271,120
9,Florida,SEC,5,1,151.527,115.224,17,0.833,0.871,-0.038,-0.242,242.667,91.139,182,72,75,79,-24.706,91
10,Washington State,Pac-12,5,1,136.000,157.013,6,0.833,0.848,-0.014,-0.097,321.333,185.333,241,139,75,75,51.102,23
11,Boise State,Mountain West,7,0,132.014,132.438,13,1.000,0.841,0.159,0.973,289.157,157.143,240,143,83,91,3.817,57
12,Nebraska,Big Ten,7,0,130.682,103.427,19,1.000,0.794,0.206,1.266,271.591,140.909,239,124,88,88,-17.025,80
13,Toledo,Mid-American,5,1,125.253,60.567,34,0.833,0.653,0.180,1.105,369.697,244.444,244,154,66,63,-48.035,112
14,West Virginia,Big 12,5,0,121.311,141.688,11,1.000,0.893,0.107,0.651,262.295,140.984,160,86,61,61,21.226,40
15,LSU,SEC,4,2,115.434,156.475,7,0.667,0.935,-0.268,-1.667,236.486,121.053,175,92,74,76,58.993,20
16,Virginia Tech,ACC,4,2,113.046,95.400,22,0.667,0.806,-0.139,-0.868,238.889,125.843,215,112,90,89,21.077,41
17,Clemson,ACC,6,0,111.467,153.585,9,1.000,0.900,0.100,0.612,237.349,125.882,197,107,83,85,60.274,18
18,Troy,Sun Belt,5,1,107.006,29.960,45,0.833,0.612,0.221,1.360,267.532,160.526,206,122,77,76,-32.539,101
19,Army,FBS Independents,3,3,105.294,-40.419,84,0.500,0.388,0.112,0.681,301.786,196.491,169,112,56,57,-128.533,128
20,Houston,American Athletic,5,2,102.460,29.166,46,0.714,0.585,0.130,0.793,284.375,181.915,273,171,96,94,-37.745,105
21,Colorado,Pac-12,5,2,102.314,150.063,10,0.714,0.909,-0.195,-1.213,238.947,136.634,227,138,95,101,74.810,14
22,Memphis,American Athletic,4,2,101.108,-12.102,71,0.667,0.461,0.205,1.261,268.966,167.857,234,141,87,84,-28.331,95
23,San Diego State,Mountain West,5,1,99.491,8.040,59,0.833,0.527,0.306,1.882,261.333,161.842,196,123,75,76,-87.420,126
24,Iowa,Big Ten,5,2,87.998,91.252,24,0.714,0.758,-0.043,-0.276,231.818,143.820,204,128,88,89,3.683,58
25,Wisconsin,Big Ten,5,2,80.952,141.236,12,0.714,0.923,-0.208,-1.295,200.000,119.048,170,100,85,84,75.429,12
26,South Florida,American Athletic,5,2,78.351,49.473,37,0.714,0.623,0.091,0.557,291.753,213.402,283,207,97,97,-20.780,82
27,Louisiana Tech,Conference USA,4,3,71.283,4.430,61,0.571,0.510,0.061,0.369,343.902,272.619,282,229,82,84,-67.086,119
28,Miami,ACC,3,3,63.453,86.768,25,0.500,0.779,-0.279,-1.735,212.821,149.367,166,118,78,79,32.550,31
29,Oklahoma,Big 12,5,2,58.209,49.053,38,0.714,0.612,0.102,0.625,323.158,264.948,307,257,95,97,9.673,52
30,App State,Sun Belt,5,2,51.724,40.271,42,0.714,0.645,0.069,0.421,203.448,151.724,177,132,87,87,-23.700,88
31,Maryland,Big Ten,4,2,51.220,20.099,51,0.667,0.572,0.094,0.575,210.976,159.756,173,131,82,82,-13.529,76
32,Kansas State,Big 12,3,3,49.833,20.417,50,0.500,0.571,-0.071,-0.444,245.833,196.000,177,147,72,75,16.957,43
33,Oklahoma State,Big 12,4,2,47.191,23.801,49,0.667,0.567,0.100,0.607,255.056,207.865,227,185,89,89,-22.823,86
34,Western Kentucky,Conference USA,4,3,44.457,19.433,52,0.571,0.543,0.028,0.167,298.901,254.444,272,229,91,90,-11.964,74
35,Pittsburgh,ACC,4,2,42.724,56.831,36,0.667,0.623,0.044,0.261,308.974,266.250,241,213,78,80,5.931,55
36,Temple,American Athletic,4,3,42.723,23.830,48,0.571,0.562,0.010,0.052,254.945,212.222,232,191,91,90,-9.698,72
37,Utah,Pac-12,6,1,42.702,58.737,35,0.857,0.675,0.182,1.117,228.723,186.022,215,173,94,93,19.360,42
38,Navy,American Athletic,4,1,41.269,28.190,47,0.800,0.561,0.239,1.467,284.906,243.636,151,134,53,55,-20.537,81
