Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,TCU,Mountain West,11,0,193.263,135.181,6,1.000,0.905,0.095,0.762,276.923,83.660,432,128,156,153,-15.652,76
2,Florida,SEC,12,1,172.469,179.593,2,0.923,0.943,-0.020,-0.041,285.714,113.245,440,171,154,151,49.095,16
3,Texas,Big 12,13,1,153.190,158.753,4,0.929,0.899,0.029,0.300,269.608,116.418,550,234,204,201,24.292,43
4,Alabama,SEC,13,0,141.681,196.711,1,1.000,0.968,0.032,0.321,240.476,98.795,404,164,168,166,64.043,3
5,Virginia Tech,ACC,10,3,126.369,158.881,3,0.769,0.900,-0.130,-0.812,250.909,124.540,414,203,165,163,47.581,17
6,Oregon,Pac-10,10,2,124.142,139.283,5,0.833,0.825,0.008,0.153,291.772,167.630,461,290,158,173,29.950,33
7,Nebraska,Big 12,10,4,118.153,104.959,13,0.714,0.894,-0.180,-1.158,196.648,78.495,352,146,179,186,8.857,61
8,Central Michigan,Mid-American,11,2,115.390,38.639,41,0.846,0.609,0.237,1.747,300.704,185.315,427,265,142,143,-56.761,99
9,Penn State,Big Ten,10,2,113.467,118.469,8,0.833,0.867,-0.034,-0.140,216.779,103.311,323,156,149,151,0.354,67
10,BYU,Mountain West,10,2,108.667,63.348,29,0.833,0.682,0.151,1.149,284.000,175.333,426,263,150,150,-9.124,73
11,Ohio State,Big Ten,10,2,105.584,123.624,7,0.833,0.891,-0.058,-0.307,212.821,107.237,332,163,156,152,25.678,40
12,Texas Tech,Big 12,8,4,102.933,98.907,18,0.667,0.767,-0.100,-0.602,275.155,172.222,443,279,161,162,16.742,54
13,Oklahoma,Big 12,7,5,91.758,111.150,10,0.583,0.876,-0.293,-1.947,203.593,111.834,340,189,167,169,51.284,14
14,Pittsburgh,Big East,9,3,89.863,104.591,14,0.750,0.775,-0.025,-0.079,265.035,175.172,379,254,143,145,16.308,55
15,Cincinnati,Big East,10,1,89.291,103.982,16,0.909,0.746,0.163,1.235,288.571,199.281,404,277,140,139,18.447,53
16,Temple,Mid-American,9,3,74.917,-2.519,60,0.750,0.493,0.257,1.889,262.774,187.857,360,263,137,140,-66.101,107
17,Air Force,Mountain West,7,5,72.890,56.550,32,0.583,0.686,-0.102,-0.618,216.552,143.662,314,204,145,142,-18.369,78
18,Navy,FBS Independents,8,3,71.644,41.231,39,0.727,0.629,0.098,0.783,244.444,172.800,308,216,126,125,-14.365,75
19,LSU,SEC,8,4,69.805,106.886,11,0.667,0.834,-0.167,-1.067,209.091,139.286,299,195,143,140,42.965,19
20,Ole Miss,SEC,7,4,66.619,99.836,17,0.636,0.805,-0.168,-1.077,208.511,141.892,294,210,141,148,38.626,26
21,Clemson,ACC,8,5,65.520,105.905,12,0.615,0.805,-0.189,-1.225,226.316,160.795,387,283,171,176,44.255,18
22,Houston,Conference USA,9,4,65.239,8.741,55,0.692,0.521,0.171,1.288,304.545,239.306,536,414,176,173,-34.324,83
23,Georgia Tech,ACC,10,3,64.639,111.726,9,0.769,0.746,0.023,0.257,290.667,226.027,436,330,150,146,55.398,9
24,Utah,Mountain West,8,3,62.987,62.351,30,0.727,0.707,0.020,0.235,213.636,150.649,329,232,154,154,-4.963,71
25,Iowa,Big Ten,10,2,61.798,80.596,21,0.833,0.805,0.028,0.291,179.747,117.949,284,184,158,156,21.543,47
26,Arkansas,SEC,7,5,59.299,104.498,15,0.583,0.772,-0.189,-1.223,248.521,189.222,420,316,169,167,54.843,11
27,Stanford,Pac-10,7,5,57.747,88.753,20,0.583,0.697,-0.113,-0.694,297.163,239.416,419,328,141,137,31.533,31
28,Tennessee,SEC,7,6,56.813,67.348,25,0.538,0.698,-0.160,-1.019,230.909,174.096,381,289,165,166,34.759,28
29,Wisconsin,Big Ten,7,3,52.288,65.643,28,0.700,0.689,0.011,0.171,229.032,176.744,284,228,124,129,21.244,48
30,Middle Tennessee,Sun Belt,10,3,47.732,-29.178,70,0.769,0.389,0.380,2.748,200.966,153.234,416,308,207,201,-70.774,109
31,Northern Illinois,Mid-American,6,5,44.878,-34.832,72,0.545,0.384,0.162,1.223,240.000,195.122,300,240,125,123,-59.339,102
32,East Carolina,Conference USA,8,5,44.744,21.814,47,0.615,0.574,0.042,0.387,210.241,165.497,349,283,166,171,-15.760,77
33,Rutgers,Big East,7,4,40.062,29.000,44,0.636,0.603,0.034,0.332,190.728,150.667,288,226,151,150,-6.788,72
34,Miami,ACC,8,4,38.374,97.336,19,0.667,0.770,-0.104,-0.627,224.675,186.301,346,272,154,146,55.618,7
35,Oregon State,Pac-10,7,5,36.016,66.547,27,0.583,0.672,-0.089,-0.522,256.849,220.833,375,318,146,144,28.805,36
36,UConn,Big East,7,5,35.103,60.342,31,0.583,0.662,-0.079,-0.452,229.221,194.118,353,297,154,153,20.879,49
37,Bowling Green,Mid-American,7,4,31.436,-29.050,69,0.636,0.410,0.226,1.675,218.056,186.620,314,265,144,142,-62.853,104
38,UCF,Conference USA,7,5,27.289,-28.539,68,0.583,0.395,0.188,1.406,206.623,179.333,312,269,151,150,-30.690,82
39,West Virginia,Big East,8,4,25.133,40.765,40,0.667,0.639,0.027,0.287,193.082,167.949,307,262,159,156,22.350,46
40,Auburn,SEC,6,5,25.000,75.327,22,0.545,0.707,-0.162,-1.031,225.000,200.000,333,314,148,157,53.525,12
41,Oklahoma State,Big 12,8,4,24.752,67.982,24,0.667,0.720,-0.053,-0.273,192.025,167.273,313,276,163,165,29.796,34
42,Troy,Sun Belt,9,4,24.689,-8.373,61,0.692,0.476,0.217,1.607,243.333,218.644,438,387,180,177,-49.413,93
43,Southern Miss,Conference USA,6,6,21.752,-25.767,67,0.500,0.431,0.069,0.580,245.752,224.000,376,336,153,150,-48.912,92
44,North Carolina,ACC,6,5,18.148,69.494,23,0.545,0.776,-0.231,-1.515,168.148,150.000,227,204,135,136,56.305,6
45,USC,Pac-10,8,4,14.816,53.873,34,0.667,0.678,-0.011,0.021,189.474,174.658,288,255,152,146,37.297,27
46,Arizona,Pac-10,7,5,11.607,51.158,35,0.583,0.658,-0.074,-0.422,202.516,190.909,322,294,159,154,39.690,24
47,Ohio,Mid-American,8,5,11.304,-37.871,76,0.615,0.371,0.245,1.802,220.000,208.696,319,288,145,138,-34.880,86
48,Boston College,ACC,7,5,9.993,49.052,36,0.583,0.685,-0.101,-0.610,169.620,159.627,268,257,158,161,31.762,30
49,Kentucky,SEC,6,6,7.637,34.272,43,0.500,0.602,-0.102,-0.618,217.266,209.630,302,283,139,135,50.948,15
50,Notre Dame,FBS Independents,5,6,5.875,25.515,46,0.455,0.568,-0.113,-0.694,241.481,235.606,326,311,135,132,24.379,41
51,Georgia,SEC,7,5,3.496,66.621,26,0.583,0.681,-0.097,-0.583,220.915,217.419,338,337,153,155,66.540,2
52,Michigan State,Big Ten,5,7,0.527,16.359,50,0.417,0.547,-0.131,-0.815,217.834,217.308,342,339,157,156,20.144,52
53,UCLA,Pac-10,7,6,0.115,16.048,51,0.538,0.565,-0.026,-0.086,163.429,163.314,286,276,175,169,20.170,51
54,South Florida,Big East,6,5,-1.024,18.318,49,0.545,0.567,-0.021,-0.051,178.832,179.856,245,250,137,139,14.483,57
55,California,Pac-10,7,5,-5.488,15.970,52,0.583,0.553,0.030,0.308,194.512,200.000,319,324,164,162,26.111,39
56,Missouri,Big 12,6,5,-6.250,20.519,48,0.545,0.559,-0.014,0.001,200.000,206.250,294,297,147,144,14.877,56
57,Purdue,Big Ten,5,7,-6.607,9.458,53,0.417,0.530,-0.114,-0.697,204.908,211.515,334,349,163,165,9.575,60
58,Texas A&M,Big 12,5,7,-7.438,55.645,33,0.417,0.648,-0.232,-1.519,240.123,247.561,389,406,162,164,24.359,42
59,Northwestern,Big Ten,7,5,-11.071,-20.284,65,0.583,0.433,0.150,1.145,180.124,191.195,290,304,161,159,-10.181,74
60,SMU,Conference USA,6,5,-13.227,-58.311,82,0.545,0.333,0.213,1.579,202.667,215.894,304,326,150,151,-45.919,91
61,Michigan,Big Ten,4,7,-16.536,-18.494,64,0.364,0.446,-0.082,-0.475,196.622,213.158,291,324,148,152,2.780,64
62,South Carolina,SEC,6,6,-17.277,41.537,38,0.500,0.665,-0.165,-1.055,152.318,169.595,230,251,151,148,62.191,4
63,Tulsa,Conference USA,4,6,-17.415,-68.014,88,0.400,0.276,0.124,0.959,190.278,207.692,274,297,144,143,-60.540,103
64,Arizona State,Pac-10,3,8,-18.875,8.614,56,0.273,0.535,-0.262,-1.733,167.692,186.567,218,250,130,134,41.665,21
65,Florida State,ACC,6,6,-19.769,43.354,37,0.500,0.597,-0.097,-0.583,258.333,278.102,372,381,144,137,59.625,5
66,Wake Forest,ACC,4,7,-20.455,27.241,45,0.364,0.584,-0.220,-1.437,212.879,233.333,281,308,132,132,40.081,23
67,Marshall,Conference USA,6,6,-20.686,-36.843,75,0.500,0.368,0.132,1.016,172.603,193.289,252,288,146,149,-34.673,85
68,Washington,Pac-10,4,7,-23.570,9.044,54,0.364,0.526,-0.162,-1.036,208.462,232.031,271,297,130,128,38.782,25
69,Kansas,Big 12,4,7,-23.611,5.564,57,0.364,0.515,-0.152,-0.962,211.111,234.722,304,338,144,144,26.563,38
70,Iowa State,Big 12,6,6,-26.101,-35.765,74,0.500,0.381,0.119,0.925,154.305,180.405,233,267,151,148,1.143,65
71,Minnesota,Big Ten,5,7,-26.316,-0.994,59,0.417,0.497,-0.080,-0.463,168.421,194.737,256,296,152,152,27.439,37
72,Buffalo,Mid-American,4,7,-33.205,-69.272,89,0.364,0.294,0.069,0.580,196.063,229.268,249,282,127,123,-52.302,96
73,Kent State,Mid-American,4,7,-35.414,-94.825,94,0.364,0.186,0.178,1.337,143.919,179.333,213,269,148,150,-67.873,108
74,Western Michigan,Mid-American,4,7,-36.906,-103.503,97,0.364,0.194,0.169,1.278,183.784,220.690,272,320,148,145,-70.900,110
75,Kansas State,Big 12,4,6,-39.278,-24.736,66,0.400,0.416,-0.016,-0.018,168.852,208.130,206,256,122,123,20.418,50
76,Mississippi State,SEC,4,7,-42.217,35.553,42,0.364,0.609,-0.246,-1.617,175.839,218.056,262,314,149,144,75.769,1
77,UAB,Conference USA,5,7,-44.000,-65.396,87,0.417,0.329,0.087,0.705,266.400,310.400,333,388,125,125,-23.623,81
78,Virginia,ACC,3,8,-47.552,0.342,58,0.273,0.501,-0.229,-1.497,152.448,200.000,218,290,143,145,55.461,8
79,Toledo,Mid-American,5,7,-47.623,-88.374,91,0.417,0.293,0.124,0.960,229.677,277.301,356,452,155,163,-52.179,95
80,Colorado,Big 12,3,9,-48.593,-39.982,77,0.250,0.364,-0.114,-0.698,156.140,204.734,267,346,171,169,11.921,58
81,UL Monroe,Sun Belt,5,6,-48.705,-90.648,92,0.455,0.223,0.231,1.708,172.917,221.622,249,328,144,148,-53.340,98
82,Arkansas State,Sun Belt,3,8,-49.275,-112.597,98,0.273,0.169,0.103,0.816,152.899,202.174,211,279,138,138,-58.495,100
83,UTEP,Conference USA,3,8,-49.470,-59.743,84,0.273,0.350,-0.077,-0.441,278.261,327.731,320,390,115,119,-43.935,89
84,Duke,ACC,4,6,-50.083,-16.104,63,0.400,0.452,-0.052,-0.264,189.600,239.683,237,302,125,126,29.538,35
85,Florida Atlantic,Sun Belt,5,7,-50.501,-101.908,96,0.417,0.269,0.147,1.124,226.897,277.397,329,405,145,146,-63.781,105
86,Indiana,Big Ten,3,8,-57.502,-40.330,78,0.273,0.389,-0.116,-0.712,182.639,240.141,263,341,144,142,5.853,62
87,Army,FBS Independents,4,7,-61.778,-127.922,100,0.364,0.111,0.252,1.855,121.805,183.582,162,246,133,134,-59.272,101
88,Syracuse,Big East,3,8,-67.483,-49.135,79,0.273,0.339,-0.066,-0.366,150.000,217.483,213,311,142,143,22.944,45
89,North Texas,Sun Belt,2,10,-69.389,-130.722,101,0.167,0.192,-0.026,-0.084,223.077,292.466,319,427,143,146,-74.813,111
90,NC State,ACC,3,7,-71.962,-11.977,62,0.300,0.470,-0.170,-1.086,208.197,280.159,254,353,122,126,54.865,10
91,Maryland,ACC,1,10,-75.278,-35.300,73,0.091,0.385,-0.294,-1.956,151.389,226.667,218,340,144,150,33.862,29
92,Ball State,Mid-American,2,9,-79.419,-143.427,105,0.182,0.117,0.065,0.550,172.581,252.000,214,315,124,125,-65.134,106
93,Florida International,Sun Belt,3,9,-80.849,-99.208,95,0.250,0.211,0.039,0.370,165.663,246.512,275,424,166,172,-38.574,88
94,Illinois,Big Ten,2,8,-81.148,-52.220,80,0.200,0.337,-0.137,-0.856,158.197,239.344,193,292,122,122,31.231,32
95,Louisville,Big East,3,8,-86.575,-62.565,85,0.273,0.300,-0.027,-0.094,142.748,229.323,187,305,131,133,24.193,44
96,San Diego State,Mountain West,2,7,-86.904,-65.086,86,0.222,0.323,-0.100,-0.604,166.087,252.991,191,296,115,117,-0.422,69
97,Vanderbilt,SEC,1,10,-87.171,-54.949,81,0.091,0.292,-0.201,-1.304,108.633,195.804,151,280,139,143,41.970,20
98,UNLV,Mountain West,3,6,-89.269,-58.375,83,0.333,0.335,-0.002,0.082,176.786,266.055,198,290,112,109,4.443,63
99,Baylor,Big 12,3,8,-89.607,-33.087,71,0.273,0.388,-0.115,-0.705,133.088,222.695,181,314,136,141,52.264,13
100,Louisiana,Sun Belt,5,6,-95.820,-132.863,103,0.455,0.141,0.313,2.281,152.381,248.201,224,345,147,139,-50.823,94
101,Wyoming,Mountain West,5,6,-99.336,-69.355,90,0.455,0.244,0.211,1.564,121.678,221.014,174,305,143,138,0.117,68
102,Colorado State,Mountain West,1,8,-99.340,-92.904,93,0.111,0.265,-0.154,-0.980,173.737,273.077,172,284,99,104,-3.557,70
103,Akron,Mid-American,2,9,-119.925,-139.245,104,0.182,0.129,0.053,0.467,149.606,269.531,190,345,127,128,-20.072,79
104,Western Kentucky,Sun Belt,0,11,-146.583,-173.529,109,0.000,0.127,-0.127,-0.791,175.000,321.583,238,447,136,139,-52.600,97
105,New Mexico,Mountain West,1,10,-151.533,-116.643,99,0.091,0.174,-0.083,-0.486,124.306,275.839,179,411,144,149,10.750,59
106,Miami (OH),Mid-American,1,10,-156.764,-132.317,102,0.091,0.144,-0.053,-0.271,181.553,338.318,187,362,103,107,-37.981,87
107,Memphis,Conference USA,1,10,-158.011,-150.608,107,0.091,0.146,-0.055,-0.285,187.288,345.299,221,404,118,117,1.044,66
108,Rice,Conference USA,2,10,-187.208,-153.780,108,0.167,0.111,0.055,0.481,131.928,319.136,219,517,166,162,-23.211,80
109,Eastern Michigan,Mid-American,0,12,-204.974,-213.030,111,0.000,0.055,-0.055,-0.287,142.754,347.727,197,459,138,132,-44.640,90
110,Tulane,Conference USA,2,9,-210.656,-182.256,110,0.182,0.086,0.095,0.761,123.770,334.426,151,408,122,122,-34.540,84
111,Washington State,Pac-10,1,10,-226.789,-146.043,106,0.091,0.081,0.010,0.168,96.875,323.664,124,424,128,131,40.788,22
