Season,Week,GameId,Team,Conference,Opponent,OpponentConference,Location,StartDate,Completed,Live,TeamPoints,OpponentPoints,Result,OpponentRk,OpponentAdjRk,OpponentAdjRtg
2022,1,401442040,Air Force,Mountain West,Baylor,Big 12,Home,2022-12-23T00:30:00.000Z,True,False,30,15,W,57,33,62.861
2022,2,401403977,Air Force,Mountain West,Colorado,Pac-12,Home,2022-09-10T19:30:00.000Z,True,False,41,10,W,131,115,-113.311
2022,3,401415217,Air Force,Mountain West,Wyoming,Mountain West,Away,2022-09-17T00:00:00.000Z,True,False,14,17,L,87,94,-64.142
2022,4,401415220,Air Force,Mountain West,Nevada,Mountain West,Home,2022-09-24T00:00:00.000Z,True,False,48,20,W,114,125,-142.971
2022,5,401415227,Air Force,Mountain West,Navy,American Athletic,Home,2022-10-01T16:00:00.000Z,True,False,13,10,W,78,68,-10.297
2022,6,401415231,Air Force,Mountain West,Utah State,Mountain West,Away,2022-10-08T23:00:00.000Z,True,False,27,34,L,104,108,-87.543
2022,7,401415237,Air Force,Mountain West,UNLV,Mountain West,Away,2022-10-16T02:30:00.000Z,True,False,42,7,W,85,105,-80.212
2022,8,401415241,Air Force,Mountain West,Boise State,Mountain West,Home,2022-10-22T23:00:00.000Z,True,False,14,19,L,23,61,18.343
2022,10,401404141,Air Force,Mountain West,Army,FBS Independents,Away,2022-11-05T15:30:00.000Z,True,False,13,7,W,50,74,-23.284
2022,11,401415256,Air Force,Mountain West,New Mexico,Mountain West,Home,2022-11-12T20:30:00.000Z,True,False,35,3,W,126,129,-181.242
2022,12,401415262,Air Force,Mountain West,Colorado State,Mountain West,Home,2022-11-20T02:00:00.000Z,True,False,24,12,W,113,118,-123.342
2022,13,401415267,Air Force,Mountain West,San Diego State,Mountain West,Away,2022-11-27T02:00:00.000Z,True,False,13,3,W,69,84,-41.895
2022,2,401405078,Akron,Mid-American,Michigan State,Big Ten,Away,2022-09-10T20:00:00.000Z,True,False,0,52,L,83,69,-10.940
2022,3,401403889,Akron,Mid-American,Tennessee,SEC,Away,2022-09-17T23:00:00.000Z,True,False,6,63,L,5,5,164.058
2022,4,401404160,Akron,Mid-American,Liberty,FBS Independents,Away,2022-09-24T22:00:00.000Z,True,False,12,21,L,53,80,-31.926
2022,5,401416609,Akron,Mid-American,Bowling Green,Mid-American,Home,2022-10-01T19:30:00.000Z,True,False,28,31,L,109,116,-117.190
2022,6,401416616,Akron,Mid-American,Ohio,Mid-American,Away,2022-10-08T18:00:00.000Z,True,False,34,55,L,52,76,-24.347
2022,7,401416619,Akron,Mid-American,Central Michigan,Mid-American,Home,2022-10-15T16:00:00.000Z,True,False,21,28,L,94,111,-101.788
2022,8,401416628,Akron,Mid-American,Kent State,Mid-American,Away,2022-10-22T16:00:00.000Z,True,False,27,33,L,89,99,-67.033
2022,9,401416631,Akron,Mid-American,Miami (OH),Mid-American,Home,2022-10-29T16:00:00.000Z,True,False,9,27,L,86,112,-105.787
