Season,Week,GameId,Team,Conference,Opponent,OpponentConference,Location,StartDate,Completed,Live,TeamPoints,OpponentPoints,Result,OpponentRk,OpponentAdjRk,OpponentAdjRtg
2011,1,313622005,Air Force,Mountain West,Toledo,Mid-American,Home,2011-12-28T21:30:00.000Z,True,False,41,42,L,25,44,29.952
2011,2,312532005,Air Force,Mountain West,TCU,Mountain West,Home,2011-09-10T19:30:00.000Z,True,False,19,35,L,10,26,72.087
2011,5,312742426,Air Force,Mountain West,Navy,FBS Independents,Away,2011-10-01T16:00:00.000Z,True,False,35,34,W,65,61,-6.033
2011,6,312810087,Air Force,Mountain West,Notre Dame,FBS Independents,Away,2011-10-08T19:30:00.000Z,True,False,33,59,L,21,16,105.490
2011,7,312862005,Air Force,Mountain West,San Diego State,Mountain West,Home,2011-10-14T00:00:00.000Z,True,False,27,41,L,50,64,-12.028
2011,8,312950068,Air Force,Mountain West,Boise State,Mountain West,Away,2011-10-22T19:30:00.000Z,True,False,26,37,L,2,9,138.443
2011,9,313020167,Air Force,Mountain West,New Mexico,Mountain West,Away,2011-10-29T18:00:00.000Z,True,False,42,0,W,120,117,-183.186
2011,10,313092005,Air Force,Mountain West,Army,FBS Independents,Home,2011-11-05T19:30:00.000Z,True,False,24,14,W,94,102,-84.960
2011,11,313162005,Air Force,Mountain West,Wyoming,Mountain West,Home,2011-11-12T19:00:00.000Z,True,False,17,25,L,78,93,-62.389
2011,12,313232005,Air Force,Mountain West,UNLV,Mountain West,Home,2011-11-19T23:00:00.000Z,True,False,45,17,W,118,118,-183.307
2011,13,313300036,Air Force,Mountain West,Colorado State,Mountain West,Away,2011-11-26T23:00:00.000Z,True,False,45,21,W,102,107,-116.213
2011,1,312460194,Akron,Mid-American,Ohio State,Big Ten,Away,2011-09-03T16:00:00.000Z,True,False,0,42,L,41,34,49.192
2011,2,312532006,Akron,Mid-American,Temple,Mid-American,Home,2011-09-10T22:00:00.000Z,True,False,3,41,L,9,27,66.864
2011,3,312602132,Akron,Mid-American,Cincinnati,Big East,Away,2011-09-17T19:30:00.000Z,True,False,14,59,L,24,42,34.045
2011,5,312742199,Akron,Mid-American,Eastern Michigan,Mid-American,Away,2011-10-01T17:00:00.000Z,True,False,23,31,L,88,101,-83.560
2011,6,312812006,Akron,Mid-American,Florida International,Sun Belt,Home,2011-10-08T18:00:00.000Z,True,False,17,27,L,31,86,-49.584
2011,8,312952006,Akron,Mid-American,Ohio,Mid-American,Home,2011-10-22T19:30:00.000Z,True,False,20,37,L,29,70,-19.618
2011,9,313022006,Akron,Mid-American,Central Michigan,Mid-American,Home,2011-10-29T16:00:00.000Z,True,False,22,23,L,106,108,-124.645
2011,10,313070193,Akron,Mid-American,Miami (OH),Mid-American,Away,2011-11-03T23:30:00.000Z,True,False,3,35,L,68,83,-46.631
2011,11,313162006,Akron,Mid-American,Kent State,Mid-American,Home,2011-11-12T19:00:00.000Z,True,False,3,35,L,90,92,-62.119
2011,12,313232084,Akron,Mid-American,Buffalo,Mid-American,Away,2011-11-19T17:00:00.000Z,True,False,10,51,L,101,109,-125.502
2011,13,313292711,Akron,Mid-American,Western Michigan,Mid-American,Away,2011-11-25T18:00:00.000Z,True,False,19,68,L,36,71,-25.118
2011,1,312460333,Alabama,SEC,Kent State,Mid-American,Home,2011-09-03T16:20:00.000Z,True,False,48,7,W,90,92,-62.119
2011,1,320090099,Alabama,SEC,LSU,SEC,Away,2012-01-10T01:30:00.000Z,True,False,21,0,W,3,2,247.931
2011,2,312530213,Alabama,SEC,Penn State,Big Ten,Away,2011-09-10T19:30:00.000Z,True,False,27,11,W,61,25,72.835
2011,3,312600333,Alabama,SEC,North Texas,Sun Belt,Home,2011-09-17T23:30:00.000Z,True,False,41,0,W,81,105,-95.349
2011,4,312670333,Alabama,SEC,Arkansas,SEC,Home,2011-09-24T19:30:00.000Z,True,False,38,14,W,19,12,112.979
2011,5,312740057,Alabama,SEC,Florida,SEC,Away,2011-10-02T00:00:00.000Z,True,False,38,10,W,39,28,65.325
2011,6,312810333,Alabama,SEC,Vanderbilt,SEC,Home,2011-10-08T23:00:00.000Z,True,False,34,0,W,53,29,61.036
2011,7,312880145,Alabama,SEC,Ole Miss,SEC,Away,2011-10-15T22:00:00.000Z,True,False,52,7,W,113,87,-49.875
2011,8,312950333,Alabama,SEC,Tennessee,SEC,Home,2011-10-22T23:15:00.000Z,True,False,37,6,W,84,73,-26.305
2011,10,313090333,Alabama,SEC,LSU,SEC,Home,2011-11-06T00:00:00.000Z,True,False,6,9,L,3,2,247.931
2011,11,313160344,Alabama,SEC,Mississippi State,SEC,Away,2011-11-13T00:45:00.000Z,True,False,24,7,W,45,33,52.082
2011,13,313300002,Alabama,SEC,Auburn,SEC,Away,2011-11-26T20:30:00.000Z,True,False,42,14,W,77,45,28.508
2011,2,312510197,Arizona,Pac-12,Oklahoma State,Big 12,Away,2011-09-09T00:00:00.000Z,True,False,14,37,L,7,3,184.041
2011,3,312600012,Arizona,Pac-12,Stanford,Pac-12,Home,2011-09-18T02:45:00.000Z,True,False,10,37,L,6,5,177.597
2011,4,312670012,Arizona,Pac-12,Oregon,Pac-12,Home,2011-09-25T02:15:00.000Z,True,False,31,56,L,8,4,179.216
2011,5,312740030,Arizona,Pac-12,USC,Pac-12,Away,2011-10-01T19:30:00.000Z,True,False,41,48,L,16,11,122.283
2011,6,312810204,Arizona,Pac-12,Oregon State,Pac-12,Away,2011-10-08T19:30:00.000Z,True,False,27,37,L,99,66,-13.453
2011,8,312930012,Arizona,Pac-12,UCLA,Pac-12,Home,2011-10-21T01:00:00.000Z,True,False,48,12,W,92,65,-13.370
2011,9,313020264,Arizona,Pac-12,Washington,Pac-12,Away,2011-10-30T02:30:00.000Z,True,False,31,42,L,71,43,32.531
2011,10,313090012,Arizona,Pac-12,Utah,Pac-12,Home,2011-11-05T23:00:00.000Z,True,False,21,34,L,49,48,22.327
2011,11,313160038,Arizona,Pac-12,Colorado,Pac-12,Away,2011-11-12T19:30:00.000Z,True,False,29,48,L,112,97,-75.233
2011,12,313230009,Arizona,Pac-12,Arizona State,Pac-12,Away,2011-11-20T02:30:00.000Z,True,False,31,27,W,59,38,43.364
2011,13,313300012,Arizona,Pac-12,Louisiana,Sun Belt,Home,2011-11-26T21:00:00.000Z,True,False,45,37,W,54,84,-47.491
