Season,Week,GameId,Team,Conference,Opponent,OpponentConference,Location,StartDate,Completed,Live,TeamPoints,OpponentPoints,Result,OpponentRk,OpponentAdjRk,OpponentAdjRtg
2021,1,401331222,Air Force,Mountain West,Louisville,ACC,Away,2021-12-28T20:15:00.000Z,True,False,31,28,W,51,38,57.129
2021,2,401301004,Air Force,Mountain West,Navy,American Athletic,Away,2021-09-11T19:30:00.000Z,True,False,23,3,W,101,85,-36.412
2021,3,401310704,Air Force,Mountain West,Utah State,Mountain West,Home,2021-09-18T23:30:00.000Z,True,False,45,49,L,40,53,29.505
2021,4,401282207,Air Force,Mountain West,Florida Atlantic,Conference USA,Home,2021-09-26T00:00:00.000Z,True,False,31,7,W,81,97,-67.947
2021,5,401310710,Air Force,Mountain West,New Mexico,Mountain West,Away,2021-10-02T22:30:00.000Z,True,False,38,10,W,119,119,-138.998
2021,6,401310714,Air Force,Mountain West,Wyoming,Mountain West,Home,2021-10-09T23:00:00.000Z,True,False,24,14,W,58,82,-31.644
2021,7,401310718,Air Force,Mountain West,Boise State,Mountain West,Away,2021-10-17T01:00:00.000Z,True,False,24,17,W,21,29,79.805
2021,8,401310724,Air Force,Mountain West,San Diego State,Mountain West,Home,2021-10-23T23:00:00.000Z,True,False,14,20,L,44,50,35.336
2021,10,401310253,Air Force,Mountain West,Army,FBS Independents,Home,2021-11-06T15:30:00.000Z,True,False,14,21,L,37,47,37.254
2021,11,401310741,Air Force,Mountain West,Colorado State,Mountain West,Away,2021-11-14T00:00:00.000Z,True,False,35,21,W,82,80,-27.095
2021,12,401310747,Air Force,Mountain West,Nevada,Mountain West,Away,2021-11-20T02:00:00.000Z,True,False,41,39,W,39,55,28.564
2021,13,401310752,Air Force,Mountain West,UNLV,Mountain West,Home,2021-11-26T20:30:00.000Z,True,False,48,14,W,113,109,-96.694
2021,1,401281944,Akron,Mid-American,Auburn,SEC,Away,2021-09-04T23:00:00.000Z,True,False,10,60,L,52,33,73.350
