Season,Week,GameId,Team,Conference,Opponent,OpponentConference,Location,StartDate,Completed,Live,TeamPoints,OpponentPoints,Result,OpponentRk,OpponentAdjRk,OpponentAdjRtg
2015,1,400852723,Air Force,Mountain West,California,Pac-12,Home,2015-12-29T19:00:00.000Z,True,False,36,55,L,54,29,79.657
2015,2,400787117,Air Force,Mountain West,San José State,Mountain West,Home,2015-09-13T02:15:00.000Z,True,False,37,16,W,70,94,-63.447
2015,3,400763512,Air Force,Mountain West,Michigan State,Big Ten,Away,2015-09-19T16:00:00.000Z,True,False,21,35,L,33,12,120.909
2015,5,400764876,Air Force,Mountain West,Navy,American Athletic,Away,2015-10-03T19:30:00.000Z,True,False,11,33,L,11,23,97.846
2015,6,400787254,Air Force,Mountain West,Wyoming,Mountain West,Home,2015-10-11T02:26:00.000Z,True,False,31,17,W,113,118,-151.077
2015,7,400787260,Air Force,Mountain West,Colorado State,Mountain West,Away,2015-10-17T19:30:00.000Z,True,False,23,38,L,72,96,-67.213
2015,8,400787266,Air Force,Mountain West,Fresno State,Mountain West,Home,2015-10-24T18:00:00.000Z,True,False,42,14,W,122,117,-150.137
2015,9,400787271,Air Force,Mountain West,Hawai'i,Mountain West,Away,2015-11-01T02:30:00.000Z,True,False,58,7,W,124,125,-175.536
2015,10,400760497,Air Force,Mountain West,Army,FBS Independents,Home,2015-11-07T20:30:00.000Z,True,False,20,3,W,96,105,-104.106
2015,11,400787280,Air Force,Mountain West,Utah State,Mountain West,Home,2015-11-14T19:00:00.000Z,True,False,35,28,W,50,68,0.395
2015,12,400790881,Air Force,Mountain West,Boise State,Mountain West,Away,2015-11-21T02:30:00.000Z,True,False,37,30,W,15,55,28.877
2015,13,400787292,Air Force,Mountain West,New Mexico,Mountain West,Away,2015-11-29T03:15:00.000Z,True,False,35,47,L,85,100,-92.176
2015,14,400852675,Air Force,Mountain West,San Diego State,Mountain West,Away,2015-12-06T00:30:00.000Z,True,False,24,27,L,13,50,39.874
2015,1,400763404,Akron,Mid-American,Oklahoma,Big 12,Away,2015-09-05T23:00:00.000Z,True,False,3,41,L,1,5,152.652
2015,1,400852708,Akron,Mid-American,Utah State,Mountain West,Away,2015-12-22T20:30:00.000Z,True,False,23,21,W,50,68,0.395
2015,2,400756915,Akron,Mid-American,Pittsburgh,ACC,Home,2015-09-12T22:00:00.000Z,True,False,7,24,L,56,36,66.459
2015,4,400787313,Akron,Mid-American,Louisiana,Sun Belt,Away,2015-09-26T23:00:00.000Z,True,False,35,14,W,90,112,-125.468
2015,5,400787316,Akron,Mid-American,Ohio,Mid-American,Home,2015-10-03T18:00:00.000Z,True,False,12,14,L,62,85,-26.109
2015,6,400787322,Akron,Mid-American,Eastern Michigan,Mid-American,Away,2015-10-10T19:00:00.000Z,True,False,47,21,W,115,126,-175.722
2015,7,400787331,Akron,Mid-American,Bowling Green,Mid-American,Away,2015-10-17T19:00:00.000Z,True,False,10,59,L,16,34,67.829
2015,9,400787341,Akron,Mid-American,Central Michigan,Mid-American,Home,2015-10-31T18:00:00.000Z,True,False,6,14,L,55,78,-12.228
2015,10,400787348,Akron,Mid-American,Massachusetts,Mid-American,Away,2015-11-07T17:00:00.000Z,True,False,17,13,W,100,101,-96.950
2015,11,400787353,Akron,Mid-American,Miami (OH),Mid-American,Away,2015-11-14T17:00:00.000Z,True,False,37,28,W,111,110,-121.753
2015,12,400787360,Akron,Mid-American,Buffalo,Mid-American,Home,2015-11-21T20:30:00.000Z,True,False,42,21,W,77,92,-54.975
2015,13,400787366,Akron,Mid-American,Kent State,Mid-American,Home,2015-11-27T17:00:00.000Z,True,False,20,0,W,118,111,-123.377
2015,1,400603827,Alabama,SEC,Wisconsin,Big Ten,Home,2015-09-06T00:00:00.000Z,True,False,35,17,W,19,30,75.067
2015,1,400852732,Alabama,SEC,Michigan State,Big Ten,Home,2016-01-01T01:20:00.000Z,True,False,38,0,W,33,12,120.909
2015,1,400852743,Alabama,SEC,Clemson,ACC,Away,2016-01-12T01:30:00.000Z,True,False,45,40,W,14,4,153.808
2015,2,400603860,Alabama,SEC,Middle Tennessee,Conference USA,Home,2015-09-12T20:00:00.000Z,True,False,37,10,W,53,89,-37.682
2015,3,400603850,Alabama,SEC,Ole Miss,SEC,Home,2015-09-20T01:15:00.000Z,True,False,37,43,L,17,11,124.710
2015,4,400603841,Alabama,SEC,UL Monroe,Sun Belt,Home,2015-09-26T20:00:00.000Z,True,False,34,0,W,116,122,-165.236
2015,5,400603879,Alabama,SEC,Georgia,SEC,Away,2015-10-03T19:30:00.000Z,True,False,38,10,W,37,24,90.120
2015,6,400603899,Alabama,SEC,Arkansas,SEC,Home,2015-10-10T23:00:00.000Z,True,False,27,14,W,40,15,114.183
2015,7,400603897,Alabama,SEC,Texas A&M,SEC,Away,2015-10-17T19:30:00.000Z,True,False,41,23,W,49,25,88.233
2015,8,400603886,Alabama,SEC,Tennessee,SEC,Home,2015-10-24T19:30:00.000Z,True,False,19,14,W,20,10,126.534
2015,10,400603905,Alabama,SEC,LSU,SEC,Home,2015-11-08T01:00:00.000Z,True,False,30,16,W,31,9,128.093
2015,11,400603933,Alabama,SEC,Mississippi State,SEC,Away,2015-11-14T20:30:00.000Z,True,False,31,6,W,34,14,118.788
2015,13,400603913,Alabama,SEC,Auburn,SEC,Away,2015-11-28T20:30:00.000Z,True,False,29,13,W,63,31,69.983
2015,14,400852681,Alabama,SEC,Florida,SEC,Home,2015-12-05T21:00:00.000Z,True,False,29,15,W,44,32,69.189
2015,1,400852685,App State,Sun Belt,Ohio,Mid-American,Home,2015-12-19T22:30:00.000Z,True,False,31,29,W,62,85,-26.109
2015,2,400756907,App State,Sun Belt,Clemson,ACC,Away,2015-09-12T16:30:00.000Z,True,False,10,41,L,14,4,153.808
2015,4,400763610,App State,Sun Belt,Old Dominion,Conference USA,Away,2015-09-26T19:30:00.000Z,True,False,49,0,W,108,124,-174.665
2015,5,400787253,App State,Sun Belt,Wyoming,Mountain West,Home,2015-10-03T19:30:00.000Z,True,False,31,13,W,113,118,-151.077
2015,6,400787448,App State,Sun Belt,Georgia State,Sun Belt,Away,2015-10-10T19:30:00.000Z,True,False,37,3,W,73,97,-77.309
2015,7,400787451,App State,Sun Belt,UL Monroe,Sun Belt,Away,2015-10-17T23:00:00.000Z,True,False,59,14,W,116,122,-165.236
2015,8,400787455,App State,Sun Belt,Georgia Southern,Sun Belt,Home,2015-10-22T23:30:00.000Z,True,False,31,13,W,21,52,36.021
2015,9,400787460,App State,Sun Belt,Troy,Sun Belt,Home,2015-10-31T19:30:00.000Z,True,False,44,41,W,82,102,-98.169
2015,10,400787464,App State,Sun Belt,Arkansas State,Sun Belt,Home,2015-11-06T00:30:00.000Z,True,False,27,40,L,45,82,-17.427
2015,11,400787470,App State,Sun Belt,Idaho,Sun Belt,Away,2015-11-14T22:00:00.000Z,True,False,47,20,W,109,113,-140.118
2015,13,400787478,App State,Sun Belt,Louisiana,Sun Belt,Home,2015-11-28T19:00:00.000Z,True,False,28,7,W,90,112,-125.468
2015,14,400787482,App State,Sun Belt,South Alabama,Sun Belt,Away,2015-12-06T00:30:00.000Z,True,False,34,27,W,104,108,-108.226
2015,1,400756882,Arizona,Pac-12,UTSA,Conference USA,Home,2015-09-04T02:00:00.000Z,True,False,42,32,W,102,115,-145.740
2015,1,400852668,Arizona,Pac-12,New Mexico,Mountain West,Away,2015-12-19T19:00:00.000Z,True,False,45,37,W,85,100,-92.176
2015,2,400756892,Arizona,Pac-12,Nevada,Mountain West,Away,2015-09-12T23:00:00.000Z,True,False,44,20,W,79,98,-80.691
2015,4,400757036,Arizona,Pac-12,UCLA,Pac-12,Home,2015-09-27T00:00:00.000Z,True,False,30,56,L,41,27,82.414
2015,5,400757041,Arizona,Pac-12,Stanford,Pac-12,Away,2015-10-04T02:30:00.000Z,True,False,17,55,L,5,2,177.800
2015,6,400757046,Arizona,Pac-12,Oregon State,Pac-12,Home,2015-10-10T20:00:00.000Z,True,False,44,7,W,123,95,-65.724
2015,7,400757051,Arizona,Pac-12,Colorado,Pac-12,Away,2015-10-18T01:00:00.000Z,True,False,38,31,W,94,77,-11.804
2015,8,400757057,Arizona,Pac-12,Washington State,Pac-12,Home,2015-10-24T20:00:00.000Z,True,False,42,45,L,52,35,66.479
2015,9,400757062,Arizona,Pac-12,Washington,Pac-12,Away,2015-11-01T03:00:00.000Z,True,False,3,49,L,28,20,103.820
2015,10,400757067,Arizona,Pac-12,USC,Pac-12,Away,2015-11-08T03:30:00.000Z,True,False,30,38,L,32,22,98.131
2015,11,400757074,Arizona,Pac-12,Utah,Pac-12,Home,2015-11-15T03:00:00.000Z,True,False,37,30,W,29,19,105.120
2015,12,400757079,Arizona,Pac-12,Arizona State,Pac-12,Away,2015-11-21T20:30:00.000Z,True,False,37,52,L,65,38,57.777
2015,1,400603838,Arizona State,Pac-12,Texas A&M,SEC,Away,2015-09-05T23:00:00.000Z,True,False,17,38,L,49,25,88.233
2015,1,400852742,Arizona State,Pac-12,West Virginia,Big 12,Home,2016-01-03T03:15:00.000Z,True,False,42,43,L,39,33,68.575
2015,3,400787241,Arizona State,Pac-12,New Mexico,Mountain West,Home,2015-09-19T02:00:00.000Z,True,False,34,10,W,85,100,-92.176
2015,4,400757037,Arizona State,Pac-12,USC,Pac-12,Home,2015-09-27T02:30:00.000Z,True,False,14,42,L,32,22,98.131
2015,5,400757042,Arizona State,Pac-12,UCLA,Pac-12,Away,2015-10-03T23:30:00.000Z,True,False,38,23,W,41,27,82.414
2015,6,400757047,Arizona State,Pac-12,Colorado,Pac-12,Home,2015-10-11T02:00:00.000Z,True,False,48,23,W,94,77,-11.804
2015,7,400757052,Arizona State,Pac-12,Utah,Pac-12,Away,2015-10-18T02:00:00.000Z,True,False,18,34,L,29,19,105.120
2015,9,400757061,Arizona State,Pac-12,Oregon,Pac-12,Home,2015-10-30T02:30:00.000Z,True,False,55,61,L,47,18,107.392
2015,10,400757068,Arizona State,Pac-12,Washington State,Pac-12,Away,2015-11-07T20:30:00.000Z,True,False,24,38,L,52,35,66.479
2015,11,400757075,Arizona State,Pac-12,Washington,Pac-12,Home,2015-11-14T20:00:00.000Z,True,False,27,17,W,28,20,103.820
2015,12,400757079,Arizona State,Pac-12,Arizona,Pac-12,Home,2015-11-21T20:30:00.000Z,True,False,52,37,W,74,61,13.260
2015,13,400757087,Arizona State,Pac-12,California,Pac-12,Away,2015-11-29T03:00:00.000Z,True,False,46,48,L,54,29,79.657
2015,1,400603828,Arkansas,SEC,UTEP,Conference USA,Home,2015-09-05T19:30:00.000Z,True,False,48,13,W,114,123,-170.768
2015,1,400852740,Arkansas,SEC,Kansas State,Big 12,Home,2016-01-02T20:20:00.000Z,True,False,45,23,W,81,59,18.733
2015,2,400603861,Arkansas,SEC,Toledo,Mid-American,Home,2015-09-12T20:00:00.000Z,True,False,12,16,L,9,26,87.967
2015,3,400603851,Arkansas,SEC,Texas Tech,Big 12,Home,2015-09-19T23:00:00.000Z,True,False,24,35,L,66,53,34.248
2015,4,400603842,Arkansas,SEC,Texas A&M,SEC,Home,2015-09-26T23:00:00.000Z,True,False,21,28,L,49,25,88.233
2015,5,400603884,Arkansas,SEC,Tennessee,SEC,Away,2015-10-03T23:00:00.000Z,True,False,24,20,W,20,10,126.534
2015,6,400603899,Arkansas,SEC,Alabama,SEC,Away,2015-10-10T23:00:00.000Z,True,False,14,27,L,7,1,197.353
2015,8,400603887,Arkansas,SEC,Auburn,SEC,Home,2015-10-24T16:00:00.000Z,True,False,54,46,W,63,31,69.983
2015,10,400603908,Arkansas,SEC,Ole Miss,SEC,Away,2015-11-07T20:30:00.000Z,True,False,53,52,W,17,11,124.710
2015,11,400603932,Arkansas,SEC,LSU,SEC,Away,2015-11-15T00:15:00.000Z,True,False,31,14,W,31,9,128.093
2015,12,400603922,Arkansas,SEC,Mississippi State,SEC,Home,2015-11-22T00:00:00.000Z,True,False,50,51,L,34,14,118.788
2015,13,400603912,Arkansas,SEC,Missouri,SEC,Home,2015-11-27T19:30:00.000Z,True,False,28,3,W,88,67,2.232
2015,1,400756884,Arkansas State,Sun Belt,USC,Pac-12,Away,2015-09-06T03:00:00.000Z,True,False,6,55,L,32,22,98.131
2015,1,400852686,Arkansas State,Sun Belt,Louisiana Tech,Conference USA,Away,2015-12-20T02:00:00.000Z,True,False,28,47,L,35,74,-5.731
2015,2,400603862,Arkansas State,Sun Belt,Missouri,SEC,Home,2015-09-12T23:00:00.000Z,True,False,20,27,L,88,67,2.232
2015,4,400787314,Arkansas State,Sun Belt,Toledo,Mid-American,Away,2015-09-26T23:00:00.000Z,True,False,7,37,L,9,26,87.967
2015,5,400787444,Arkansas State,Sun Belt,Idaho,Sun Belt,Home,2015-10-03T23:00:00.000Z,True,False,49,35,W,109,113,-140.118
2015,7,400787450,Arkansas State,Sun Belt,South Alabama,Sun Belt,Away,2015-10-14T00:00:00.000Z,True,False,49,31,W,104,108,-108.226
2015,8,400787454,Arkansas State,Sun Belt,Louisiana,Sun Belt,Home,2015-10-21T00:00:00.000Z,True,False,37,27,W,90,112,-125.468
2015,9,400787461,Arkansas State,Sun Belt,Georgia State,Sun Belt,Home,2015-10-31T23:00:00.000Z,True,False,48,34,W,73,97,-77.309
