Season,Week,Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
2018,1,1,Oklahoma,Big 12,1,0,417.308,121.154,9,1.000,0.797,0.203,0.600,525.000,107.692,63,14,12,13,-121.154,79
2018,1,2,Ohio State,Big Ten,1,0,385.641,123.590,8,1.000,0.756,0.244,0.725,592.308,206.667,77,31,13,15,-123.590,80
2018,1,3,Arizona State,Pac-12,1,0,354.487,118.910,11,1.000,0.824,0.176,0.518,408.333,53.846,49,7,12,13,-118.910,76
2018,1,4,South Carolina,SEC,1,0,340.000,140.000,4,1.000,0.802,0.198,0.587,490.000,150.000,49,15,10,10,-140.000,84
2018,1,5,UCF,American Athletic,1,0,339.091,119.545,10,1.000,0.766,0.234,0.696,509.091,170.000,56,17,11,10,-119.545,78
2018,1,6,Boise State,Mountain West,1,0,333.333,133.333,5,1.000,0.801,0.199,0.589,466.667,133.333,56,20,12,15,-133.333,83
2018,1,7,Vanderbilt,SEC,1,0,318.889,159.444,2,1.000,0.862,0.138,0.401,388.889,70.000,35,7,9,10,-159.444,85
2018,1,8,Liberty,FBS Independents,1,0,304.762,102.381,14,1.000,0.791,0.209,0.619,371.429,66.667,52,10,14,15,-102.381,74
2018,1,9,Alabama,SEC,1,0,292.308,111.538,13,1.000,0.787,0.213,0.631,392.308,100.000,51,14,13,14,-111.538,75
2018,1,10,Wisconsin,Big Ten,1,0,284.091,128.409,7,1.000,0.854,0.146,0.425,309.091,25.000,34,3,11,12,-128.409,81
2018,1,11,West Virginia,Big 12,1,0,260.000,130.000,6,1.000,0.794,0.206,0.612,400.000,140.000,40,14,10,10,-130.000,82
2018,1,12,Minnesota,Big Ten,1,0,257.500,13.592,41,1.000,0.539,0.461,1.390,320.000,62.500,48,10,15,16,-177.241,86
2018,1,13,Colorado,Pac-12,1,0,253.297,159.407,3,1.000,0.865,0.135,0.392,346.154,92.857,45,13,13,14,-63.120,63
2018,1,14,Rutgers,Big Ten,1,0,237.821,118.910,12,1.000,0.824,0.176,0.518,291.667,53.846,35,7,12,13,-118.910,77
2018,1,15,Oregon,Pac-12,1,0,221.324,91.912,17,1.000,0.735,0.265,0.792,362.500,141.176,58,24,16,17,-91.912,70
2018,1,16,Boston College,ACC,1,0,216.667,88.333,19,1.000,0.724,0.276,0.823,366.667,150.000,55,21,15,14,-88.333,68
2018,1,17,North Texas,Conference USA,1,0,191.667,95.833,15,1.000,0.721,0.279,0.835,383.333,191.667,46,23,12,12,-95.833,72
2018,1,18,Duke,ACC,1,0,184.444,92.222,16,1.000,0.729,0.271,0.809,340.000,155.556,34,14,10,9,-92.222,71
2018,1,19,Iowa,Big Ten,1,0,181.868,90.934,18,1.000,0.779,0.221,0.657,235.714,53.846,33,7,14,13,-90.934,69
