Season,Week,GameId,Team,Conference,Opponent,OpponentConference,Location,StartDate,Completed,Live,TeamPoints,OpponentPoints,Result,OpponentRk,OpponentAdjRk,OpponentAdjRtg
2010,1,303610059,Air Force,Mountain West,Georgia Tech,ACC,Away,2010-12-27T22:00:00.000Z,True,False,14,7,W,63,58,-7.971
2010,2,302542005,Air Force,Mountain West,BYU,Mountain West,Home,2010-09-11T20:00:00.000Z,True,False,35,14,W,22,41,47.726
2010,3,302610201,Air Force,Mountain West,Oklahoma,Big 12,Away,2010-09-18T19:30:00.000Z,True,False,24,27,L,14,12,127.729
2010,4,302682751,Air Force,Mountain West,Wyoming,Mountain West,Away,2010-09-25T18:00:00.000Z,True,False,20,14,W,90,88,-90.899
2010,5,302752005,Air Force,Mountain West,Navy,FBS Independents,Home,2010-10-02T18:30:00.000Z,True,False,14,6,W,21,43,38.387
2010,6,302822005,Air Force,Mountain West,Colorado State,Mountain West,Home,2010-10-09T18:00:00.000Z,True,False,49,27,W,103,91,-97.117
2010,7,302890021,Air Force,Mountain West,San Diego State,Mountain West,Away,2010-10-17T00:00:00.000Z,True,False,25,27,L,32,34,63.197
2010,8,302962628,Air Force,Mountain West,TCU,Mountain West,Away,2010-10-24T00:00:00.000Z,True,False,7,38,L,1,5,180.454
2010,9,303032005,Air Force,Mountain West,Utah,Mountain West,Home,2010-10-30T23:30:00.000Z,True,False,23,28,L,13,26,79.728
2010,10,303100349,Air Force,Mountain West,Army,FBS Independents,Away,2010-11-06T16:00:00.000Z,True,False,42,22,W,57,77,-51.397
2010,11,303172005,Air Force,Mountain West,New Mexico,Mountain West,Home,2010-11-13T23:00:00.000Z,True,False,48,23,W,111,104,-143.067
2010,12,303222439,Air Force,Mountain West,UNLV,Mountain West,Away,2010-11-19T03:00:00.000Z,True,False,35,20,W,105,89,-91.364
2010,1,302472006,Akron,Mid-American,Syracuse,Big East,Home,2010-09-04T22:00:00.000Z,True,False,3,29,L,66,63,-19.365
2010,3,302610096,Akron,Mid-American,Kentucky,SEC,Away,2010-09-18T23:00:00.000Z,True,False,10,47,L,59,60,-10.573
2010,4,302680084,Akron,Mid-American,Indiana,Big Ten,Away,2010-09-25T23:00:00.000Z,True,False,20,35,L,94,81,-61.357
2010,5,302752006,Akron,Mid-American,Northern Illinois,Mid-American,Home,2010-10-02T22:00:00.000Z,True,False,14,50,L,6,45,24.871
2010,6,302822309,Akron,Mid-American,Kent State,Mid-American,Away,2010-10-09T19:30:00.000Z,True,False,17,28,L,71,93,-104.755
2010,7,302890195,Akron,Mid-American,Ohio,Mid-American,Away,2010-10-16T18:00:00.000Z,True,False,10,38,L,48,85,-80.169
2010,8,302962006,Akron,Mid-American,Western Michigan,Mid-American,Home,2010-10-23T19:30:00.000Z,True,False,10,56,L,28,65,-29.971
2010,9,303030218,Akron,Mid-American,Temple,Mid-American,Away,2010-10-30T17:00:00.000Z,True,False,0,30,L,35,80,-59.544
2010,10,303102050,Akron,Mid-American,Ball State,Mid-American,Away,2010-11-06T17:00:00.000Z,True,False,30,37,L,84,102,-140.394
2010,12,303212006,Akron,Mid-American,Miami (OH),Mid-American,Home,2010-11-17T23:00:00.000Z,True,False,14,19,L,69,87,-84.618
2010,13,303302006,Akron,Mid-American,Buffalo,Mid-American,Home,2010-11-26T19:00:00.000Z,True,False,22,14,W,102,109,-190.023
2010,1,310010127,Alabama,SEC,Michigan State,Big Ten,Away,2011-01-01T18:00:00.000Z,True,False,49,7,W,37,31,70.189
2010,2,302540333,Alabama,SEC,Penn State,Big Ten,Home,2010-09-11T23:00:00.000Z,True,False,24,3,W,72,59,-10.290
2010,3,302610150,Alabama,SEC,Duke,ACC,Away,2010-09-18T19:30:00.000Z,True,False,62,13,W,93,68,-32.689
2010,4,302680008,Alabama,SEC,Arkansas,SEC,Away,2010-09-25T19:30:00.000Z,True,False,24,20,W,18,13,127.580
2010,5,302750333,Alabama,SEC,Florida,SEC,Home,2010-10-03T00:00:00.000Z,True,False,31,6,W,29,27,73.995
2010,6,302822579,Alabama,SEC,South Carolina,SEC,Away,2010-10-09T19:30:00.000Z,True,False,21,35,L,23,16,115.936
2010,7,302890333,Alabama,SEC,Ole Miss,SEC,Home,2010-10-17T01:00:00.000Z,True,False,23,10,W,76,55,-5.904
2010,8,302962633,Alabama,SEC,Tennessee,SEC,Away,2010-10-23T23:00:00.000Z,True,False,41,10,W,68,53,2.635
2010,10,303100099,Alabama,SEC,LSU,SEC,Away,2010-11-06T19:30:00.000Z,True,False,21,24,L,15,9,134.822
2010,11,303170333,Alabama,SEC,Mississippi State,SEC,Home,2010-11-14T00:15:00.000Z,True,False,30,10,W,38,36,55.085
2010,13,303300333,Alabama,SEC,Auburn,SEC,Home,2010-11-26T19:30:00.000Z,True,False,27,28,L,11,4,180.899
2010,1,302462649,Arizona,Pac-10,Toledo,Mid-American,Away,2010-09-04T00:00:00.000Z,True,False,41,2,W,49,76,-48.858
2010,1,303630012,Arizona,Pac-10,Oklahoma State,Big 12,Home,2010-12-30T02:15:00.000Z,True,False,10,36,L,9,11,130.389
2010,3,302610012,Arizona,Pac-10,Iowa,Big Ten,Home,2010-09-19T02:30:00.000Z,True,False,34,27,W,17,20,94.381
2010,4,302680012,Arizona,Pac-10,California,Pac-10,Home,2010-09-26T02:00:00.000Z,True,False,10,9,W,51,23,82.987
2010,6,302820012,Arizona,Pac-10,Oregon State,Pac-10,Home,2010-10-09T23:00:00.000Z,True,False,27,29,L,61,21,94.014
