Season,Week,GameId,Team,Conference,Opponent,OpponentConference,Location,StartDate,Completed,Live,TeamPoints,OpponentPoints,Result,OpponentRk,OpponentAdjRk,OpponentAdjRtg
2024,2,401643705,Air Force,Mountain West,San José State,Mountain West,Home,2024-09-07T23:00:00.000Z,True,False,7,17,L,75,107,-79.578
2024,3,401636860,Air Force,Mountain West,Baylor,Big 12,Away,2024-09-14T23:30:00.000Z,True,False,3,31,L,54,39,62.856
2024,5,401643718,Air Force,Mountain West,Wyoming,Mountain West,Away,2024-09-29T00:00:00.000Z,True,False,19,31,L,107,112,-101.248
2024,6,401643722,Air Force,Mountain West,Navy,American Athletic,Home,2024-10-05T16:00:00.000Z,True,False,7,34,L,24,38,63.923
2024,7,401643727,Air Force,Mountain West,New Mexico,Mountain West,Away,2024-10-12T23:00:00.000Z,True,False,37,52,L,93,128,-176.463
2024,8,401643734,Air Force,Mountain West,Colorado State,Mountain West,Home,2024-10-20T00:00:00.000Z,True,False,13,21,L,88,104,-77.216
2024,10,401643746,Air Force,Mountain West,Army,American Athletic,Away,2024-11-02T16:00:00.000Z,True,False,3,20,L,3,32,76.473
2024,11,401643751,Air Force,Mountain West,Fresno State,Mountain West,Home,2024-11-10T02:45:00.000Z,True,False,36,28,W,71,101,-73.476
2024,12,401643757,Air Force,Mountain West,Oregon State,Pac-12,Home,2024-11-16T20:30:00.000Z,True,False,28,0,W,99,109,-88.848
2024,13,401643763,Air Force,Mountain West,Nevada,Mountain West,Away,2024-11-24T03:30:00.000Z,True,False,22,19,W,105,111,-99.404
2024,14,401643768,Air Force,Mountain West,San Diego State,Mountain West,Away,2024-12-01T03:30:00.000Z,True,False,31,20,W,118,125,-156.043
2024,1,401628455,Akron,Mid-American,Ohio State,Big Ten,Away,2024-08-31T19:30:00.000Z,True,False,6,52,L,1,1,255.359
2024,2,401628471,Akron,Mid-American,Rutgers,Big Ten,Away,2024-09-07T16:00:00.000Z,True,False,17,49,L,63,36,67.139
2024,4,401628370,Akron,Mid-American,South Carolina,SEC,Away,2024-09-21T23:30:00.000Z,True,False,7,50,L,23,9,143.275
2024,5,401644738,Akron,Mid-American,Ohio,Mid-American,Away,2024-09-28T19:30:00.000Z,True,False,10,30,L,19,54,32.606
2024,6,401644740,Akron,Mid-American,Bowling Green,Mid-American,Home,2024-10-05T19:30:00.000Z,True,False,20,27,L,40,66,7.286
2024,7,401644742,Akron,Mid-American,Western Michigan,Mid-American,Away,2024-10-12T19:30:00.000Z,True,False,24,34,L,95,98,-72.028
2024,9,401644752,Akron,Mid-American,Eastern Michigan,Mid-American,Home,2024-10-26T19:30:00.000Z,True,False,25,21,W,92,118,-115.531
2024,10,401644757,Akron,Mid-American,Buffalo,Mid-American,Home,2024-11-02T16:00:00.000Z,True,False,30,41,L,61,91,-51.659
2024,12,401644766,Akron,Mid-American,Northern Illinois,Mid-American,Away,2024-11-14T00:00:00.000Z,True,False,16,29,L,50,72,-14.933
2024,13,401644769,Akron,Mid-American,Kent State,Mid-American,Away,2024-11-20T00:00:00.000Z,True,False,38,17,W,133,131,-197.192
2024,14,401644775,Akron,Mid-American,Toledo,Mid-American,Home,2024-11-27T00:00:00.000Z,True,False,21,14,W,51,78,-20.565
2024,1,401628319,Alabama,SEC,Western Kentucky,Conference USA,Home,2024-08-31T23:00:00.000Z,True,False,63,0,W,83,93,-57.668
2024,1,401677102,Alabama,SEC,Michigan,Big Ten,Away,2024-12-31T17:00:00.000Z,True,False,13,19,L,52,28,90.871
2024,2,401628335,Alabama,SEC,South Florida,American Athletic,Home,2024-09-07T23:00:00.000Z,True,False,42,16,W,72,94,-59.285
2024,3,401628350,Alabama,SEC,Wisconsin,Big Ten,Away,2024-09-14T16:00:00.000Z,True,False,42,10,W,85,48,39.914
2024,5,401628374,Alabama,SEC,Georgia,SEC,Home,2024-09-28T23:30:00.000Z,True,False,41,34,W,28,8,145.352
2024,6,401628384,Alabama,SEC,Vanderbilt,SEC,Away,2024-10-05T20:15:00.000Z,True,False,35,40,L,67,37,65.286
2024,7,401628385,Alabama,SEC,South Carolina,SEC,Home,2024-10-12T16:00:00.000Z,True,False,27,25,W,23,9,143.275
2024,8,401628397,Alabama,SEC,Tennessee,SEC,Away,2024-10-19T19:30:00.000Z,True,False,17,24,L,10,24,98.093
2024,9,401628400,Alabama,SEC,Missouri,SEC,Home,2024-10-26T19:30:00.000Z,True,False,34,0,W,41,34,72.418
2024,11,401628413,Alabama,SEC,LSU,SEC,Away,2024-11-10T00:30:00.000Z,True,False,42,13,W,33,11,139.391
2024,13,401628433,Alabama,SEC,Oklahoma,SEC,Away,2024-11-24T00:30:00.000Z,True,False,3,24,L,79,42,55.674
2024,14,401628437,Alabama,SEC,Auburn,SEC,Home,2024-11-30T20:30:00.000Z,True,False,28,14,W,66,53,33.985
2024,2,401635532,App State,Sun Belt,Clemson,ACC,Away,2024-09-08T00:00:00.000Z,True,False,20,66,L,27,27,93.496
2024,3,401643785,App State,Sun Belt,East Carolina,American Athletic,Away,2024-09-14T20:00:00.000Z,True,False,21,19,W,56,87,-40.731
2024,4,401643790,App State,Sun Belt,South Alabama,Sun Belt,Home,2024-09-19T23:30:00.000Z,True,False,14,48,L,47,73,-15.166
2024,6,401643799,App State,Sun Belt,Marshall,Sun Belt,Away,2024-10-05T19:30:00.000Z,True,False,37,52,L,32,58,26.255
2024,7,401643806,App State,Sun Belt,Louisiana,Sun Belt,Away,2024-10-12T23:30:00.000Z,True,False,24,34,L,45,77,-19.579
2024,9,401643816,App State,Sun Belt,Georgia State,Sun Belt,Home,2024-10-26T17:00:00.000Z,True,False,33,26,W,112,115,-109.130
2024,10,401643821,App State,Sun Belt,Old Dominion,Sun Belt,Home,2024-11-02T18:30:00.000Z,True,False,28,20,W,60,67,0.663
2024,11,401643825,App State,Sun Belt,Coastal Carolina,Sun Belt,Away,2024-11-08T01:00:00.000Z,True,False,24,38,L,89,100,-72.327
2024,13,401643836,App State,Sun Belt,James Madison,Sun Belt,Home,2024-11-23T19:30:00.000Z,True,False,34,20,W,15,65,8.169
2024,14,401643844,App State,Sun Belt,Georgia Southern,Sun Belt,Away,2024-11-30T23:00:00.000Z,True,False,20,29,L,84,81,-29.305
2024,1,401636608,Arizona,Big 12,New Mexico,Mountain West,Home,2024-09-01T02:30:00.000Z,True,False,61,39,W,93,128,-176.463
2024,3,401636864,Arizona,Big 12,Kansas State,Big 12,Away,2024-09-14T00:00:00.000Z,True,False,7,31,L,38,30,88.281
2024,5,401636886,Arizona,Big 12,Utah,Big 12,Away,2024-09-29T02:15:00.000Z,True,False,23,10,W,73,52,35.893
2024,6,401636887,Arizona,Big 12,Texas Tech,Big 12,Home,2024-10-06T03:00:00.000Z,True,False,22,28,L,48,41,60.274
2024,7,401636893,Arizona,Big 12,BYU,Big 12,Away,2024-10-12T20:00:00.000Z,True,False,19,41,L,17,12,138.536
2024,8,401636897,Arizona,Big 12,Colorado,Big 12,Home,2024-10-19T20:00:00.000Z,True,False,7,34,L,21,29,90.227
2024,9,401636905,Arizona,Big 12,West Virginia,Big 12,Home,2024-10-26T23:00:00.000Z,True,False,26,31,L,91,62,13.496
2024,10,401636916,Arizona,Big 12,UCF,Big 12,Away,2024-11-02T19:30:00.000Z,True,False,12,56,L,77,56,27.653
2024,12,401636923,Arizona,Big 12,Houston,Big 12,Home,2024-11-16T03:15:00.000Z,True,False,27,3,W,103,83,-34.063
2024,13,401636935,Arizona,Big 12,TCU,Big 12,Away,2024-11-23T20:00:00.000Z,True,False,28,49,L,35,35,67.679
2024,14,401636940,Arizona,Big 12,Arizona State,Big 12,Home,2024-11-30T20:30:00.000Z,True,False,7,49,L,13,14,133.701
2024,1,401636609,Arizona State,Big 12,Wyoming,Mountain West,Home,2024-09-01T02:30:00.000Z,True,False,48,7,W,107,112,-101.248
2024,1,401677182,Arizona State,Big 12,Texas,SEC,Home,2025-01-01T18:00:00.000Z,True,False,31,39,L,7,5,174.438
2024,2,401628343,Arizona State,Big 12,Mississippi State,SEC,Home,2024-09-08T02:30:00.000Z,True,False,30,23,W,121,82,-30.838
2024,3,401636867,Arizona State,Big 12,Texas State,Sun Belt,Away,2024-09-12T23:30:00.000Z,True,False,31,28,W,16,60,17.870
2024,4,401636877,Arizona State,Big 12,Texas Tech,Big 12,Away,2024-09-21T19:30:00.000Z,True,False,22,30,L,48,41,60.274
2024,6,401636888,Arizona State,Big 12,Kansas,Big 12,Home,2024-10-06T00:00:00.000Z,True,False,35,31,W,74,33,73.601
2024,7,401636892,Arizona State,Big 12,Utah,Big 12,Home,2024-10-12T02:30:00.000Z,True,False,27,19,W,73,52,35.893
2024,8,401636899,Arizona State,Big 12,Cincinnati,Big 12,Away,2024-10-19T16:00:00.000Z,True,False,14,24,L,82,55,30.936
2024,10,401636915,Arizona State,Big 12,Oklahoma State,Big 12,Away,2024-11-02T19:30:00.000Z,True,False,42,21,W,110,85,-39.751
2024,11,401636917,Arizona State,Big 12,UCF,Big 12,Home,2024-11-10T00:00:00.000Z,True,False,35,31,W,77,56,27.653
2024,12,401636927,Arizona State,Big 12,Kansas State,Big 12,Away,2024-11-17T00:00:00.000Z,True,False,24,14,W,38,30,88.281
2024,13,401636930,Arizona State,Big 12,BYU,Big 12,Home,2024-11-23T20:30:00.000Z,True,False,28,23,W,17,12,138.536
2024,14,401636940,Arizona State,Big 12,Arizona,Big 12,Away,2024-11-30T20:30:00.000Z,True,False,49,7,W,117,89,-47.553
2024,15,401673465,Arizona State,Big 12,Iowa State,Big 12,Home,2024-12-07T17:00:00.000Z,True,False,45,19,W,31,23,100.028
2024,1,401677092,Arkansas,SEC,Texas Tech,Big 12,Home,2024-12-28T00:00:00.000Z,True,False,39,26,W,48,41,60.274
2024,2,401628336,Arkansas,SEC,Oklahoma State,Big 12,Away,2024-09-07T16:00:00.000Z,True,False,31,39,L,110,85,-39.751
2024,3,401628351,Arkansas,SEC,UAB,American Athletic,Home,2024-09-14T20:15:00.000Z,True,False,37,27,W,116,121,-124.132
2024,4,401628363,Arkansas,SEC,Auburn,SEC,Away,2024-09-21T19:30:00.000Z,True,False,24,14,W,66,53,33.985
2024,5,401628373,Arkansas,SEC,Texas A&M,SEC,Away,2024-09-28T19:30:00.000Z,True,False,17,21,L,37,20,107.417
2024,6,401628379,Arkansas,SEC,Tennessee,SEC,Home,2024-10-05T23:30:00.000Z,True,False,19,14,W,10,24,98.093
2024,8,401628392,Arkansas,SEC,LSU,SEC,Home,2024-10-19T23:00:00.000Z,True,False,10,34,L,33,11,139.391
2024,9,401628403,Arkansas,SEC,Mississippi State,SEC,Away,2024-10-26T16:45:00.000Z,True,False,58,25,W,121,82,-30.838
2024,10,401628406,Arkansas,SEC,Ole Miss,SEC,Home,2024-11-02T16:00:00.000Z,True,False,31,63,L,5,6,165.663
2024,12,401628419,Arkansas,SEC,Texas,SEC,Home,2024-11-16T17:00:00.000Z,True,False,10,20,L,7,5,174.438
2024,13,401628427,Arkansas,SEC,Louisiana Tech,Conference USA,Home,2024-11-23T21:00:00.000Z,True,False,35,14,W,78,114,-108.177
2024,14,401628443,Arkansas,SEC,Missouri,SEC,Away,2024-11-30T20:30:00.000Z,True,False,21,28,L,41,34,72.418
2024,1,401677089,Arkansas State,Sun Belt,Bowling Green,Mid-American,Away,2024-12-27T02:00:00.000Z,True,False,38,31,W,40,66,7.286
2024,2,401643779,Arkansas State,Sun Belt,Tulsa,American Athletic,Home,2024-09-07T23:00:00.000Z,True,False,28,24,W,129,130,-191.139
2024,3,401628479,Arkansas State,Sun Belt,Michigan,Big Ten,Away,2024-09-14T16:00:00.000Z,True,False,18,28,L,52,28,90.871
2024,4,401636875,Arkansas State,Sun Belt,Iowa State,Big 12,Away,2024-09-21T18:00:00.000Z,True,False,7,52,L,31,23,100.028
2024,6,401643800,Arkansas State,Sun Belt,South Alabama,Sun Belt,Home,2024-10-05T23:00:00.000Z,True,False,18,16,W,47,73,-15.166
2024,7,401643808,Arkansas State,Sun Belt,Texas State,Sun Belt,Away,2024-10-12T23:00:00.000Z,True,False,9,41,L,16,60,17.870
2024,8,401643814,Arkansas State,Sun Belt,Southern Miss,Sun Belt,Away,2024-10-19T23:00:00.000Z,True,False,44,28,W,132,133,-223.437
2024,9,401643818,Arkansas State,Sun Belt,Troy,Sun Belt,Home,2024-10-26T23:00:00.000Z,True,False,34,31,W,86,103,-76.814
2024,11,401643827,Arkansas State,Sun Belt,Louisiana,Sun Belt,Away,2024-11-09T22:00:00.000Z,True,False,19,55,L,45,77,-19.579
2024,12,401643831,Arkansas State,Sun Belt,Georgia State,Sun Belt,Away,2024-11-16T22:00:00.000Z,True,False,27,20,W,112,115,-109.130
2024,13,401643839,Arkansas State,Sun Belt,UL Monroe,Sun Belt,Home,2024-11-23T20:00:00.000Z,True,False,28,21,W,109,108,-85.418
2024,14,401643847,Arkansas State,Sun Belt,Old Dominion,Sun Belt,Home,2024-11-30T20:00:00.000Z,True,False,32,40,L,60,67,0.663
2024,1,401677100,Army,American Athletic,Louisiana Tech,Conference USA,Home,2024-12-29T02:15:00.000Z,True,False,27,6,W,78,114,-108.177
2024,2,401645323,Army,American Athletic,Florida Atlantic,American Athletic,Away,2024-09-07T16:00:00.000Z,True,False,24,7,W,94,124,-135.555
2024,4,401645328,Army,American Athletic,Rice,American Athletic,Home,2024-09-21T16:00:00.000Z,True,False,37,14,W,111,110,-92.646
2024,5,401645331,Army,American Athletic,Temple,American Athletic,Away,2024-09-26T23:30:00.000Z,True,False,42,14,W,125,122,-125.496
2024,6,401645339,Army,American Athletic,Tulsa,American Athletic,Away,2024-10-05T16:00:00.000Z,True,False,49,7,W,129,130,-191.139
2024,7,401645342,Army,American Athletic,UAB,American Athletic,Home,2024-10-12T16:00:00.000Z,True,False,44,10,W,116,121,-124.132
2024,8,401645346,Army,American Athletic,East Carolina,American Athletic,Home,2024-10-19T16:00:00.000Z,True,False,45,28,W,56,87,-40.731
2024,10,401643746,Army,American Athletic,Air Force,Mountain West,Home,2024-11-02T16:00:00.000Z,True,False,20,3,W,100,120,-117.492
2024,11,401629045,Army,American Athletic,North Texas,American Athletic,Away,2024-11-09T20:30:00.000Z,True,False,14,3,W,80,86,-40.527
2024,13,401640959,Army,American Athletic,Notre Dame,FBS Independents,Away,2024-11-24T00:00:00.000Z,True,False,14,49,L,2,3,197.396
2024,14,401645378,Army,American Athletic,UTSA,American Athletic,Home,2024-11-30T17:00:00.000Z,True,False,29,24,W,68,84,-35.782
2024,15,401673462,Army,American Athletic,Tulane,American Athletic,Home,2024-12-07T01:00:00.000Z,True,False,35,14,W,12,40,61.580
2024,16,401645383,Army,American Athletic,Navy,American Athletic,Home,2024-12-14T20:00:00.000Z,True,False,13,31,L,24,38,63.923
2024,2,401628337,Auburn,SEC,California,ACC,Home,2024-09-07T19:30:00.000Z,True,False,14,21,L,57,61,17.042
2024,3,401628352,Auburn,SEC,New Mexico,Mountain West,Home,2024-09-14T23:30:00.000Z,True,False,45,19,W,93,128,-176.463
2024,4,401628363,Auburn,SEC,Arkansas,SEC,Home,2024-09-21T19:30:00.000Z,True,False,14,24,L,65,49,39.711
2024,5,401628375,Auburn,SEC,Oklahoma,SEC,Home,2024-09-28T19:30:00.000Z,True,False,21,27,L,79,42,55.674
2024,6,401628381,Auburn,SEC,Georgia,SEC,Away,2024-10-05T19:30:00.000Z,True,False,13,31,L,28,8,145.352
2024,8,401628395,Auburn,SEC,Missouri,SEC,Away,2024-10-19T16:00:00.000Z,True,False,17,21,L,41,34,72.418
2024,9,401628401,Auburn,SEC,Kentucky,SEC,Away,2024-10-26T23:45:00.000Z,True,False,24,10,W,90,45,51.112
2024,10,401628407,Auburn,SEC,Vanderbilt,SEC,Home,2024-11-02T16:45:00.000Z,True,False,7,17,L,67,37,65.286
2024,12,401628426,Auburn,SEC,UL Monroe,Sun Belt,Home,2024-11-16T17:45:00.000Z,True,False,48,14,W,109,108,-85.418
