Season,Week,Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
2024,1,56,South Alabama,Sun Belt,0,1,-156.061,-78.030,56,0.000,0.344,-0.344,-1.117,316.667,472.727,38,52,12,11,78.030,20
2024,1,57,Houston,Big 12,0,1,-157.692,-78.846,57,0.000,0.236,-0.236,-0.765,50.000,207.692,7,27,14,13,78.846,19
2024,1,58,West Virginia,Big 12,0,1,-183.333,-91.667,58,0.000,0.240,-0.240,-0.778,100.000,283.333,12,34,12,12,91.667,17
2024,1,59,Fresno State,Mountain West,0,1,-189.394,-94.697,60,0.000,0.225,-0.225,-0.730,83.333,272.727,10,30,12,11,94.697,15
2024,1,60,Charlotte,American Athletic,0,1,-191.667,-95.833,61,0.000,0.208,-0.208,-0.674,58.333,250.000,7,30,12,12,95.833,14
2024,1,61,Jacksonville State,Conference USA,0,1,-200.000,-100.000,62,0.000,0.269,-0.269,-0.871,192.857,392.857,27,55,14,14,100.000,11
2024,1,62,Florida,SEC,0,1,-200.000,-100.000,64,0.000,0.246,-0.246,-0.798,141.667,341.667,17,41,12,12,100.000,13
2024,1,63,New Mexico,Mountain West,0,1,-229.762,-114.881,66,0.000,0.277,-0.277,-0.899,278.571,508.333,39,61,14,12,114.881,9
2024,1,64,Georgia State,Sun Belt,0,1,-230.000,-179.859,74,0.000,0.046,-0.046,-0.145,120.000,350.000,12,35,10,10,50.141,25
2024,1,65,Florida International,Conference USA,0,1,-240.000,-120.000,68,0.000,0.177,-0.177,-0.573,70.000,310.000,7,31,10,10,120.000,7
2024,1,66,Clemson,ACC,0,1,-281.818,-127.273,70,0.000,0.141,-0.141,-0.455,27.273,309.091,3,34,11,11,127.273,6
2024,1,67,UConn,FBS Independents,0,1,-286.667,-93.333,59,0.000,0.205,-0.205,-0.664,46.667,333.333,7,50,15,15,93.333,16
2024,1,68,UTEP,Conference USA,0,1,-300.000,-127.273,69,0.000,0.164,-0.164,-0.529,63.636,363.636,7,40,11,11,127.273,5
2024,1,69,Kent State,Mid-American,0,1,-315.385,-144.056,73,0.000,0.204,-0.204,-0.660,184.615,500.000,24,55,13,11,144.056,2
2024,1,70,Temple,American Athletic,0,1,-370.879,-108.516,65,0.000,0.163,-0.163,-0.526,21.429,392.308,3,51,14,13,108.516,10
2024,1,71,Wyoming,Mountain West,0,1,-382.517,-132.168,72,0.000,0.152,-0.152,-0.490,53.846,436.364,7,48,13,11,132.168,3
2024,1,72,Akron,Mid-American,0,1,-426.573,-131.469,71,0.000,0.148,-0.148,-0.477,46.154,472.727,6,52,13,11,131.469,4
2024,1,73,Colorado State,Mountain West,0,1,-433.333,-116.667,67,0.000,0.136,-0.136,-0.438,0.000,433.333,0,52,12,12,116.667,8
2024,1,74,Southern Miss,Sun Belt,0,1,-442.857,-200.000,75,0.000,0.067,-0.067,-0.211,0.000,442.857,0,31,7,7,200.000,1
2024,1,75,Western Kentucky,Conference USA,0,1,-450.000,-100.000,63,0.000,0.161,-0.161,-0.518,0.000,450.000,0,63,14,14,100.000,12
2024,2,1,Ole Miss,SEC,1,0,442.727,125.909,14,1.000,0.851,0.149,0.490,472.727,30.000,52,3,11,10,-125.909,122
2024,2,2,Ohio State,Big Ten,2,0,426.923,115.622,21,1.000,0.967,0.033,0.114,450.000,23.077,108,6,24,26,-123.539,121
2024,2,3,Missouri,SEC,1,0,345.455,127.273,12,1.000,0.872,0.128,0.421,345.455,0.000,38,0,11,11,-127.273,123
2024,2,4,Texas,SEC,2,0,322.727,200.682,5,1.000,0.938,0.062,0.207,377.273,54.545,83,12,22,22,-10.985,75
2024,2,5,Tennessee,SEC,1,0,308.974,104.487,24,1.000,0.787,0.213,0.695,392.308,83.333,51,10,13,12,-104.487,118
2024,2,6,Rutgers,Big Ten,1,0,303.788,120.109,19,1.000,0.830,0.170,0.558,445.455,141.667,49,17,11,12,-147.315,128
2024,2,7,Alabama,SEC,2,0,298.387,122.794,15,1.000,0.791,0.209,0.684,350.000,51.613,105,16,30,31,-61.397,107
2024,2,8,UCF,Big 12,1,0,292.424,228.050,2,1.000,0.976,0.024,0.086,409.091,116.667,45,14,11,12,-37.102,94
2024,2,9,Louisiana,Sun Belt,1,0,282.143,116.827,20,1.000,0.741,0.259,0.845,425.000,142.857,34,10,8,7,-165.316,130
2024,2,10,Georgia,SEC,1,0,281.818,239.538,1,1.000,1.000,0.000,0.007,309.091,27.273,34,3,11,11,-15.007,81
2024,2,11,Louisville,ACC,1,0,281.061,81.818,33,1.000,0.821,0.179,0.586,408.333,127.273,49,14,12,11,-140.909,126
2024,2,12,Texas State,Sun Belt,1,0,273.077,121.497,17,1.000,0.797,0.203,0.663,350.000,76.923,49,10,14,13,-73.008,110
2024,2,13,Arizona State,Big 12,2,0,259.565,122.556,16,1.000,0.738,0.262,0.853,390.000,130.435,78,30,20,23,-61.278,106
2024,2,14,USC,Big Ten,2,0,245.671,100.000,25,1.000,0.726,0.274,0.894,340.909,95.238,75,20,22,21,-50.000,103
2024,2,15,UL Monroe,Sun Belt,1,0,240.909,120.455,18,1.000,0.831,0.169,0.554,290.909,50.000,32,6,11,12,-120.455,120
2024,2,16,Indiana,Big Ten,1,0,240.000,226.667,3,1.000,0.998,0.002,0.013,310.000,70.000,31,7,10,10,-13.333,78
2024,2,17,Arizona,Big 12,1,0,229.762,114.881,22,1.000,0.721,0.279,0.911,508.333,278.571,61,39,12,14,-114.881,119
2024,2,18,Nebraska,Big Ten,2,0,224.819,136.985,11,1.000,0.795,0.205,0.670,295.652,70.833,68,17,23,24,-68.493,108
2024,2,19,Oklahoma,SEC,2,0,210.308,27.070,55,1.000,0.632,0.368,1.197,268.000,57.692,67,15,25,26,-98.114,115
2024,2,20,Memphis,American Athletic,1,0,210.000,127.194,13,1.000,0.850,0.150,0.492,380.000,170.000,38,17,10,10,-82.806,113
2024,2,20,Washington,Big Ten,1,0,210.000,203.272,4,1.000,0.946,0.054,0.183,300.000,90.000,30,9,10,10,-6.728,71
2024,2,22,Navy,American Athletic,1,0,207.692,17.729,61,1.000,0.560,0.440,1.430,292.308,84.615,38,11,13,13,-189.963,131
2024,2,23,Miami,ACC,1,0,200.000,100.000,26,1.000,0.750,0.250,0.815,341.667,141.667,41,17,12,12,-100.000,117
2024,2,24,Coastal Carolina,Sun Belt,1,0,200.000,59.091,38,1.000,0.684,0.316,1.029,392.857,192.857,55,27,14,14,-140.909,126
2024,2,25,James Madison,Sun Belt,1,0,191.667,58.295,39,1.000,0.772,0.228,0.744,250.000,58.333,30,7,12,12,-133.371,124
2024,2,26,Oregon State,Pac-12,1,0,190.909,95.455,29,1.000,0.826,0.174,0.569,190.909,0.000,21,0,11,12,-95.455,114
2024,2,27,Army,American Athletic,1,0,179.167,169.158,7,1.000,0.864,0.136,0.448,266.667,87.500,24,7,9,8,-10.008,74
2024,2,28,Pittsburgh,ACC,2,0,164.773,99.068,27,1.000,0.677,0.323,1.051,377.273,212.500,83,51,22,24,-49.534,101
2024,2,29,UNLV,Mountain West,1,0,157.692,151.429,9,1.000,0.957,0.043,0.147,207.692,50.000,27,7,13,14,-6.264,70
2024,2,30,Washington State,Pac-12,1,0,157.619,78.810,35,1.000,0.728,0.272,0.888,264.286,106.667,37,16,14,15,-78.810,111
2024,2,31,North Texas,American Athletic,1,0,156.061,83.531,32,1.000,0.625,0.375,1.221,472.727,316.667,52,38,11,12,-72.530,109
2024,2,32,Maryland,Big Ten,1,1,153.846,0.081,68,0.500,0.500,-0.000,0.007,284.615,130.769,74,34,26,26,-79.616,112
2024,2,33,Toledo,Mid-American,1,0,128.022,-34.261,87,1.000,0.401,0.599,1.945,292.308,164.286,38,23,13,14,-162.283,129
2024,2,34,Penn State,Big Ten,2,0,120.833,80.556,34,1.000,0.667,0.333,1.085,283.333,162.500,68,39,24,24,-40.278,97
2024,2,35,Boston College,ACC,1,0,115.152,106.649,23,1.000,0.942,0.058,0.196,233.333,118.182,28,13,12,11,-8.503,73
2024,2,36,Wisconsin,Big Ten,1,0,111.111,11.348,64,1.000,0.529,0.471,1.531,311.111,200.000,28,14,9,7,-99.763,116
2024,2,37,Syracuse,ACC,2,0,106.905,98.799,28,1.000,0.708,0.292,0.951,345.000,238.095,69,50,20,21,-6.151,69
2024,2,38,South Carolina,SEC,2,0,103.846,163.348,8,1.000,0.961,0.039,0.134,200.000,96.154,54,25,27,26,50.372,32
2024,2,39,Illinois,Big Ten,1,0,101.010,50.505,41,1.000,0.645,0.355,1.156,255.556,154.545,23,17,9,11,-50.505,104
2024,2,40,Utah,Big 12,1,0,99.359,49.679,42,1.000,0.666,0.334,1.088,191.667,92.308,23,12,12,13,-49.679,102
2024,2,41,North Carolina,ACC,2,0,95.238,46.629,44,1.000,0.612,0.388,1.264,271.429,176.190,57,37,21,21,-52.462,105
2024,2,42,Georgia Tech,ACC,2,1,76.068,34.355,47,0.667,0.585,0.082,0.272,322.222,246.154,87,64,27,26,-35.116,92
2024,2,43,Oklahoma State,Big 12,1,0,71.905,35.952,46,1.000,0.596,0.404,1.314,278.571,206.667,39,31,14,15,-35.952,93
2024,2,44,Clemson,ACC,1,1,68.308,-15.007,76,0.500,0.466,0.034,0.118,276.000,207.692,69,54,25,26,7.504,60
2024,2,45,Vanderbilt,SEC,1,0,63.636,92.638,30,1.000,0.764,0.236,0.770,309.091,245.455,34,27,11,11,29.002,43
2024,2,46,San José State,Mountain West,1,0,63.333,31.667,48,1.000,0.629,0.371,1.209,113.333,50.000,17,7,15,14,-31.667,91
2024,2,47,California,ACC,1,0,61.538,30.769,49,1.000,0.608,0.392,1.275,161.538,100.000,21,14,13,14,-30.769,90
2024,2,48,Liberty,Conference USA,1,0,59.341,29.670,50,1.000,0.587,0.413,1.342,230.769,171.429,30,24,13,14,-29.670,89
2024,2,49,Kansas State,Big 12,1,0,58.333,29.167,51,1.000,0.576,0.424,1.378,283.333,225.000,34,27,12,12,-29.167,88
2024,2,50,Duke,ACC,1,0,55.686,60.458,37,1.000,0.746,0.254,0.828,173.333,117.647,26,20,15,17,4.771,62
2024,2,51,TCU,Big 12,1,0,53.846,26.923,56,1.000,0.574,0.426,1.387,261.538,207.692,34,27,13,13,-26.923,87
2024,2,52,Virginia Tech,ACC,1,1,52.174,29.002,52,0.500,0.561,-0.061,-0.189,252.174,200.000,58,48,23,24,-14.501,80
2024,2,53,Florida International,Conference USA,1,1,50.000,-13.333,75,0.500,0.470,0.030,0.104,245.833,195.833,59,47,24,24,6.667,61
2024,2,54,Arkansas State,Sun Belt,1,0,48.718,24.359,57,1.000,0.571,0.429,1.396,233.333,184.615,28,24,12,13,-24.359,86
2024,2,55,Oregon,Big Ten,1,0,37.619,74.114,36,1.000,0.913,0.087,0.290,264.286,226.667,37,34,14,15,36.495,35
2024,2,56,UCLA,Big Ten,1,0,37.121,18.561,60,1.000,0.566,0.434,1.409,145.455,108.333,16,13,11,12,-18.561,83
2024,2,57,East Carolina,American Athletic,1,0,35.165,180.894,6,1.000,0.990,0.010,0.041,142.857,107.692,20,14,14,13,145.729,3
2024,2,58,Northern Illinois,Mid-American,1,0,32.727,49.596,43,1.000,0.736,0.264,0.861,160.000,127.273,16,14,10,11,16.869,54
2024,2,59,Kentucky,SEC,1,1,31.579,-44.985,92,0.500,0.380,0.120,0.396,194.737,163.158,37,31,19,19,-140.819,125
2024,2,60,Michigan State,Big Ten,2,0,30.333,27.354,54,1.000,0.607,0.393,1.278,172.000,141.667,43,34,25,24,-4.964,68
2024,2,61,Notre Dame,FBS Independents,1,1,29.051,16.869,62,0.500,0.544,-0.044,-0.134,160.870,131.818,37,29,23,22,-8.434,72
2024,2,62,Virginia,ACC,1,0,24.176,12.088,63,1.000,0.534,0.466,1.515,238.462,214.286,31,30,13,14,-12.088,76
2024,2,63,SMU,ACC,1,1,13.675,-39.729,91,0.500,0.400,0.100,0.329,169.231,155.556,44,42,26,27,-48.959,100
2024,2,64,Michigan,Big Ten,1,1,13.636,10.682,65,0.500,0.529,-0.029,-0.085,200.000,186.364,42,41,21,22,10.985,58
2024,2,65,Iowa State,Big 12,1,0,6.667,3.333,67,1.000,0.512,0.488,1.586,133.333,126.667,20,19,15,15,-3.333,67
2024,2,66,Boise State,Mountain West,1,1,6.641,36.495,45,0.500,0.560,-0.060,-0.185,310.345,303.704,90,82,29,27,28.382,45
2024,2,67,BYU,Big 12,1,0,4.615,-35.113,88,1.000,0.275,0.725,2.353,120.000,115.385,18,15,15,13,-39.729,96
2024,2,68,Northwestern,Big Ten,1,1,-5.778,4.771,66,0.500,0.513,-0.013,-0.036,122.222,128.000,33,32,27,25,-2.386,66
2024,2,69,Iowa,Big Ten,0,1,-6.667,-3.333,69,0.000,0.488,-0.488,-1.571,126.667,133.333,19,20,15,15,3.333,64
2024,2,70,Cincinnati,Big 12,0,1,-9.091,89.977,31,0.000,0.852,-0.852,-2.746,245.455,254.545,27,28,11,11,99.068,19
2024,2,71,Georgia Southern,Sun Belt,1,1,-9.391,-17.351,77,0.500,0.449,0.051,0.172,282.609,292.000,65,73,23,25,-13.155,77
2024,2,72,Minnesota,Big Ten,0,1,-18.182,28.447,53,0.000,0.638,-0.638,-2.054,154.545,172.727,17,19,11,11,46.629,34
2024,2,72,Nevada,Mountain West,1,2,-18.182,-62.806,97,0.333,0.298,0.035,0.121,209.091,227.273,69,75,33,33,-46.628,99
2024,2,74,Wake Forest,ACC,0,1,-24.176,-12.088,74,0.000,0.466,-0.466,-1.500,214.286,238.462,30,31,14,13,12.088,57
2024,2,75,Old Dominion,Sun Belt,0,2,-26.054,145.729,10,0.000,0.848,-0.848,-2.735,122.222,148.276,33,43,27,29,172.121,2
2024,2,76,Eastern Michigan,Mid-American,1,1,-36.842,-6.728,71,0.500,0.481,0.019,0.070,194.737,231.579,37,44,19,19,20.495,50
2024,2,77,Hawai'i,Mountain West,0,1,-37.121,-18.561,78,0.000,0.434,-0.434,-1.395,108.333,145.455,13,16,12,11,18.561,51
2024,2,78,LSU,SEC,0,1,-45.455,54.545,40,0.000,0.679,-0.679,-2.190,200.000,245.455,20,27,10,11,100.000,16
2024,2,79,Tulsa,American Athletic,0,1,-48.718,-24.359,80,0.000,0.429,-0.429,-1.381,184.615,233.333,24,28,13,12,24.359,47
2024,2,80,Sam Houston,Conference USA,1,1,-53.833,-37.102,90,0.500,0.420,0.080,0.266,192.000,245.833,48,59,25,24,18.551,52
2024,2,81,Stanford,ACC,0,1,-53.846,-26.923,81,0.000,0.426,-0.426,-1.372,207.692,261.538,27,34,13,13,26.923,46
2024,2,82,Bowling Green,Mid-American,0,1,-58.333,22.222,58,0.000,0.576,-0.576,-1.854,225.000,283.333,27,34,12,12,80.556,24
2024,2,82,Tulane,American Athletic,0,1,-58.333,-29.167,82,0.000,0.424,-0.424,-1.363,225.000,283.333,27,34,12,12,29.167,42
2024,2,84,New Mexico State,Conference USA,0,1,-59.341,-29.670,83,0.000,0.413,-0.413,-1.327,171.429,230.769,24,30,14,13,29.670,41
2024,2,85,Ohio,Mid-American,1,1,-59.470,-46.656,94,0.500,0.365,0.135,0.444,204.167,263.636,49,58,24,22,13.135,56
2024,2,86,Auburn,SEC,0,1,-61.538,-30.769,84,0.000,0.392,-0.392,-1.260,100.000,161.538,14,21,14,13,30.769,40
2024,2,87,Air Force,Mountain West,0,1,-63.333,-31.667,85,0.000,0.371,-0.371,-1.194,50.000,113.333,7,17,14,15,31.667,39
2024,2,88,Miami (OH),Mid-American,0,1,-70.000,-65.229,98,0.000,0.135,-0.135,-0.428,60.000,130.000,6,13,10,10,4.771,62
2024,2,89,Arkansas,SEC,0,1,-71.905,-35.952,89,0.000,0.404,-0.404,-1.299,206.667,278.571,31,39,15,14,35.952,36
2024,2,90,South Alabama,Sun Belt,0,2,-76.993,-72.530,100,0.000,0.289,-0.289,-0.927,252.174,329.167,58,79,23,24,18.438,53
2024,2,91,Texas A&M,SEC,0,1,-83.333,-66.465,99,0.000,0.211,-0.211,-0.675,108.333,191.667,13,23,12,12,16.869,54
2024,2,92,Florida State,ACC,0,2,-84.795,-8.503,72,0.000,0.482,-0.482,-1.550,188.889,273.684,34,52,18,19,70.502,27
2024,2,93,Florida Atlantic,American Athletic,0,2,-92.961,-10.008,73,0.000,0.461,-0.461,-1.482,80.952,173.913,17,40,21,23,98.256,21
2024,2,94,UTSA,American Athletic,1,1,-94.587,-73.008,101,0.500,0.248,0.252,0.822,146.154,240.741,38,65,26,27,-21.909,85
2024,2,95,Houston,Big 12,0,2,-98.923,-6.264,70,0.000,0.482,-0.482,-1.550,73.077,172.000,19,43,26,25,89.249,23
2024,2,96,Baylor,Big 12,0,1,-99.359,-49.679,95,0.000,0.334,-0.334,-1.073,92.308,191.667,12,23,13,12,49.679,33
2024,2,97,Kansas,Big 12,0,1,-101.010,-50.505,96,0.000,0.355,-0.355,-1.141,154.545,255.556,17,23,11,9,50.505,31
2024,2,98,Mississippi State,SEC,0,1,-103.333,19.223,59,0.000,0.559,-0.559,-1.801,230.000,333.333,23,30,10,9,122.556,10
2024,2,99,Troy,Sun Belt,0,2,-115.000,-82.806,104,0.000,0.336,-0.336,-1.078,215.000,330.000,43,66,20,20,32.194,38
2024,2,100,Massachusetts,FBS Independents,0,2,-139.130,-162.283,121,0.000,0.142,-0.142,-0.452,160.870,300.000,37,66,23,22,-20.495,84
2024,2,101,Marshall,Sun Belt,0,1,-150.641,-121.639,113,0.000,0.037,-0.037,-0.114,107.692,258.333,14,31,13,12,29.002,43
2024,2,102,Rice,American Athletic,0,1,-153.846,-190.948,127,0.000,0.003,-0.003,-0.003,107.692,261.538,14,34,13,13,-37.102,94
2024,2,103,Colorado,Big 12,0,1,-156.410,-19.425,79,0.000,0.397,-0.397,-1.277,76.923,233.333,10,28,13,12,136.985,4
2024,2,104,Texas Tech,Big 12,0,1,-157.619,-78.810,103,0.000,0.272,-0.272,-0.873,106.667,264.286,16,37,15,14,78.810,26
2024,2,105,Kennesaw State,Conference USA,0,2,-165.238,-165.316,122,0.000,0.124,-0.124,-0.394,130.000,295.238,26,62,20,21,21.909,49
2024,2,106,South Florida,American Athletic,0,1,-168.382,-45.588,93,0.000,0.330,-0.330,-1.061,94.118,262.500,16,42,17,16,122.794,8
2024,2,107,West Virginia,Big 12,0,1,-183.333,-102.778,108,0.000,0.092,-0.092,-0.290,100.000,283.333,12,34,12,12,80.556,24
2024,2,108,Charlotte,American Athletic,0,2,-186.364,-133.371,116,0.000,0.206,-0.206,-0.658,122.727,309.091,27,68,22,22,52.462,30
2024,2,109,Fresno State,Mountain West,0,1,-189.394,-178.712,123,0.000,0.046,-0.046,-0.143,83.333,272.727,10,30,12,11,10.682,59
2024,2,110,San Diego State,Mountain West,0,1,-190.909,-95.455,105,0.000,0.174,-0.174,-0.554,0.000,190.909,0,21,12,11,95.455,22
2024,2,111,Florida,SEC,0,1,-200.000,-100.000,107,0.000,0.250,-0.250,-0.800,141.667,341.667,17,41,12,12,100.000,18
2024,2,112,New Mexico,Mountain West,0,1,-229.762,-114.881,110,0.000,0.279,-0.279,-0.896,278.571,508.333,39,61,14,12,114.881,14
2024,2,113,Georgia State,Sun Belt,0,1,-230.000,-195.645,128,0.000,0.069,-0.069,-0.214,120.000,350.000,12,35,10,10,34.355,37
2024,2,114,Jacksonville State,Conference USA,0,2,-236.000,-140.909,117,0.000,0.247,-0.247,-0.790,164.000,400.000,41,104,25,26,70.455,28
2024,2,115,UAB,American Athletic,0,1,-240.909,-120.455,112,0.000,0.169,-0.169,-0.539,50.000,290.909,6,32,12,11,120.455,12
