Season,Week,GameId,Team,Conference,Opponent,OpponentConference,Location,StartDate,Completed,Live,TeamPoints,OpponentPoints,Result,OpponentRk,OpponentAdjRk,OpponentAdjRtg
2019,1,401135275,Air Force,Mountain West,Washington State,Pac-12,Away,2019-12-28T03:15:00.000Z,True,False,31,21,W,43,46,34.514
2019,3,401114185,Air Force,Mountain West,Colorado,Pac-12,Away,2019-09-14T17:00:00.000Z,True,False,30,23,W,98,64,-0.081
2019,4,401117506,Air Force,Mountain West,Boise State,Mountain West,Away,2019-09-21T01:00:00.000Z,True,False,19,30,L,18,30,69.136
2019,5,401117512,Air Force,Mountain West,San José State,Mountain West,Home,2019-09-28T00:00:00.000Z,True,False,41,24,W,82,105,-77.636
2019,6,401117516,Air Force,Mountain West,Navy,American Athletic,Away,2019-10-05T19:30:00.000Z,True,False,25,34,L,15,21,98.928
2019,7,401117520,Air Force,Mountain West,Fresno State,Mountain West,Home,2019-10-12T23:00:00.000Z,True,False,43,24,W,67,95,-55.610
2019,8,401117525,Air Force,Mountain West,Hawai'i,Mountain West,Away,2019-10-20T03:00:00.000Z,True,False,56,26,W,52,77,-24.078
2019,9,401117530,Air Force,Mountain West,Utah State,Mountain West,Home,2019-10-27T02:15:00.000Z,True,False,31,7,W,88,91,-51.471
2019,10,401114331,Air Force,Mountain West,Army,FBS Independents,Home,2019-11-02T19:30:00.000Z,True,False,17,13,W,58,96,-58.233
2019,12,401117544,Air Force,Mountain West,Colorado State,Mountain West,Away,2019-11-17T00:00:00.000Z,True,False,38,21,W,92,109,-85.041
2019,13,401183793,Air Force,Mountain West,New Mexico,Mountain West,Away,2019-11-23T19:00:00.000Z,True,False,44,22,W,120,122,-149.454
2019,14,401117556,Air Force,Mountain West,Wyoming,Mountain West,Home,2019-11-30T19:00:00.000Z,True,False,20,6,W,31,53,16.344
2019,1,401112145,Akron,Mid-American,Illinois,Big Ten,Away,2019-08-31T16:00:00.000Z,True,False,3,42,L,55,62,2.754
2019,2,401114254,Akron,Mid-American,UAB,Conference USA,Home,2019-09-07T16:00:00.000Z,True,False,20,31,L,57,99,-62.221
2019,3,401119263,Akron,Mid-American,Central Michigan,Mid-American,Away,2019-09-14T19:00:00.000Z,True,False,24,45,L,56,86,-41.234
2019,4,401119269,Akron,Mid-American,Troy,Sun Belt,Home,2019-09-21T19:00:00.000Z,True,False,7,35,L,84,101,-65.538
2019,5,401114356,Akron,Mid-American,Massachusetts,FBS Independents,Away,2019-09-28T19:30:00.000Z,True,False,29,37,L,130,130,-267.810
2019,7,401119277,Akron,Mid-American,Kent State,Mid-American,Home,2019-10-12T19:30:00.000Z,True,False,3,26,L,79,89,-49.330
2019,8,401119281,Akron,Mid-American,Buffalo,Mid-American,Home,2019-10-19T19:30:00.000Z,True,False,0,21,L,27,54,14.424
2019,9,401119287,Akron,Mid-American,Northern Illinois,Mid-American,Away,2019-10-26T19:30:00.000Z,True,False,0,49,L,93,110,-97.877
2019,10,401119293,Akron,Mid-American,Bowling Green,Mid-American,Away,2019-11-02T18:00:00.000Z,True,False,6,35,L,129,127,-171.732
2019,12,401119299,Akron,Mid-American,Eastern Michigan,Mid-American,Home,2019-11-12T23:00:00.000Z,True,False,14,42,L,68,98,-59.752
2019,13,401119307,Akron,Mid-American,Miami (OH),Mid-American,Away,2019-11-21T00:30:00.000Z,True,False,17,20,L,90,87,-42.734
2019,14,401119310,Akron,Mid-American,Ohio,Mid-American,Home,2019-11-26T23:00:00.000Z,True,False,3,52,L,35,82,-34.057
2019,1,401110720,Alabama,SEC,Duke,ACC,Home,2019-08-31T19:30:00.000Z,True,False,42,3,W,96,56,11.749
2019,1,401135286,Alabama,SEC,Michigan,Big Ten,Home,2020-01-01T18:00:00.000Z,True,False,35,16,W,26,15,127.999
2019,2,401110773,Alabama,SEC,New Mexico State,FBS Independents,Home,2019-09-07T20:00:00.000Z,True,False,62,10,W,125,126,-164.259
2019,3,401110794,Alabama,SEC,South Carolina,SEC,Away,2019-09-14T19:30:00.000Z,True,False,47,23,W,104,55,12.957
2019,4,401110797,Alabama,SEC,Southern Miss,Conference USA,Home,2019-09-21T16:00:00.000Z,True,False,49,7,W,72,92,-51.796
2019,5,401110806,Alabama,SEC,Ole Miss,SEC,Home,2019-09-28T19:30:00.000Z,True,False,59,31,W,69,44,35.328
2019,7,401110822,Alabama,SEC,Texas A&M,SEC,Away,2019-10-12T19:30:00.000Z,True,False,47,28,W,47,27,79.896
2019,8,401110824,Alabama,SEC,Tennessee,SEC,Home,2019-10-20T01:00:00.000Z,True,False,35,13,W,74,52,18.270
2019,9,401110831,Alabama,SEC,Arkansas,SEC,Home,2019-10-26T23:00:00.000Z,True,False,48,7,W,121,100,-64.550
