Season,Week,GameId,Team,Conference,Opponent,OpponentConference,Location,StartDate,Completed,Live,TeamPoints,OpponentPoints,Result,OpponentRk,OpponentAdjRk,OpponentAdjRtg
2017,3,400935352,Air Force,Mountain West,Michigan,Big Ten,Away,2017-09-16T16:00:00.000Z,True,False,13,29,L,34,20,99.132
2017,4,400945259,Air Force,Mountain West,San Diego State,Mountain West,Home,2017-09-23T23:00:00.000Z,True,False,24,28,L,21,56,16.983
2017,5,400945263,Air Force,Mountain West,New Mexico,Mountain West,Away,2017-09-30T23:00:00.000Z,True,False,38,56,L,114,115,-110.763
2017,6,400941815,Air Force,Mountain West,Navy,American Athletic,Away,2017-10-07T19:30:00.000Z,True,False,45,48,L,44,43,42.231
2017,7,400945272,Air Force,Mountain West,UNLV,Mountain West,Home,2017-10-14T18:00:00.000Z,True,False,34,30,W,84,99,-74.363
2017,8,400945278,Air Force,Mountain West,Nevada,Mountain West,Away,2017-10-21T01:30:00.000Z,True,False,45,42,W,91,100,-74.937
2017,9,400945283,Air Force,Mountain West,Colorado State,Mountain West,Away,2017-10-28T19:00:00.000Z,True,False,45,28,W,35,73,-12.518
2017,10,400934569,Air Force,Mountain West,Army,FBS Independents,Home,2017-11-04T19:30:00.000Z,True,False,0,21,L,42,64,6.771
2017,11,400945295,Air Force,Mountain West,Wyoming,Mountain West,Home,2017-11-12T03:15:00.000Z,True,False,14,28,L,50,78,-27.380
2017,12,400945300,Air Force,Mountain West,Boise State,Mountain West,Away,2017-11-19T03:15:00.000Z,True,False,19,44,L,22,37,61.132
2017,13,400945306,Air Force,Mountain West,Utah State,Mountain West,Home,2017-11-26T03:15:00.000Z,True,False,38,35,W,69,89,-48.913
2017,1,400935237,Akron,Mid-American,Penn State,Big Ten,Away,2017-09-02T16:00:00.000Z,True,False,0,52,L,2,7,179.420
2017,1,400953386,Akron,Mid-American,Florida Atlantic,Conference USA,Away,2017-12-20T00:00:00.000Z,True,False,3,50,L,10,34,65.069
2017,3,400934517,Akron,Mid-American,Iowa State,Big 12,Home,2017-09-16T16:00:00.000Z,True,False,14,41,L,27,18,106.690
2017,4,400944818,Akron,Mid-American,Troy,Sun Belt,Away,2017-09-23T22:00:00.000Z,True,False,17,22,L,13,70,-10.253
2017,5,400944904,Akron,Mid-American,Bowling Green,Mid-American,Away,2017-09-30T22:00:00.000Z,True,False,34,23,W,113,114,-110.581
2017,6,400944988,Akron,Mid-American,Ball State,Mid-American,Home,2017-10-07T19:30:00.000Z,True,False,31,3,W,129,129,-201.106
2017,7,400944994,Akron,Mid-American,Western Michigan,Mid-American,Away,2017-10-15T17:00:00.000Z,True,False,14,13,W,54,88,-47.892
2017,8,400944999,Akron,Mid-American,Toledo,Mid-American,Away,2017-10-21T16:00:00.000Z,True,False,21,48,L,29,60,10.918
2017,9,400945007,Akron,Mid-American,Buffalo,Mid-American,Home,2017-10-28T15:30:00.000Z,True,False,21,20,W,63,84,-41.310
2017,11,400945013,Akron,Mid-American,Miami (OH),Mid-American,Away,2017-11-08T00:30:00.000Z,True,False,14,24,L,77,95,-61.243
2017,12,400945020,Akron,Mid-American,Ohio,Mid-American,Home,2017-11-15T00:00:00.000Z,True,False,37,34,W,17,50,24.154
2017,13,400945026,Akron,Mid-American,Kent State,Mid-American,Home,2017-11-22T00:00:00.000Z,True,False,24,14,W,125,123,-165.236
2017,14,400955150,Akron,Mid-American,Toledo,Mid-American,Away,2017-12-02T17:00:00.000Z,True,False,28,45,L,29,60,10.918
2017,1,400933827,Alabama,SEC,Florida State,ACC,Home,2017-09-03T00:00:00.000Z,True,False,24,7,W,60,24,93.337
2017,1,400953413,Alabama,SEC,Clemson,ACC,Away,2018-01-02T02:00:00.000Z,True,False,24,6,W,9,4,196.442
2017,1,400953415,Alabama,SEC,Georgia,SEC,Away,2018-01-09T01:00:00.000Z,True,False,26,23,W,8,1,222.132
