Season,Week,GameId,Team,Conference,Opponent,OpponentConference,Location,StartDate,Completed,Live,TeamPoints,OpponentPoints,Result,OpponentRk,OpponentAdjRk,OpponentAdjRtg
2016,1,400928102,Air Force,Mountain West,South Alabama,Sun Belt,Home,2016-12-30T22:30:00.000Z,True,False,45,21,W,78,102,-86.188
2016,2,400869184,Air Force,Mountain West,Georgia State,Sun Belt,Home,2016-09-10T18:00:00.000Z,True,False,48,14,W,97,111,-108.789
2016,4,400869199,Air Force,Mountain West,Utah State,Mountain West,Away,2016-09-25T02:15:00.000Z,True,False,27,20,W,100,96,-69.040
2016,5,400869206,Air Force,Mountain West,Navy,American Athletic,Home,2016-10-01T19:30:00.000Z,True,False,28,14,W,39,61,11.098
2016,6,400869213,Air Force,Mountain West,Wyoming,Mountain West,Away,2016-10-08T19:30:00.000Z,True,False,26,35,L,60,62,7.552
2016,7,400869219,Air Force,Mountain West,New Mexico,Mountain West,Home,2016-10-15T19:30:00.000Z,True,False,40,45,L,48,85,-42.484
2016,8,400869225,Air Force,Mountain West,Hawai'i,Mountain West,Home,2016-10-22T18:00:00.000Z,True,False,27,34,L,104,99,-76.109
2016,9,400869231,Air Force,Mountain West,Fresno State,Mountain West,Away,2016-10-29T02:30:00.000Z,True,False,31,21,W,120,124,-145.729
2016,10,400868918,Air Force,Mountain West,Army,FBS Independents,Away,2016-11-05T16:00:00.000Z,True,False,31,12,W,57,88,-52.685
2016,11,400869241,Air Force,Mountain West,Colorado State,Mountain West,Home,2016-11-13T03:15:00.000Z,True,False,49,46,W,54,55,18.455
2016,12,400869247,Air Force,Mountain West,San José State,Mountain West,Away,2016-11-20T03:30:00.000Z,True,False,41,38,W,112,115,-122.654
2016,13,400869252,Air Force,Mountain West,Boise State,Mountain West,Home,2016-11-25T20:30:00.000Z,True,False,27,20,W,14,30,72.571
2016,2,400869268,Akron,Mid-American,Wisconsin,Big Ten,Away,2016-09-10T19:30:00.000Z,True,False,10,54,L,12,8,147.019
2016,3,400869278,Akron,Mid-American,Marshall,Conference USA,Away,2016-09-17T16:00:00.000Z,True,False,65,38,W,124,125,-179.198
2016,4,400869285,Akron,Mid-American,App State,Sun Belt,Home,2016-09-24T19:30:00.000Z,True,False,38,45,L,16,40,53.873
2016,5,400869293,Akron,Mid-American,Kent State,Mid-American,Away,2016-10-01T19:30:00.000Z,True,False,31,27,W,108,105,-90.309
2016,6,400869302,Akron,Mid-American,Miami (OH),Mid-American,Home,2016-10-08T19:00:00.000Z,True,False,35,13,W,67,93,-63.644
2016,7,400869310,Akron,Mid-American,Western Michigan,Mid-American,Home,2016-10-15T19:30:00.000Z,True,False,0,41,L,4,14,114.780
2016,8,400869311,Akron,Mid-American,Ball State,Mid-American,Away,2016-10-22T19:00:00.000Z,True,False,35,25,W,85,109,-97.265
2016,9,400869317,Akron,Mid-American,Buffalo,Mid-American,Away,2016-10-27T23:30:00.000Z,True,False,20,41,L,123,126,-179.817
