Season,Week,GameId,Team,Conference,Opponent,OpponentConference,Location,StartDate,Completed,Live,TeamPoints,OpponentPoints,Result,OpponentRk,OpponentAdjRk,OpponentAdjRtg
2014,1,400610198,Air Force,Mountain West,Western Michigan,Mid-American,Home,2014-12-20T22:45:00.000Z,True,False,38,24,W,29,75,-19.984
2014,2,400548180,Air Force,Mountain West,Wyoming,Mountain West,Away,2014-09-07T02:15:00.000Z,True,False,13,17,L,112,100,-81.652
2014,3,400548189,Air Force,Mountain West,Georgia State,Sun Belt,Away,2014-09-13T18:00:00.000Z,True,False,48,38,W,127,128,-196.449
2014,5,400548199,Air Force,Mountain West,Boise State,Mountain West,Home,2014-09-27T23:00:00.000Z,True,False,28,14,W,11,39,56.214
2014,6,400548205,Air Force,Mountain West,Navy,FBS Independents,Home,2014-10-04T19:30:00.000Z,True,False,30,21,W,68,71,-16.633
2014,7,400548210,Air Force,Mountain West,Utah State,Mountain West,Away,2014-10-12T02:15:00.000Z,True,False,16,34,L,32,52,15.862
2014,8,400548215,Air Force,Mountain West,New Mexico,Mountain West,Home,2014-10-18T19:30:00.000Z,True,False,35,31,W,96,102,-88.627
2014,10,400548226,Air Force,Mountain West,Army,FBS Independents,Away,2014-11-01T15:30:00.000Z,True,False,23,6,W,105,113,-111.189
2014,11,400548232,Air Force,Mountain West,UNLV,Mountain West,Away,2014-11-08T21:00:00.000Z,True,False,48,21,W,118,121,-150.832
2014,12,400548238,Air Force,Mountain West,Nevada,Mountain West,Home,2014-11-15T19:00:00.000Z,True,False,45,38,W,62,70,-16.176
2014,13,400548243,Air Force,Mountain West,San Diego State,Mountain West,Away,2014-11-22T02:30:00.000Z,True,False,14,30,L,50,86,-40.503
2014,14,400548249,Air Force,Mountain West,Colorado State,Mountain West,Home,2014-11-28T20:30:00.000Z,True,False,27,24,W,26,46,32.305
2014,2,400547986,Akron,Mid-American,Penn State,Big Ten,Away,2014-09-06T16:00:00.000Z,True,False,3,21,L,58,51,17.984
2014,4,400548029,Akron,Mid-American,Marshall,Conference USA,Home,2014-09-20T18:00:00.000Z,True,False,17,48,L,2,9,158.438
2014,5,400547811,Akron,Mid-American,Pittsburgh,ACC,Away,2014-09-27T17:30:00.000Z,True,False,21,10,W,56,44,33.461
2014,6,400548122,Akron,Mid-American,Eastern Michigan,Mid-American,Home,2014-10-04T18:00:00.000Z,True,False,31,6,W,126,125,-178.069
2014,7,400548130,Akron,Mid-American,Miami (OH),Mid-American,Home,2014-10-11T18:00:00.000Z,True,False,29,19,W,99,110,-107.669
2014,8,400548133,Akron,Mid-American,Ohio,Mid-American,Away,2014-10-18T18:00:00.000Z,True,False,20,23,L,91,109,-106.160
2014,9,400548139,Akron,Mid-American,Ball State,Mid-American,Away,2014-10-25T18:00:00.000Z,True,False,21,35,L,69,94,-65.552
2014,11,400548147,Akron,Mid-American,Bowling Green,Mid-American,Home,2014-11-05T01:00:00.000Z,True,False,10,27,L,89,105,-89.617
2014,12,400548151,Akron,Mid-American,Buffalo,Mid-American,Away,2014-11-12T01:00:00.000Z,True,False,24,55,L,77,103,-88.744
2014,13,400548158,Akron,Mid-American,Massachusetts,Mid-American,Home,2014-11-19T00:00:00.000Z,True,False,30,6,W,87,111,-110.124
2014,14,400548163,Akron,Mid-American,Kent State,Mid-American,Away,2014-11-28T18:00:00.000Z,True,False,24,27,L,110,112,-111.057
