Season,Week,Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
2015,1,1,Florida,SEC,1,0,369.231,107.692,7,1.000,0.796,0.204,0.597,469.231,100.000,61,13,13,13,-107.692,70
2015,1,2,Florida State,ACC,1,0,339.560,112.088,5,1.000,0.795,0.205,0.600,453.846,114.286,59,16,13,14,-112.088,72
2015,1,3,USC,Pac-12,1,0,331.373,95.686,8,1.000,0.818,0.182,0.533,366.667,35.294,55,6,15,17,-95.686,69
2015,1,4,Georgia,SEC,1,0,308.333,116.667,2,1.000,0.801,0.199,0.584,425.000,116.667,51,14,12,12,-116.667,75
2015,1,5,Baylor,Big 12,1,0,305.128,123.397,1,1.000,0.787,0.213,0.623,466.667,161.538,56,21,12,13,-123.397,76
2015,1,6,West Virginia,Big 12,1,0,293.333,93.333,10,1.000,0.841,0.159,0.466,293.333,0.000,44,0,15,14,-93.333,66
2015,1,7,Arkansas,SEC,1,0,291.919,114.141,4,1.000,0.782,0.218,0.638,436.364,144.444,48,13,11,9,-114.141,73
2015,1,8,Notre Dame,FBS Independents,1,0,291.667,116.667,3,1.000,0.858,0.142,0.417,316.667,25.000,38,3,12,12,-116.667,74
2015,1,9,Illinois,Big Ten,1,0,270.139,76.736,15,1.000,0.793,0.207,0.606,288.889,18.750,52,3,18,16,-76.736,62
2015,1,10,Oklahoma,Big 12,1,0,254.583,93.958,9,1.000,0.827,0.173,0.506,273.333,18.750,41,3,15,16,-93.958,68
2015,1,11,NC State,ACC,1,0,215.385,107.692,6,1.000,0.764,0.236,0.691,376.923,161.538,49,21,13,13,-107.692,71
2015,1,12,Duke,ACC,1,0,196.667,91.667,12,1.000,0.800,0.200,0.585,246.667,50.000,37,7,15,14,-91.667,65
2015,1,13,Tennessee,SEC,1,0,193.333,93.333,11,1.000,0.724,0.276,0.809,393.333,200.000,59,30,15,15,-93.333,67
2015,1,14,Ohio,Mid-American,1,0,175.758,87.879,13,1.000,0.702,0.298,0.874,409.091,233.333,45,28,11,12,-87.879,64
2015,1,15,UCLA,Pac-12,1,0,163.636,81.818,14,1.000,0.726,0.274,0.802,309.091,145.455,34,16,11,11,-81.818,63
