Season,Week,Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
2021,1,1,Auburn,SEC,1,0,454.545,127.273,4,1.000,0.824,0.176,0.556,545.455,90.909,60,10,11,11,-127.273,92
2021,1,2,Pittsburgh,ACC,1,0,440.000,140.000,1,1.000,0.852,0.148,0.468,510.000,70.000,51,7,10,10,-140.000,96
2021,1,3,NC State,ACC,1,0,346.154,107.692,12,1.000,0.856,0.144,0.454,346.154,0.000,45,0,13,12,-107.692,81
2021,1,4,Cincinnati,American Athletic,1,0,337.762,137.063,2,1.000,0.827,0.173,0.546,445.455,107.692,49,14,11,13,-137.063,95
2021,1,5,Marshall,Conference USA,1,0,326.923,109.615,11,1.000,0.824,0.176,0.557,376.923,50.000,49,7,13,14,-109.615,84
2021,1,6,Army,FBS Independents,1,0,318.889,134.444,3,1.000,0.822,0.178,0.562,430.000,111.111,43,10,10,9,-134.444,94
2021,1,7,Rutgers,Big Ten,1,0,313.333,93.333,20,1.000,0.770,0.230,0.728,406.667,93.333,61,14,15,15,-93.333,77
2021,1,8,Michigan,Big Ten,1,0,300.000,127.273,5,1.000,0.805,0.195,0.618,427.273,127.273,47,14,11,11,-127.273,93
2021,1,9,Texas A&M,SEC,1,0,270.238,122.619,6,1.000,0.829,0.171,0.540,341.667,71.429,41,10,12,14,-122.619,91
2021,1,10,Kentucky,SEC,1,0,269.231,107.692,14,1.000,0.804,0.196,0.620,346.154,76.923,45,10,13,13,-107.692,83
2021,1,11,Alabama,SEC,1,0,266.667,120.833,8,1.000,0.810,0.190,0.600,366.667,100.000,44,13,12,13,-120.833,89
2021,1,12,Tennessee,SEC,1,0,246.154,107.692,13,1.000,0.823,0.177,0.558,292.308,46.154,38,6,13,13,-107.692,82
2021,1,13,Texas,Big 12,1,0,242.222,121.111,7,1.000,0.771,0.229,0.724,422.222,180.000,38,18,9,10,-121.111,90
