Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
100,South Alabama,Sun Belt,1,7,-91.327,47.370,42,0.125,0.566,-0.441,-2.425,175.000,266.327,168,261,96,98,-48.587,109
8,Notre Dame,FBS Independents,9,0,131.820,175.740,5,1.000,0.953,0.047,0.319,226.415,94.595,240,105,106,111,53.771,21
23,USC,Pac-12,6,3,97.986,106.502,19,0.667,0.768,-0.102,-0.518,278.151,180.165,331,218,119,121,25.757,43
64,UConn,Big East,3,6,-8.406,-82.640,100,0.333,0.186,0.148,0.885,126.271,134.677,149,167,118,124,-68.021,116
10,Ohio State,Big Ten,10,0,125.819,107.989,17,1.000,0.768,0.232,1.360,297.761,171.942,399,239,134,139,-7.124,71
76,West Virginia,Big 12,4,3,-29.699,32.925,50,0.571,0.576,-0.005,0.026,295.833,325.532,284,306,96,94,59.412,16
9,UCF,Conference USA,7,2,126.388,47.064,43,0.778,0.626,0.152,0.908,297.297,170.909,330,188,111,110,-59.630,113
55,Baylor,Big 12,3,4,16.221,44.835,45,0.429,0.587,-0.158,-0.835,324.731,308.511,302,290,93,94,44.581,26
45,Nebraska,Big Ten,6,2,42.342,94.664,22,0.750,0.731,0.019,0.159,242.342,200.000,269,220,111,110,43.532,28
33,BYU,FBS Independents,4,4,68.761,82.798,29,0.500,0.785,-0.285,-1.417,187.129,118.367,189,116,101,98,28.153,34
13,LSU,SEC,6,2,115.319,124.597,9,0.750,0.891,-0.141,-0.739,224.752,109.434,227,116,101,106,39.367,31
1,Alabama,SEC,9,0,244.217,251.759,1,1.000,0.981,0.019,0.162,317.431,73.214,346,82,109,112,47.441,24
20,UCLA,Pac-12,7,2,100.184,106.591,18,0.778,0.797,-0.019,-0.053,254.198,154.015,333,211,131,137,30.237,39
27,Louisville,Big East,8,0,86.933,47.496,41,1.000,0.611,0.389,2.243,297.802,210.870,271,194,91,92,-36.607,98
29,Texas,Big 12,7,2,84.784,120.856,11,0.778,0.771,0.007,0.091,336.111,251.327,363,284,108,113,33.731,37
3,Oregon,Pac-12,8,0,212.340,189.319,3,1.000,0.873,0.127,0.766,373.684,161.345,426,192,114,119,29.532,40
17,Georgia,SEC,8,1,111.424,104.057,20,0.889,0.774,0.115,0.700,260.630,149.206,331,188,127,126,24.435,44
118,Illinois,Big Ten,1,7,-157.946,-107.127,112,0.125,0.151,-0.026,-0.093,112.963,270.909,122,298,108,110,36.044,33
102,Washington,Pac-12,4,4,-91.989,27.438,54,0.500,0.598,-0.098,-0.494,127.619,219.608,134,224,105,102,98.662,2
85,Duke,ACC,5,4,-49.544,-24.704,77,0.556,0.434,0.122,0.740,197.656,247.200,253,309,128,125,-1.013,62
97,Texas State,Western Athletic,2,5,-87.734,72.072,31,0.286,0.640,-0.354,-1.939,189.189,276.923,140,216,74,78,-33.494,94
7,Oklahoma,Big 12,5,2,138.964,186.588,4,0.714,0.910,-0.195,-1.044,283.908,144.944,247,129,87,89,87.616,6
90,Miami,ACC,4,4,-61.731,-10.274,69,0.500,0.472,0.028,0.211,191.667,253.398,207,261,108,103,51.841,22
63,Tennessee,SEC,3,5,-6.993,55.389,37,0.375,0.618,-0.243,-1.314,254.545,261.538,280,306,110,117,64.770,13
29,Rutgers,Big East,6,1,74.725,43.640,42,0.857,0.656,0.201,1.119,200.000,125.275,182,114,91,91,-36.283,99
