Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
31,Florida,SEC,10,2,74.522,81.909,30,0.833,0.785,0.048,0.343,192.994,118.471,303,186,157,157,20.727,59
12,Florida State,ACC,9,2,121.335,128.258,10,0.818,0.841,-0.023,-0.117,250.746,129.412,336,176,134,136,25.494,53
25,USC,Pac-12,8,4,90.175,103.906,17,0.667,0.781,-0.115,-0.709,278.710,188.535,432,296,155,157,47.408,27
43,Georgia,SEC,8,3,53.926,84.594,29,0.727,0.766,-0.039,-0.217,195.652,141.727,270,197,138,139,24.734,55
6,Baylor,Big 12,8,2,148.630,144.274,7,0.800,0.829,-0.029,-0.155,337.671,189.041,493,276,146,146,30.155,49
36,West Virginia,Big 12,6,4,64.023,93.207,23,0.600,0.802,-0.202,-1.275,226.351,162.329,335,237,148,146,60.096,7
48,Arkansas,SEC,6,5,38.405,97.529,21,0.545,0.721,-0.176,-1.105,280.469,242.063,359,305,128,126,64.348,5
20,Notre Dame,FBS Independents,10,2,104.340,148.356,5,0.833,0.832,0.001,0.040,283.673,179.333,417,269,147,150,49.836,20
85,Illinois,Big Ten,4,7,-36.456,-11.581,78,0.364,0.458,-0.095,-0.579,147.097,183.553,228,279,155,152,37.798,40
1,Oklahoma,Big 12,11,1,179.008,179.629,2,0.917,0.921,-0.005,0.003,317.341,138.333,549,249,173,180,47.736,25
37,NC State,ACC,6,5,59.745,52.711,42,0.545,0.643,-0.097,-0.595,251.020,191.275,369,285,147,149,6.514,70
59,Duke,ACC,6,5,13.294,23.844,58,0.545,0.571,-0.026,-0.134,205.960,192.667,311,289,151,150,11.369,66
32,Tennessee,SEC,7,4,74.376,114.731,13,0.636,0.792,-0.156,-0.975,246.207,171.831,357,244,145,142,43.363,32
65,Ohio,Mid-American,7,4,2.673,-28.578,85,0.636,0.418,0.219,1.445,213.043,210.370,294,284,138,135,-39.466,96
41,UCLA,Pac-12,8,4,55.116,77.421,34,0.667,0.724,-0.057,-0.338,246.835,191.720,390,301,158,157,26.345,51
9,Alabama,SEC,10,1,130.676,181.313,1,0.909,0.948,-0.038,-0.216,237.086,106.410,358,166,151,156,54.507,11
42,Mississippi State,SEC,7,4,54.769,98.393,20,0.636,0.760,-0.124,-0.769,238.571,183.803,334,261,140,142,40.587,36
5,Ohio State,Big Ten,11,1,156.840,160.097,3,0.917,0.918,-0.001,0.027,262.500,105.660,420,168,160,159,13.908,64
47,Texas A&M,SEC,7,4,41.581,80.929,31,0.636,0.750,-0.113,-0.699,206.207,164.626,299,242,145,147,42.868,33
17,Temple,American Athletic,10,2,110.789,78.306,33,0.833,0.733,0.101,0.682,249.677,138.889,387,225,155,162,-27.217,83
22,Michigan State,Big Ten,11,1,100.987,131.154,9,0.917,0.819,0.097,0.661,280.420,179.433,401,253,143,141,32.213,47
78,Arizona,Pac-12,5,6,-25.296,8.212,67,0.455,0.520,-0.066,-0.387,245.946,271.242,364,415,148,153,26.852,52
69,Auburn,SEC,5,6,-6.977,45.447,48,0.455,0.625,-0.171,-1.070,231.783,238.760,299,308,129,129,48.847,23
29,Oklahoma State,Big 12,9,2,82.529,90.820,25,0.818,0.724,0.094,0.638,292.405,209.877,462,340,158,162,40.985,35
27,Marshall,Conference USA,8,3,87.122,-5.283,75,0.727,0.481,0.247,1.626,217.610,130.488,346,214,159,164,-87.162,126
64,Northwestern,Big Ten,9,2,3.969,47.253,45,0.818,0.708,0.111,0.747,136.184,132.215,207,197,152,149,34.781,43
39,Northern Illinois,Mid-American,7,4,57.335,24.585,57,0.636,0.572,0.064,0.448,229.487,172.152,358,272,156,158,-30.260,88
30,TCU,Big 12,9,2,81.661,125.526,11,0.818,0.815,0.003,0.053,263.804,182.143,430,306,163,168,44.411,30
33,Utah,Pac-12,9,3,73.505,93.011,24,0.750,0.777,-0.027,-0.143,237.255,163.750,363,262,153,160,26.159,52
38,BYU,FBS Independents,8,3,57.931,36.843,53,0.727,0.613,0.115,0.773,234.483,176.552,340,256,145,145,-2.877,76
68,Tulsa,American Athletic,6,6,-6.668,-19.026,81,0.500,0.453,0.047,0.338,249.133,255.801,431,463,173,181,-20.086,81
83,Kentucky,SEC,4,7,-33.570,-32.534,87,0.364,0.407,-0.043,-0.246,188.489,222.059,262,302,139,136,12.661,65
90,South Carolina,SEC,3,8,-48.606,1.795,69,0.273,0.505,-0.232,-1.467,183.969,232.576,241,307,131,132,51.716,17
120,Charlotte,Conference USA,1,10,-156.956,-194.254,128,0.091,0.037,0.054,0.379,105.389,262.346,176,425,167,162,-70.213,117
28,Boise State,Mountain West,7,4,84.966,1.622,70,0.636,0.505,0.131,0.880,249.068,164.103,401,256,161,156,-60.583,109
108,Old Dominion,Conference USA,4,7,-108.950,-172.794,124,0.364,0.111,0.253,1.664,172.258,281.208,267,419,155,149,-69.493,115
2,Western Kentucky,Conference USA,10,2,158.954,42.027,51,0.833,0.596,0.238,1.568,373.239,214.286,530,300,142,140,-59.545,106
127,UCF,American Athletic,0,11,-193.647,-146.733,117,0.000,0.096,-0.096,-0.585,107.042,300.690,152,436,142,145,10.060,67
97,Florida International,Conference USA,4,7,-66.006,-106.743,104,0.364,0.224,0.140,0.932,220.661,286.667,267,344,121,120,-91.238,126
98,Vanderbilt,SEC,3,8,-72.729,-18.657,80,0.273,0.411,-0.138,-0.861,90.604,163.333,135,245,149,150,48.892,22
116,Eastern Michigan,Mid-American,1,11,-138.268,-174.504,125,0.083,0.160,-0.077,-0.464,200.658,338.926,305,505,152,149,-45.594,98
34,Washington,Pac-12,5,6,69.416,88.502,26,0.455,0.818,-0.364,-2.319,216.312,146.897,305,213,141,145,46.604,29
79,Georgia State,Sun Belt,5,5,-28.491,-101.684,103,0.500,0.210,0.290,1.907,193.478,221.970,267,293,138,132,-82.235,123
4,North Carolina,ACC,9,1,157.371,157.615,4,0.900,0.844,0.056,0.392,328.689,171.318,401,221,122,129,25.013,54
84,Louisiana,Sun Belt,3,7,-34.922,-113.893,106,0.300,0.209,0.091,0.617,201.575,236.496,256,324,127,137,-74.321,121
89,Florida Atlantic,Conference USA,3,9,-41.845,-100.035,101,0.250,0.223,0.027,0.209,169.811,211.656,270,345,159,163,-60.048,108
51,Nebraska,Big Ten,5,7,34.545,49.703,44,0.417,0.635,-0.219,-1.380,236.364,201.818,390,333,165,165,17.678,61
19,Michigan,Big Ten,9,3,109.718,113.950,14,0.750,0.816,-0.066,-0.396,247.973,138.255,367,206,148,149,23.336,57
82,Minnesota,Big Ten,5,7,-31.728,-0.012,72,0.417,0.500,-0.083,-0.506,171.519,203.247,271,313,158,154,31.771,48
103,UNLV,Mountain West,2,9,-92.234,-135.663,112,0.182,0.168,0.014,0.124,175.333,267.568,263,396,150,148,-50.984,102
14,Stanford,Pac-12,10,2,120.134,144.341,6,0.833,0.811,0.022,0.177,318.705,198.571,443,278,139,140,35.980,42
107,Purdue,Big Ten,1,10,-104.775,-50.648,93,0.091,0.364,-0.273,-1.732,174.172,278.947,263,424,151,152,49.604,21
55,Central Michigan,Mid-American,6,5,26.363,2.508,68,0.545,0.509,0.037,0.269,225.581,199.219,291,255,129,128,0.057,75
63,Louisville,ACC,6,5,6.636,42.459,50,0.545,0.625,-0.080,-0.484,198.026,191.391,301,289,152,151,44.143,31
102,UTSA,Conference USA,3,9,-88.006,-143.413,115,0.250,0.130,0.120,0.809,168.323,256.329,271,405,161,158,-71.995,119
50,Western Michigan,Mid-American,6,5,34.608,16.041,62,0.545,0.543,0.003,0.049,294.444,259.836,371,317,126,122,3.416,72
57,Penn State,Big Ten,7,5,19.924,39.243,52,0.583,0.639,-0.056,-0.330,177.500,157.576,284,260,160,165,28.684,50
67,Arizona State,Pac-12,5,6,-0.141,46.114,47,0.455,0.628,-0.173,-1.087,223.353,223.494,373,371,167,166,48.291,24
62,Virginia Tech,ACC,5,6,9.838,55.336,40,0.455,0.670,-0.216,-1.362,197.419,187.582,306,287,155,153,47.505,26
16,Southern Miss,Conference USA,8,3,115.108,-8.446,76,0.727,0.477,0.251,1.651,292.810,177.703,448,263,153,148,-92.487,128
21,Wisconsin,Big Ten,9,3,103.082,70.221,36,0.750,0.759,-0.009,-0.026,205.696,102.614,325,157,158,153,-11.754,78
93,Virginia,ACC,3,8,-58.865,11.022,63,0.273,0.532,-0.260,-1.645,194.326,253.191,274,357,141,141,60.441,6
109,Idaho,Sun Belt,3,8,-111.792,-144.608,116,0.273,0.195,0.077,0.532,244.697,356.489,323,467,132,131,-37.491,93
8,Bowling Green,Mid-American,9,3,133.810,85.590,28,0.750,0.695,0.055,0.390,341.935,208.125,530,333,155,160,-14.297,80
125,Tulane,American Athletic,2,9,-176.792,-147.532,118,0.182,0.128,0.054,0.379,135.616,312.409,198,428,146,137,3.050,73
91,Troy,Sun Belt,2,8,-50.199,-116.936,108,0.200,0.181,0.019,0.155,185.185,235.385,250,306,135,130,-37.708,94
72,Akron,Mid-American,6,5,-15.248,-25.798,83,0.545,0.403,0.143,0.955,163.889,179.137,236,249,144,139,-31.692,90
118,Kent State,Mid-American,2,9,-145.273,-120.473,109,0.182,0.063,0.119,0.802,85.496,230.769,112,300,131,130,-11.964,79
87,Texas,Big 12,4,7,-38.459,26.432,55,0.364,0.587,-0.223,-1.408,196.000,234.459,294,347,150,148,52.831,16
114,UTEP,Conference USA,4,7,-123.345,-169.782,122,0.364,0.070,0.294,1.930,167.424,290.769,221,378,132,130,-72.128,120
18,Georgia Southern,Sun Belt,7,3,109.729,47.250,46,0.700,0.626,0.074,0.510,298.347,188.618,361,232,121,123,-60.924,110
117,SMU,American Athletic,2,9,-144.549,-68.497,94,0.182,0.328,-0.146,-0.912,193.289,337.838,288,500,149,148,33.099,45
123,UL Monroe,Sun Belt,0,11,-165.596,-171.685,123,0.000,0.077,-0.077,-0.466,116.456,282.051,184,440,158,156,-36.222,92
53,Arkansas State,Sun Belt,7,3,28.302,-26.634,84,0.700,0.424,0.276,1.818,230.818,202.516,367,322,159,159,-57.243,105
115,Texas State,Sun Belt,2,8,-131.010,-142.174,114,0.200,0.153,0.047,0.335,197.561,328.571,243,391,123,119,-43.456,97
113,New Mexico State,Sun Belt,3,8,-123.052,-147.688,119,0.273,0.166,0.107,0.722,196.178,319.231,308,498,157,156,-62.554,112
74,Georgia Tech,ACC,2,9,-22.193,25.763,56,0.182,0.576,-0.394,-2.512,207.353,229.545,282,303,136,132,66.650,4
24,Ole Miss,SEC,8,3,96.030,105.682,16,0.727,0.771,-0.044,-0.251,273.154,177.124,407,271,149,153,40.037,37
58,Texas Tech,Big 12,6,5,15.747,56.147,39,0.545,0.617,-0.071,-0.428,314.465,298.718,500,466,159,156,50.378,19
76,Kansas State,Big 12,4,6,-23.219,36.472,54,0.400,0.601,-0.201,-1.268,235.115,258.333,308,341,131,132,39.444,38
94,Colorado,Pac-12,3,9,-59.441,-21.671,82,0.250,0.427,-0.177,-1.110,190.210,249.650,272,357,143,143,33.632,44
61,California,Pac-12,6,5,11.268,62.733,38,0.545,0.651,-0.106,-0.653,257.042,245.775,365,349,142,142,59.366,8
13,Clemson,ACC,11,0,120.253,138.525,8,1.000,0.869,0.131,0.876,256.962,136.709,406,216,158,158,41.657,34
26,Memphis,American Athletic,8,3,88.353,75.182,35,0.727,0.705,0.023,0.179,291.558,203.205,449,317,154,156,23.136,58
86,Miami,ACC,7,4,-36.540,53.316,41,0.636,0.651,-0.014,-0.060,214.184,250.725,302,346,141,138,53.908,14
45,Air Force,Mountain West,7,4,51.308,-30.542,86,0.636,0.402,0.234,1.543,241.379,190.071,350,268,145,141,-61.039,111
56,Pittsburgh,ACC,7,4,26.344,79.812,32,0.636,0.725,-0.089,-0.540,227.907,201.562,294,258,129,128,53.820,15
70,Indiana,Big Ten,5,6,-9.338,22.465,60,0.455,0.555,-0.100,-0.613,247.436,256.774,386,398,156,155,32.304,46
95,Syracuse,ACC,3,8,-60.533,-0.690,73,0.273,0.498,-0.226,-1.425,201.439,261.972,280,372,139,142,54.152,13
15,Iowa,Big Ten,11,0,116.652,100.799,18,1.000,0.772,0.228,1.505,264.539,147.887,373,210,141,142,4.050,71
11,Toledo,Mid-American,9,2,126.339,86.464,27,0.818,0.754,0.064,0.448,300.775,174.436,388,232,129,133,-28.306,84
78,UConn,American Athletic,5,6,-25.596,-33.341,88,0.455,0.370,0.084,0.577,138.849,164.444,193,222,139,135,0.769,74
88,Missouri,SEC,4,7,-41.576,-3.255,74,0.364,0.484,-0.120,-0.745,94.853,136.429,129,191,136,140,36.784,41
54,Washington State,Pac-12,8,3,26.679,52.258,43,0.727,0.639,0.089,0.605,258.333,231.655,372,322,144,139,20.004,60
44,LSU,SEC,8,3,53.743,111.755,15,0.727,0.793,-0.066,-0.395,252.239,198.496,338,264,134,133,50.894,18
46,Oregon,Pac-12,8,3,42.924,96.491,22,0.727,0.712,0.015,0.131,298.693,255.769,457,399,153,156,47.006,28
3,Houston,American Athletic,10,1,158.931,99.963,19,0.909,0.760,0.149,0.997,309.589,150.658,452,229,146,152,-28.772,86
40,Louisiana Tech,Conference USA,7,4,56.872,-15.028,79,0.636,0.458,0.179,1.187,265.035,208.163,379,306,143,147,-66.002,114
71,Colorado State,Mountain West,6,5,-11.594,-75.019,95,0.545,0.306,0.240,1.581,215.217,226.812,297,313,138,138,-70.098,116
105,Rutgers,Big Ten,3,8,-98.088,-33.583,89,0.273,0.411,-0.139,-0.863,189.855,287.943,262,406,138,141,39.269,39
60,Cincinnati,American Athletic,6,5,12.107,23.143,59,0.545,0.560,-0.015,-0.064,249.020,236.913,381,353,153,149,8.862,69
98,Army,FBS Independents,1,8,-66.082,-116.801,108,0.111,0.213,-0.102,-0.618,195.918,262.000,192,262,98,100,-56.218,109
66,East Carolina,American Athletic,4,7,1.999,4.080,67,0.364,0.513,-0.149,-0.930,203.378,201.379,301,292,148,145,17.471,62
49,Utah State,Mountain West,5,6,35.362,-11.067,77,0.455,0.470,-0.015,-0.067,243.972,208.609,344,315,141,151,-37.860,95
99,Iowa State,Big 12,2,9,-74.618,17.424,61,0.182,0.551,-0.369,-2.352,185.517,260.135,269,385,145,148,77.491,1
75,Buffalo,Mid-American,4,7,-22.714,-50.231,92,0.364,0.357,0.007,0.078,205.344,228.058,269,317,131,139,-31.151,89
112,Wyoming,Mountain West,2,9,-120.699,-163.549,120,0.182,0.119,0.063,0.438,161.654,282.353,215,384,133,136,-48.304,99
104,Wake Forest,ACC,2,9,-95.732,-41.885,91,0.182,0.342,-0.160,-1.002,115.862,211.594,168,292,145,138,54.354,12
101,Maryland,Big Ten,2,9,-85.274,0.828,71,0.182,0.503,-0.321,-2.040,153.750,239.024,246,392,160,164,77.155,2
35,South Florida,American Athletic,7,4,66.800,65.559,37,0.636,0.701,-0.065,-0.387,240.411,173.611,351,250,146,144,16.292,63
80,New Mexico,Mountain West,6,5,-30.928,-107.225,105,0.545,0.207,0.338,2.219,197.241,228.169,286,324,145,142,-70.857,118
81,Nevada,Mountain West,5,6,-31.686,-100.550,102,0.455,0.228,0.227,1.496,197.203,228.889,282,309,143,135,-74.658,122
73,San José State,Mountain West,4,7,-21.229,-88.194,98,0.364,0.291,0.073,0.504,230.709,251.938,293,325,127,129,-65.705,113
52,Middle Tennessee,Conference USA,6,5,33.428,-38.025,90,0.545,0.385,0.160,1.067,218.590,185.161,341,287,156,155,-50.224,101
126,North Texas,Conference USA,1,10,-182.542,-180.922,126,0.091,0.080,0.011,0.104,130.597,313.139,175,429,134,137,-30.247,87
128,Kansas,Big 12,0,11,-236.774,-87.371,97,0.000,0.203,-0.203,-1.281,93.548,330.323,145,512,155,155,73.776,3
7,App State,Sun Belt,8,2,140.403,43.193,49,0.800,0.636,0.164,1.094,288.095,147.692,363,192,126,130,-82.601,124
23,San Diego State,Mountain West,8,3,96.234,6.148,64,0.727,0.522,0.205,1.359,237.241,141.007,344,196,145,139,-86.589,125
