Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,Oklahoma,Big 12,3,0,323.220,115.454,35,1.000,0.858,0.142,0.486,420.588,97.368,143,37,34,38,-103.991,102
2,Penn State,Big Ten,3,0,317.500,136.265,31,1.000,0.996,0.004,0.130,352.500,35.000,141,14,40,40,-49.462,95
34,Stanford,Pac-12,1,2,97.143,62.310,53,0.333,0.701,-0.368,-0.829,294.286,197.143,103,69,35,35,56.071,59
8,Clemson,ACC,3,0,228.947,290.685,3,1.000,0.973,0.027,0.189,307.895,78.947,117,30,38,38,126.797,34
5,Wisconsin,Big Ten,3,0,270.270,276.817,4,1.000,0.942,0.058,0.270,351.351,81.081,130,30,37,37,63.541,58
3,Oklahoma State,Big 12,3,0,313.158,250.554,9,1.000,0.997,0.003,0.127,450.000,136.842,162,52,36,38,9.329,72
72,LSU,SEC,1,1,-23.095,197.046,18,0.500,0.937,-0.437,-1.007,161.905,185.000,34,37,21,20,189.318,12
8,UCF,American Athletic,1,0,267.917,83.958,16,1.000,0.743,0.257,0.764,381.250,113.333,61,17,16,15,-83.958,72
26,Notre Dame,FBS Independents,2,1,135.199,163.226,26,0.667,0.833,-0.166,-0.309,254.348,119.149,117,56,46,47,36.434,66
34,Auburn,SEC,1,1,93.305,65.865,39,0.500,0.750,-0.250,-0.705,174.074,80.769,47,21,27,26,7.532,63
26,Michigan State,Big Ten,2,0,141.026,239.660,2,1.000,0.961,0.039,0.142,233.333,92.308,63,24,27,26,99.092,16
33,USC,Pac-12,3,0,100.000,224.848,11,1.000,0.862,0.138,0.476,302.564,202.564,118,79,39,39,102.938,38
13,Navy,American Athletic,2,0,192.308,129.872,13,1.000,0.786,0.214,0.655,500.000,307.692,65,40,13,13,-47.051,93
30,Ohio State,Big Ten,2,1,114.489,13.714,73,0.667,0.535,0.131,0.458,278.378,163.889,103,59,37,36,-98.828,101
31,Vanderbilt,SEC,2,0,109.538,-163.160,108,1.000,0.000,1.000,2.698,161.538,52.000,42,13,26,25,-272.455,120
55,Ole Miss,SEC,1,1,34.615,109.229,37,0.500,0.739,-0.239,-0.497,242.308,207.692,63,54,26,26,65.181,57
32,Iowa,Big Ten,3,0,103.770,68.283,51,1.000,0.650,0.350,1.022,260.526,156.757,99,58,38,37,-41.301,89
41,Georgia,SEC,2,0,75.862,97.356,25,1.000,0.843,0.157,0.490,175.862,100.000,51,29,29,29,13.462,57
9,Washington,Pac-12,2,0,223.746,-60.463,86,1.000,0.382,0.618,1.714,339.130,115.385,78,30,23,26,-264.684,119
11,Alabama,SEC,3,0,197.479,40.379,66,1.000,0.577,0.423,1.212,311.765,114.286,106,40,34,35,-154.120,113
