Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,Texas Tech,Big 12,1,0,375.000,78.337,26,1.000,0.778,0.222,0.731,458.333,83.333,55,10,12,12,-154.996,102
2,Nebraska,Big 12,2,0,345.455,174.479,1,1.000,0.859,0.141,0.468,395.455,50.000,87,12,22,24,-87.240,90
3,Florida,SEC,1,0,312.500,95.386,21,1.000,0.935,0.065,0.220,350.000,37.500,56,6,16,16,-79.614,88
4,California,Pac-10,1,0,271.429,96.429,20,1.000,0.777,0.223,0.733,371.429,100.000,52,13,14,13,-96.429,92
5,Texas A&M,Big 12,1,0,269.231,69.415,30,1.000,0.716,0.284,0.933,315.385,46.154,41,6,13,13,-145.969,100
6,Cincinnati,Big East,1,0,255.303,110.985,10,1.000,0.781,0.219,0.719,391.667,136.364,47,15,12,11,-110.985,98
7,Iowa,Big Ten,1,0,244.231,106.731,11,1.000,0.843,0.157,0.519,269.231,25.000,35,3,13,12,-106.731,96
8,South Florida,Big East,1,0,241.667,102.359,14,1.000,0.781,0.219,0.719,350.000,108.333,35,13,10,12,-139.308,99
9,Texas,Big 12,2,0,225.806,118.606,7,1.000,0.765,0.235,0.774,322.581,96.774,100,30,31,31,-59.303,81
10,BYU,Mountain West,2,0,219.333,105.400,12,1.000,0.870,0.130,0.431,283.333,64.000,68,16,24,25,-26.855,69
11,Ole Miss,SEC,1,0,217.647,30.876,41,1.000,0.624,0.376,1.232,300.000,82.353,45,14,15,17,-166.771,104
12,Kansas,Big 12,1,0,207.692,98.147,17,1.000,0.786,0.214,0.706,261.538,53.846,34,7,13,13,-109.545,97
13,Auburn,SEC,1,0,205.495,102.747,13,1.000,0.752,0.248,0.817,376.923,171.429,49,24,13,14,-102.747,95
14,Tulsa,Conference USA,2,0,194.125,24.864,44,1.000,0.582,0.418,1.368,279.310,85.185,81,23,29,27,-148.694,101
15,Boston College,ACC,1,0,192.857,96.429,19,1.000,0.808,0.192,0.631,242.857,50.000,34,7,14,14,-96.429,93
16,Penn State,Big Ten,2,0,177.667,144.741,3,1.000,0.856,0.144,0.477,236.000,58.333,59,14,25,24,-32.415,70
17,Tennessee,SEC,1,1,172.669,29.442,42,0.500,0.662,-0.162,-0.516,268.966,96.296,78,26,29,27,-39.548,75
18,Pittsburgh,Big East,1,0,152.308,81.853,25,1.000,0.691,0.309,1.013,360.000,207.692,54,27,15,13,-70.455,86
19,Missouri,Big 12,2,0,148.593,101.705,15,1.000,0.774,0.226,0.742,256.000,107.407,64,29,25,27,-58.739,80
20,TCU,Mountain West,1,0,130.769,65.385,31,1.000,0.713,0.287,0.941,230.769,100.000,30,14,13,14,-65.385,84
