Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOSFac1,Indiana,Big Ten,15,0,273.3529111,532.1097709,1,1,0.960973335,0.039026665,0.837410001,378.4090909,105.0561798,666,187,176,178,57.26084701,1.946603637
118,Stanford,ACC,4,8,-86.23188406,-146.9604246,128,0.333333333,0.257782993,0.07555034,1.173643578,163.7681159,250,226,350,138,140,50.13173793,1.704246941
119,Nevada,Mountain West,2,9,-86.86131387,-66.6878223,114,0.181818182,0.246366427,-0.064548245,-0.116091057,154.0145985,240.8759124,211,330,137,137,22.58397472,0.767750559
120,Virginia Tech,ACC,2,9,-91.80628737,-153.3302449,129,0.181818182,0.274516806,-0.092698625,-0.375240847,193.2330827,285.0393701,257,362,133,127,49.12874181,1.670149718
121,Colorado State,Mountain West,1,10,-93.64608705,-102.5361283,122,0.090909091,0.247243293,-0.156334202,-0.961064088,166.9172932,260.5633803,222,370,133,142,32.2082788,1.09493233
122,Oregon State,Pac-12,1,10,-104.0458851,-120.4826736,124,0.090909091,0.207033801,-0.11612471,-0.590899228,146.3087248,250.3546099,218,353,149,141,34.06276707,1.157976344
123,Kent State,Mid-American,4,7,-104.7348485,-95.49529085,120,0.363636364,0.238375913,0.125260451,1.631270259,177.0833333,281.8181818,255,403,144,143,26.8207541,0.911781439
124,San José State,Mountain West,2,9,-106.5812984,-54.24309648,110,0.181818182,0.234412886,-0.052594704,-0.006047863,176.0273973,282.6086957,257,390,146,138,14.97075504,0.508936345
125,Ball State,Mid-American,3,8,-114.6353646,-54.83174423,111,0.272727273,0.177881526,0.094845746,1.351275302,135.7142857,250.3496503,190,358,140,143,14.06998654,0.478314388
126,Purdue,Big Ten,1,10,-115.8218034,-319.1270983,135,0.090909091,0.220048653,-0.129139563,-0.710712753,175.78125,291.6030534,225,382,128,131,81.05010801,2.755328348
127,Rice,American Athletic,4,8,-117.2641601,-134.7478322,125,0.333333333,0.218040982,0.115292351,1.539504856,175.8865248,293.1506849,248,428,141,146,33.80155867,1.149096468
128,UAB,American Athletic,3,8,-121.4635659,-136.087146,126,0.272727273,0.268132592,0.004594681,0.520432335,245.7364341,367.2,317,459,129,125,32.95727659,1.120394787
129,Syracuse,ACC,2,9,-123.7006803,-227.8803997,133,0.181818182,0.194216786,-0.012398604,0.363993722,161.3333333,285.0340136,242,419,150,147,54.18949729,1.842191969
130,UL Monroe,Sun Belt,2,9,-138.3753927,-59.98309926,112,0.181818182,0.151125239,0.030692943,0.760690524,139.1608392,277.5362319,199,383,143,138,12.75117695,0.433480969
131,Georgia State,Sun Belt,0,11,-153.7821172,-185.2411518,130,0,0.166981695,-0.166981695,-1.059083931,170.5035971,324.2857143,237,454,139,140,35.4333223,1.204568875
132,UCLA,Big Ten,3,9,-164.0465181,-455.6450755,136,0.25,0.164065615,0.085934385,1.269238136,178.6885246,342.7350427,218,401,122,117,81.70335705,2.777535791
133,Sam Houston,Conference USA,2,10,-167.2130373,-77.776413,119,0.166666667,0.129071342,0.037595325,0.824233215,145.890411,313.1034483,213,454,146,145,13.68226544,0.465133666
134,Oklahoma State,Big 12,0,11,-170.9739536,-260.8692387,134,0,0.097251584,-0.097251584,-0.417154967,118.8811189,289.8550725,170,400,143,138,44.88209843,1.525783508
135,Charlotte,American Athletic,0,11,-187.5978091,-222.8008009,132,0,0.086247788,-0.086247788,-0.315855041,119.4444444,307.0422535,172,436,144,142,34.93568178,1.187651401
136,Massachusetts,Mid-American,0,11,-239.4376859,-111.3048601,123,0,0.043869317,-0.043869317,0.074277244,98.51851852,337.9562044,133,463,135,137,13.67419784,0.464859405

