Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,Georgia,SEC,11,1,244.486,224.631,1,0.917,0.980,-0.063,-0.374,328.058,83.571,456,117,139,140,41.222,28
2,Ohio State,Big Ten,10,2,215.316,184.175,2,0.833,0.865,-0.032,-0.159,387.234,171.918,546,251,141,146,33.637,44
3,Michigan,Big Ten,12,1,178.680,175.360,4,0.923,0.898,0.025,0.226,310.127,131.447,490,209,158,159,29.790,52
4,Alabama,SEC,11,1,176.022,182.152,3,0.917,0.885,0.032,0.273,336.667,160.645,505,249,150,155,43.913,22
5,Cincinnati,American Athletic,12,0,173.447,132.829,7,1.000,0.831,0.169,1.202,309.934,136.486,468,202,151,148,-16.640,85
6,Coastal Carolina,Sun Belt,9,2,168.394,21.573,57,0.818,0.555,0.263,1.845,349.194,180.800,433,226,124,125,-111.323,130
7,Notre Dame,FBS Independents,11,1,142.602,158.479,6,0.917,0.886,0.031,0.266,283.893,141.290,423,219,149,155,31.899,46
8,Utah,Pac-12,9,3,131.223,163.416,5,0.750,0.854,-0.104,-0.654,321.374,190.152,421,251,131,132,41.078,30
9,Pittsburgh,ACC,10,2,122.280,112.547,13,0.833,0.784,0.050,0.394,303.145,180.864,482,293,159,162,-2.078,74
10,App State,Sun Belt,9,3,119.753,51.790,44,0.750,0.644,0.106,0.777,280.420,160.667,401,241,143,150,-47.118,103
11,Louisiana,Sun Belt,11,1,108.361,17.678,61,0.917,0.553,0.363,2.525,265.714,157.353,372,214,140,136,-66.446,118
12,Kentucky,SEC,8,3,105.691,95.545,22,0.727,0.733,-0.006,0.017,302.439,196.748,372,242,123,123,14.514,67
13,Oklahoma State,Big 12,10,2,105.526,121.617,10,0.833,0.883,-0.049,-0.279,235.849,130.323,375,202,159,155,42.053,26
14,Iowa State,Big 12,6,5,105.448,109.750,14,0.545,0.788,-0.243,-1.594,286.364,180.916,378,237,132,131,30.449,50
15,Houston,American Athletic,10,2,102.982,53.876,43,0.833,0.649,0.184,1.306,280.255,177.273,440,273,157,154,-40.547,98
16,Western Kentucky,Conference USA,7,5,95.546,31.289,53,0.583,0.569,0.014,0.152,331.788,236.242,501,352,151,149,-48.811,104
17,Air Force,Mountain West,8,3,90.885,78.446,30,0.727,0.699,0.028,0.249,276.230,185.345,337,215,122,116,-12.734,80
18,UTSA,Conference USA,11,1,90.527,29.456,55,0.917,0.574,0.343,2.387,297.959,207.432,438,307,147,148,-50.966,106
19,NC State,ACC,8,3,89.305,114.616,11,0.727,0.830,-0.103,-0.643,246.154,156.849,352,229,143,146,24.837,59
20,Toledo,Mid-American,6,5,82.639,-1.545,71,0.545,0.495,0.050,0.398,250.694,168.056,361,242,144,144,-75.677,126
21,Boise State,Mountain West,7,5,81.333,82.414,28,0.583,0.738,-0.155,-0.998,233.333,152.000,350,228,150,150,15.792,65
22,Oklahoma,Big 12,9,2,80.690,113.917,12,0.818,0.745,0.073,0.551,315.574,234.884,385,303,122,129,31.677,47
23,Texas A&M,SEC,7,4,78.480,90.912,24,0.636,0.800,-0.163,-1.054,212.766,134.286,300,188,141,140,21.021,63
24,Baylor,Big 12,10,2,78.382,105.409,15,0.833,0.791,0.042,0.343,252.482,174.101,356,242,141,139,33.478,45
25,Penn State,Big Ten,6,5,77.407,131.116,8,0.545,0.862,-0.317,-2.096,205.185,127.778,277,184,135,144,52.589,11
26,Nevada,Mountain West,7,4,75.000,57.519,41,0.636,0.641,-0.005,0.023,271.528,196.528,391,283,144,144,-0.132,72
27,Fresno State,Mountain West,8,3,74.373,50.091,45,0.727,0.656,0.071,0.537,232.877,158.503,340,233,146,147,-16.005,83
28,Marshall,Conference USA,6,5,73.166,8.544,65,0.545,0.526,0.019,0.187,254.545,181.379,364,263,143,145,-54.523,109
29,Wisconsin,Big Ten,8,4,71.697,127.114,9,0.667,0.863,-0.196,-1.277,209.459,137.762,310,197,148,143,56.538,8
30,Arizona State,Pac-12,7,4,70.941,97.012,19,0.636,0.764,-0.128,-0.811,256.098,185.156,315,237,123,128,23.282,60
31,Liberty,FBS Independents,6,5,70.865,12.358,62,0.545,0.536,0.009,0.118,254.198,183.333,333,253,131,138,-43.107,100
32,Clemson,ACC,8,3,68.571,95.770,21,0.727,0.819,-0.092,-0.571,195.000,126.429,273,177,140,140,41.199,29
33,Wake Forest,ACC,9,3,68.496,99.585,16,0.750,0.721,0.029,0.254,301.829,233.333,495,378,164,162,27.520,55
34,Purdue,Big Ten,8,4,65.382,98.620,17,0.667,0.773,-0.106,-0.666,237.410,172.028,330,246,139,143,47.353,18
35,Ole Miss,SEC,9,2,63.651,98.516,18,0.818,0.735,0.083,0.622,281.343,217.692,377,283,134,130,48.439,16
36,Army,FBS Independents,7,4,62.746,39.842,48,0.636,0.597,0.040,0.326,293.103,230.357,340,258,116,112,-18.276,89
37,Minnesota,Big Ten,8,4,62.084,83.123,27,0.667,0.719,-0.052,-0.297,231.852,169.767,313,219,135,129,15.593,66
38,UCLA,Pac-12,8,4,58.314,93.089,23,0.667,0.712,-0.045,-0.253,273.750,215.436,438,321,160,149,27.757,54
39,Tennessee,SEC,6,5,57.435,77.956,31,0.545,0.673,-0.128,-0.813,303.704,246.269,410,330,135,134,37.808,38
40,Kansas State,Big 12,6,5,53.217,90.287,25,0.545,0.739,-0.193,-1.256,256.757,203.540,285,230,111,113,36.428,40
41,SMU,American Athletic,7,4,53.043,33.204,52,0.636,0.580,0.056,0.437,285.211,232.168,405,332,142,143,-18.573,90
42,BYU,FBS Independents,9,2,52.638,76.116,32,0.818,0.684,0.134,0.970,283.471,230.833,343,277,121,120,25.138,58
43,Utah State,Mountain West,9,3,47.364,26.601,56,0.750,0.570,0.180,1.276,249.351,201.987,384,305,154,151,-16.172,84
44,Iowa,Big Ten,10,3,41.464,79.977,29,0.769,0.766,0.003,0.077,182.941,141.477,311,249,170,176,38.937,35
45,San Diego State,Mountain West,10,2,40.881,35.599,51,0.833,0.629,0.204,1.441,186.792,145.912,297,232,159,159,-7.760,77
46,Texas,Big 12,5,7,39.792,59.297,39,0.417,0.647,-0.230,-1.507,282.000,242.208,423,373,150,154,29.604,53
47,Michigan State,Big Ten,9,2,34.058,96.389,20,0.818,0.743,0.075,0.564,247.101,213.043,341,294,138,138,49.277,14
48,Oregon,Pac-12,9,3,33.018,87.598,26,0.750,0.698,0.052,0.407,274.809,241.791,360,324,131,134,57.819,7
49,East Carolina,American Athletic,6,5,32.226,17.896,60,0.545,0.548,-0.003,0.036,237.226,205.000,325,287,137,140,-9.906,78
50,Louisville,ACC,5,6,30.824,59.487,38,0.455,0.648,-0.193,-1.259,263.433,232.609,353,321,134,138,40.284,34
51,Auburn,SEC,5,6,30.603,75.143,33,0.455,0.711,-0.256,-1.686,221.970,191.367,293,266,132,139,58.847,6
52,Central Michigan,Mid-American,7,4,30.305,-33.676,85,0.636,0.410,0.226,1.594,256.204,225.899,351,314,137,139,-68.117,120
53,UAB,Conference USA,7,4,29.189,1.455,69,0.636,0.504,0.132,0.955,236.765,207.576,322,274,136,132,-33.769,95
54,Arkansas,SEC,7,4,26.746,68.877,35,0.636,0.683,-0.047,-0.262,237.857,211.111,333,285,140,135,50.156,13
55,Oregon State,Pac-12,6,5,26.199,71.263,34,0.545,0.654,-0.109,-0.685,285.366,259.167,351,311,123,120,41.544,27
