Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
29,Army,FBS Independents,5,2,81.965,490.450,43,0.714,1.000,-0.286,0.018,229.333,147.368,172,112,75,76,398.572,86
3,BYU,FBS Independents,9,1,234.445,608.075,15,0.900,1.000,-0.100,0.398,363.393,128.947,407,147,112,114,428.159,65
72,Memphis,American Athletic,6,3,-22.159,414.094,69,0.667,1.000,-0.333,-0.079,226.087,248.246,260,283,115,114,429.103,64
93,South Alabama,Sun Belt,4,7,-63.780,135.386,82,0.364,0.849,-0.485,-0.621,172.441,236.220,219,300,127,127,188.217,68
56,SMU,American Athletic,6,3,21.504,95.192,62,0.667,0.710,-0.043,0.147,273.171,251.667,336,302,123,120,72.923,80
99,Texas State,Sun Belt,2,10,-82.895,32.474,82,0.167,0.579,-0.412,-0.797,218.421,301.316,332,458,152,152,109.986,50
102,Southern Miss,Conference USA,2,7,-82.361,313.080,92,0.222,0.974,-0.751,-0.934,210.092,292.453,229,310,109,106,384.812,89
92,Arkansas State,Sun Belt,3,7,-59.260,125.833,85,0.300,0.767,-0.467,-0.573,234.586,293.846,312,382,133,130,191.045,66
115,Navy,American Athletic,3,7,-122.686,363.273,82,0.300,0.999,-0.699,-0.827,143.103,265.789,166,303,116,114,459.812,45
99,Middle Tennessee,Conference USA,3,6,-97.549,-140.002,96,0.333,0.186,0.147,0.397,187.273,284.821,206,319,110,112,-40.350,85
24,Texas,Big 12,6,3,98.462,263.723,32,0.667,0.955,-0.289,-0.098,300.000,201.538,372,262,124,130,194.044,63
7,Clemson,ACC,8,1,178.384,398.186,4,0.889,0.999,-0.110,0.379,323.622,145.238,411,183,127,126,264.554,21
23,North Carolina,ACC,7,3,96.032,554.724,24,0.700,1.000,-0.300,-0.011,336.508,240.476,424,303,126,126,468.523,40
8,Coastal Carolina,Sun Belt,10,0,164.268,575.390,21,1.000,1.000,0.000,0.603,326.549,162.281,369,185,113,114,435.856,59
23,Louisiana,Sun Belt,9,1,100.633,277.750,22,0.900,0.977,-0.077,0.466,277.869,177.236,339,218,122,123,197.976,58
32,Miami,ACC,8,2,66.166,528.450,27,0.800,1.000,-0.200,0.194,267.717,201.550,340,260,127,129,479.710,36
57,Louisville,ACC,4,7,15.503,469.810,49,0.364,1.000,-0.636,-0.699,246.212,230.709,325,293,132,127,464.055,42
24,App State,Sun Belt,7,3,95.883,505.850,36,0.700,1.000,-0.300,-0.011,259.130,163.248,298,191,115,117,415.307,76
6,Notre Dame,ACC,10,0,182.058,369.766,7,1.000,0.999,0.001,0.674,322.222,140.164,377,171,117,122,220.908,43
105,Georgia Tech,ACC,3,7,-92.893,414.294,68,0.300,1.000,-0.700,-0.829,179.699,272.593,239,368,133,135,481.171,35
