Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
17,Mississippi State,SEC,4,0,154.265,115.628,24,1.000,0.867,0.133,0.523,266.129,111.864,165,66,62,59,-7.375,71
6,Nebraska,Big Ten,3,0,244.679,133.983,19,1.000,0.816,0.184,0.707,387.179,142.500,151,57,39,40,-32.381,89
51,Michigan,Big Ten,2,2,41.176,41.831,55,0.500,0.644,-0.144,-0.485,200.000,158.824,96,81,48,51,15.516,54
30,Arizona,Pac-12,4,0,105.357,54.989,48,1.000,0.631,0.369,1.381,300.000,194.643,168,109,56,56,-16.912,81
30,UAB,Conference USA,1,1,89.462,76.601,25,0.500,0.734,-0.234,-0.637,273.333,183.871,82,57,30,31,-7.160,64
2,Ole Miss,SEC,3,0,325.806,90.591,35,1.000,0.732,0.268,0.766,425.806,100.000,132,31,31,31,-174.170,114
4,Auburn,SEC,3,0,249.442,339.263,1,1.000,0.983,0.017,0.099,375.758,126.316,124,48,33,38,140.526,8
6,Baylor,Big 12,2,0,275.973,-192.518,111,1.000,0.006,0.994,2.742,348.387,72.414,108,21,31,29,-368.351,127
33,USC,Pac-12,2,1,86.154,33.836,54,0.667,0.593,0.074,0.237,240.000,153.846,96,60,40,39,-26.627,75
10,Oklahoma,Big 12,4,0,211.661,204.511,4,1.000,0.984,0.016,0.097,325.455,113.793,179,66,55,58,32.636,44
41,Western Kentucky,Conference USA,1,2,48.606,-28.300,75,0.333,0.435,-0.102,-0.242,341.463,292.857,140,123,41,42,-87.007,101
44,Boston College,ACC,2,1,43.141,25.001,58,0.667,0.592,0.074,0.239,217.500,174.359,87,68,40,39,-34.861,78
14,Notre Dame,FBS Independents,3,0,210.811,324.372,7,1.000,0.996,0.004,0.048,294.595,83.784,109,31,37,37,130.996,22
21,BYU,FBS Independents,4,0,144.130,163.869,11,1.000,0.869,0.131,0.516,283.019,138.889,150,75,53,54,30.696,45
45,Tennessee,SEC,2,1,39.365,-46.161,80,0.667,0.359,0.307,0.873,182.222,142.857,82,60,45,42,-77.752,96
63,Texas,Big 12,1,2,-14.286,-14.908,72,0.333,0.440,-0.106,-0.254,147.619,161.905,62,68,42,42,-13.645,64
29,Temple,American Athletic,1,1,90.212,86.766,21,0.500,0.724,-0.224,-0.607,225.926,135.714,61,38,27,28,19.342,47
21,Ohio State,Big Ten,2,1,172.500,57.928,47,0.667,0.675,-0.008,0.014,302.500,130.000,121,52,40,40,-30.973,77
2,Texas A&M,SEC,3,0,292.192,156.382,13,1.000,0.945,0.055,0.239,411.111,118.919,148,44,36,37,-61.151,102
5,Georgia,SEC,2,1,247.095,124.116,22,0.667,0.862,-0.196,-0.673,394.595,147.500,146,59,37,40,-8.511,74
24,Louisville,ACC,2,1,119.979,139.432,17,0.667,0.986,-0.320,-1.124,204.762,84.783,86,39,42,46,22.446,49
71,UTSA,Conference USA,1,2,-28.889,156.789,19,0.333,0.997,-0.664,-1.771,140.000,168.889,63,76,45,45,181.610,17
57,Colorado State,Mountain West,1,1,4.000,-202.190,113,0.500,0.016,0.484,1.386,220.000,216.000,55,54,25,25,-214.249,116
14,Marshall,Conference USA,3,0,173.533,50.611,50,1.000,0.625,0.375,1.402,311.628,138.095,134,58,43,42,-114.041,114
39,UCLA,Pac-12,3,0,50.769,36.407,52,1.000,0.608,0.392,1.103,230.769,180.000,90,72,39,40,-11.650,62
110,Tulsa,American Athletic,1,2,-152.273,-113.826,93,0.333,0.233,0.101,0.310,150.000,302.273,66,133,44,44,-5.413,60
89,Purdue,Big Ten,1,2,-74.512,134.701,24,0.333,0.859,-0.525,-1.394,180.488,255.000,74,102,41,40,215.983,12
47,Florida State,ACC,2,0,46.897,140.479,16,1.000,0.945,0.055,0.239,206.897,160.000,60,48,29,30,91.669,19
74,UL Monroe,Sun Belt,2,1,-33.929,-116.894,95,0.667,0.023,0.644,1.790,137.500,171.429,55,72,40,42,-82.909,98
9,Alabama,SEC,4,0,230.174,190.875,6,1.000,0.919,0.081,0.334,357.447,127.273,168,56,47,44,4.398,64
43,UTEP,Conference USA,2,1,45.588,-311.883,123,0.667,0.002,0.664,1.844,275.000,229.412,99,78,36,34,-362.283,126
60,California,Pac-12,1,1,9.677,-7.230,70,0.500,0.482,0.018,0.104,245.161,235.484,76,73,31,31,-21.878,86
88,Ohio,Mid-American,2,2,-69.643,-145.646,112,0.500,0.080,0.420,1.565,142.857,212.500,70,102,49,48,-82.433,109
40,LSU,SEC,2,1,69.767,89.027,34,0.667,0.716,-0.049,-0.141,204.651,134.884,88,58,43,43,14.732,57
46,Georgia Southern,Sun Belt,1,2,47.222,82.126,36,0.333,0.752,-0.419,-1.484,247.222,200.000,89,72,36,36,44.402,39
104,UCF,American Athletic,0,2,-136.364,85.177,37,0.000,0.600,-0.600,-1.598,154.545,290.909,34,64,22,22,228.965,10
77,Washington State,Pac-12,0,3,-36.325,41.616,56,0.000,0.608,-0.608,-2.174,227.778,264.103,82,103,36,39,72.891,23
55,Rutgers,Big Ten,2,1,18.421,17.821,60,0.667,0.549,0.118,0.467,215.789,197.368,82,75,38,38,2.116,66
23,Penn State,Big Ten,4,0,121.969,-0.615,67,1.000,0.496,0.504,1.870,211.765,89.796,108,44,51,49,-99.879,111
26,NC State,ACC,3,0,132.353,108.228,28,1.000,0.782,0.218,0.629,350.000,217.647,119,74,34,34,-17.573,69
20,Wisconsin,Big Ten,1,1,146.875,73.390,39,0.500,0.807,-0.307,-1.077,287.500,140.625,92,45,32,32,4.371,65
116,Kent State,Mid-American,0,3,-202.564,-155.416,101,0.000,0.001,-0.001,0.034,69.231,271.795,27,106,39,39,-58.230,87
72,Northwestern,Big Ten,0,2,-44.000,-29.579,78,0.000,0.430,-0.430,-1.188,156.000,200.000,39,54,25,27,14.789,53
101,New Mexico,Mountain West,1,2,-102.632,-207.163,122,0.333,0.092,0.241,0.916,223.684,326.316,85,124,38,38,-137.453,118
79,West Virginia,Big 12,1,2,-39.663,128.191,21,0.333,0.765,-0.432,-1.532,234.146,273.810,96,115,41,42,168.747,4
78,Wake Forest,ACC,1,2,-37.112,-196.995,121,0.333,0.094,0.239,0.908,152.632,189.744,58,74,38,39,-168.743,123
36,Oklahoma State,Big 12,1,1,72.043,331.789,6,0.500,0.969,-0.469,-1.240,238.710,166.667,74,50,31,30,273.099,7
54,Western Michigan,Mid-American,1,1,11.538,27.339,57,0.500,0.567,-0.067,-0.148,303.846,292.308,79,76,26,26,2.793,58
113,Tulane,American Athletic,0,3,-152.885,-99.770,101,0.000,0.193,-0.193,-0.663,162.500,315.385,65,123,40,39,39.999,42
82,Virginia,ACC,1,2,-56.111,97.866,29,0.333,0.740,-0.407,-1.442,168.889,225.000,76,90,45,40,156.059,6
106,Miami (OH),Mid-American,0,3,-115.738,-57.189,83,0.000,0.319,-0.319,-1.122,145.238,260.976,61,107,42,41,57.463,26
72,Colorado,Pac-12,2,2,-24.843,-136.853,108,0.500,0.164,0.336,1.260,183.929,208.772,103,119,56,57,-104.968,112
64,Houston,American Athletic,1,2,3.463,1.103,66,0.333,0.503,-0.170,-0.580,175.556,172.093,79,74,45,43,10.644,61
73,Miami,ACC,1,2,-25.826,17.958,59,0.333,0.537,-0.204,-0.704,229.730,255.556,85,92,37,36,54.069,28
100,Clemson,ACC,0,2,-100.000,32.297,57,0.000,0.587,-0.587,-2.096,126.667,226.667,38,68,30,30,132.297,10
66,South Carolina,SEC,3,1,-0.997,48.857,51,0.750,0.578,0.172,0.663,341.860,342.857,147,144,43,42,45.524,38
71,Navy,FBS Independents,2,2,-23.205,-34.654,75,0.500,0.415,0.085,0.346,232.609,255.814,107,110,46,43,-7.609,73
109,Vanderbilt,SEC,1,3,-139.423,-95.772,96,0.250,0.183,0.067,0.281,162.500,301.923,78,157,48,52,17.502,51
65,North Texas,Conference USA,1,2,-17.940,-159.419,104,0.333,0.073,0.260,0.744,173.171,191.111,71,86,41,45,-133.702,109
81,Utah State,Mountain West,1,2,-53.768,-146.286,113,0.333,0.076,0.258,0.976,126.667,180.435,57,83,45,46,-98.091,110
107,UConn,American Athletic,0,3,-124.822,-74.428,88,0.000,0.254,-0.254,-0.884,118.421,243.243,45,90,38,37,49.258,31
111,Rice,Conference USA,0,3,-151.113,-47.248,81,0.000,0.398,-0.398,-1.408,202.941,354.054,69,131,34,37,83.692,20
110,Massachusetts,Mid-American,0,4,-149.500,-180.810,119,0.000,0.151,-0.151,-0.510,162.745,312.245,83,153,51,49,-44.500,97
116,Bowling Green,Mid-American,1,2,-172.727,-80.286,90,0.333,0.320,0.013,0.085,211.364,384.091,93,169,44,44,45.727,37
42,Louisiana Tech,Conference USA,2,1,47.927,-13.389,69,0.667,0.469,0.197,0.574,265.000,217.073,106,89,40,41,-68.227,92
119,Fresno State,Mountain West,0,3,-245.972,-114.537,94,0.000,0.169,-0.169,-0.425,122.917,368.889,59,166,48,45,80.833,36
126,SMU,American Athletic,0,3,-328.191,-185.060,120,0.000,0.084,-0.084,-0.266,27.907,356.098,12,146,43,41,26.325,46
35,Arkansas,SEC,2,1,84.935,114.051,25,0.667,0.757,-0.090,-0.290,348.571,263.636,122,87,35,33,49.304,30
37,Boise State,Mountain West,3,1,77.942,19.653,58,0.750,0.549,0.201,0.770,259.574,181.633,122,89,47,49,-10.034,78
128,Troy,Sun Belt,0,3,-353.626,-106.686,103,0.000,0.161,-0.161,-0.545,69.231,422.857,27,148,39,35,106.815,15
120,UNLV,Mountain West,0,3,-213.953,-176.160,117,0.000,0.084,-0.084,-0.269,141.860,355.814,61,153,43,43,-15.144,80
114,App State,Sun Belt,0,2,-161.231,-176.808,118,0.000,0.117,-0.117,-0.385,130.769,292.000,34,73,26,25,-40.660,95
104,Florida Atlantic,Conference USA,1,3,-111.462,-34.113,74,0.250,0.368,-0.118,-0.392,152.000,263.462,76,137,50,52,43.730,40
121,Southern Miss,Conference USA,1,2,-237.838,-123.152,106,0.333,0.142,0.191,0.734,89.189,327.027,33,121,37,37,43.232,41
27,Florida,SEC,2,1,117.920,46.665,52,0.667,0.619,0.048,0.212,271.111,153.191,122,72,45,47,15.276,55
20,Arizona State,Pac-12,2,0,174.368,-155.785,102,1.000,0.102,0.898,2.480,331.034,156.667,96,47,29,30,-303.910,124
16,Utah,Pac-12,2,0,171.429,137.714,18,1.000,0.829,0.171,0.660,303.571,132.143,85,37,28,28,-19.578,84
8,Duke,ACC,3,0,230.321,108.096,27,1.000,0.764,0.236,0.898,312.821,82.500,122,33,39,40,-81.045,108
91,Central Michigan,Mid-American,1,2,-73.482,-75.961,89,0.333,0.267,0.066,0.279,134.211,207.692,51,81,38,39,-20.527,85
38,Georgia Tech,ACC,3,0,77.563,96.771,30,1.000,0.690,0.310,1.166,314.706,237.143,107,83,34,35,15.205,56
46,Kentucky,SEC,1,1,39.286,-6.836,66,0.500,0.327,0.173,0.507,178.571,139.286,50,39,28,28,-58.919,88
29,Missouri,SEC,2,1,115.549,93.712,32,0.667,0.854,-0.187,-0.643,278.049,162.500,114,65,41,40,-35.873,91
19,Oregon,Pac-12,3,0,147.368,129.331,20,1.000,0.786,0.214,0.816,347.368,200.000,132,72,38,36,-9.721,76
56,Virginia Tech,ACC,1,2,17.749,63.260,44,0.333,0.711,-0.377,-1.334,190.476,172.727,80,76,42,44,46.593,34
58,Minnesota,Big Ten,2,1,12.500,181.919,8,0.667,0.916,-0.250,-0.869,165.000,152.500,66,61,40,40,154.975,7
26,Pittsburgh,ACC,2,1,118.182,95.483,31,0.667,0.704,-0.037,-0.096,418.182,300.000,92,69,22,23,73.750,22
51,Nevada,Mountain West,1,1,26.087,154.321,20,0.500,0.870,-0.370,-0.972,226.087,200.000,52,48,23,24,131.105,21
98,Army,FBS Independents,1,2,-93.950,-215.122,123,0.333,0.051,0.282,1.066,194.286,288.235,68,98,35,34,-133.080,117
