Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,Michigan,Big Ten,1,0,427.381,122.024,7,1.000,0.841,0.159,0.497,491.667,64.286,59,9,12,14,-122.024,82
2,Wisconsin,Big Ten,1,0,409.091,127.273,5,1.000,0.891,0.109,0.340,409.091,0.000,45,0,11,11,-127.273,85
3,Cincinnati,American Athletic,1,0,366.154,148.077,2,1.000,0.878,0.122,0.383,420.000,53.846,42,7,10,13,-148.077,87
4,Louisville,American Athletic,1,0,350.000,116.667,9,1.000,0.838,0.162,0.508,408.333,58.333,49,7,12,12,-116.667,81
5,Texas,Big 12,1,0,329.583,94.792,13,1.000,0.813,0.187,0.585,373.333,43.750,56,7,15,16,-94.792,76
6,UCLA,Pac-12,1,0,316.667,116.667,8,1.000,0.777,0.223,0.697,483.333,166.667,58,20,12,12,-116.667,80
7,Minnesota,Big Ten,1,0,299.351,149.675,1,1.000,0.821,0.179,0.561,463.636,164.286,51,23,11,14,-149.675,88
8,Washington,Pac-12,1,0,290.909,127.273,4,1.000,0.854,0.146,0.456,345.455,54.545,38,6,11,11,-127.273,84
9,Florida State,ACC,1,0,280.000,140.000,3,1.000,0.827,0.173,0.543,410.000,130.000,41,13,10,10,-140.000,86
10,UCF,American Athletic,1,0,275.455,124.091,6,1.000,0.840,0.160,0.499,345.455,70.000,38,7,11,10,-124.091,83
11,North Texas,Conference USA,1,0,264.835,109.341,10,1.000,0.838,0.162,0.508,307.692,42.857,40,6,13,14,-109.341,79
12,Marshall,Conference USA,1,0,259.167,96.250,12,1.000,0.787,0.213,0.667,346.667,87.500,52,14,15,16,-96.250,77
13,Oklahoma,Big 12,1,0,242.857,100.000,11,1.000,0.856,0.144,0.452,242.857,0.000,34,0,14,15,-100.000,78
14,Maryland,ACC,1,0,215.238,90.952,15,1.000,0.787,0.213,0.666,286.667,71.429,43,10,15,14,-90.952,74
15,Miami,ACC,1,0,183.810,91.905,14,1.000,0.809,0.191,0.599,226.667,42.857,34,6,15,14,-91.905,75
16,Notre Dame,FBS Independents,1,0,178.788,89.394,16,1.000,0.796,0.204,0.640,233.333,54.545,28,6,12,11,-89.394,73
17,Bowling Green,Mid-American,1,0,172.821,86.410,17,1.000,0.790,0.210,0.656,226.667,53.846,34,7,15,13,-86.410,72
18,Alabama,SEC,1,0,170.833,85.417,18,1.000,0.783,0.217,0.681,233.333,62.500,35,10,15,16,-85.417,71
19,Florida,SEC,1,0,163.636,81.818,19,1.000,0.781,0.219,0.687,218.182,54.545,24,6,11,11,-81.818,70
20,Texas Tech,Big 12,1,0,162.051,81.026,20,1.000,0.723,0.277,0.867,315.385,153.333,41,23,13,15,-81.026,69
21,Texas A&M,SEC,1,0,161.538,80.769,21,1.000,0.689,0.311,0.974,400.000,238.462,52,31,13,13,-80.769,68
22,NC State,ACC,1,0,158.974,79.487,22,1.000,0.743,0.257,0.805,266.667,107.692,40,14,15,13,-79.487,67
23,Arkansas,SEC,1,0,156.061,78.030,23,1.000,0.730,0.270,0.846,283.333,127.273,34,14,12,11,-78.030,66
24,Northwestern,Big Ten,1,0,150.962,75.481,24,1.000,0.698,0.302,0.947,338.462,187.500,44,30,13,16,-75.481,65
25,Oklahoma State,Big 12,1,0,150.000,75.000,25,1.000,0.787,0.213,0.665,175.000,25.000,21,3,12,12,-75.000,64
26,South Carolina,SEC,1,0,145.455,72.727,26,1.000,0.733,0.267,0.837,245.455,100.000,27,10,11,10,-72.727,63
27,Ohio State,Big Ten,1,0,141.026,70.513,27,1.000,0.696,0.304,0.952,307.692,166.667,40,20,13,12,-70.513,62
28,USC,Pac-12,1,0,118.750,59.375,28,1.000,0.711,0.289,0.905,200.000,81.250,30,13,15,16,-59.375,61
29,Michigan State,Big Ten,1,0,90.278,45.139,29,1.000,0.675,0.325,1.016,162.500,72.222,26,13,16,18,-45.139,60
