Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,Florida State,ACC,4,0,328.735,224.376,1,1.000,0.969,0.031,0.145,436.735,108.000,214,54,49,50,15.914,47
2,Louisville,American Athletic,4,0,320.028,145.826,12,1.000,0.912,0.088,0.443,378.723,58.696,178,27,47,46,-55.082,108
3,Baylor,Big 12,3,0,314.583,186.284,4,1.000,0.871,0.129,0.657,443.750,129.167,213,62,48,48,15.116,49
4,Oregon,Pac-12,4,0,277.579,187.847,3,1.000,0.931,0.069,0.344,365.079,87.500,230,56,63,64,8.188,53
5,Alabama,SEC,5,0,208.333,206.737,2,1.000,0.963,0.037,0.176,308.333,100.000,185,61,60,61,12.552,51
6,UCLA,Pac-12,4,0,201.818,119.244,18,1.000,0.809,0.191,0.975,349.091,147.273,192,81,55,55,-37.184,95
7,LSU,SEC,5,1,176.639,157.637,11,0.833,0.814,0.019,0.084,373.973,197.333,273,148,73,75,7.437,56
8,Clemson,ACC,4,0,172.735,169.253,8,1.000,0.935,0.065,0.323,291.379,118.644,169,70,58,59,45.840,26
9,Michigan,Big Ten,5,0,169.365,73.715,33,1.000,0.685,0.315,1.623,323.333,153.968,194,97,60,63,-72.126,114
10,Texas Tech,Big 12,4,0,151.210,102.395,19,1.000,0.806,0.194,0.992,238.710,87.500,148,56,62,64,-33.635,91
11,Stanford,Pac-12,5,0,147.875,161.779,9,1.000,0.867,0.133,0.677,316.129,168.254,196,106,62,63,23.960,35
12,Oklahoma,Big 12,5,0,147.619,131.704,16,1.000,0.842,0.158,0.807,247.619,100.000,156,65,63,65,-3.088,66
13,Ohio State,Big Ten,5,0,146.070,161.705,10,1.000,0.851,0.149,0.760,320.312,174.242,205,115,64,66,24.416,34
14,Arizona,Pac-12,2,1,143.773,67.386,37,0.667,0.713,-0.046,-0.257,279.487,135.714,109,57,39,42,-39.333,100
15,Missouri,SEC,4,0,141.727,145.453,13,1.000,0.848,0.152,0.776,330.189,188.462,175,98,53,52,-1.973,65
16,Miami,ACC,4,0,138.182,173.386,7,1.000,0.884,0.116,0.588,270.909,132.727,149,73,55,55,34.755,30
17,Wisconsin,Big Ten,2,2,136.863,60.811,39,0.500,0.720,-0.220,-1.157,280.000,143.137,140,73,50,51,-43.760,104
18,UCF,American Athletic,4,1,112.441,82.431,27,0.800,0.709,0.091,0.460,260.656,148.214,159,83,61,56,-11.499,75
19,Texas A&M,SEC,3,1,112.245,135.600,15,0.750,0.735,0.015,0.064,369.388,257.143,181,126,49,49,31.710,31
20,Washington,Pac-12,3,1,111.765,179.157,5,0.750,0.944,-0.194,-1.022,256.863,145.098,131,74,51,51,67.901,12
21,Florida,SEC,4,1,110.345,179.032,6,0.800,0.969,-0.169,-0.894,215.517,105.172,125,61,58,58,57.294,21
22,Ball State,Mid-American,4,1,105.001,74.823,31,0.800,0.689,0.111,0.561,277.465,172.464,197,119,71,69,-28.085,88
23,Houston,American Athletic,3,0,100.941,2.809,66,1.000,0.508,0.492,2.543,260.465,159.524,112,67,43,42,-95.683,121
24,Northern Illinois,Mid-American,4,0,100.807,-7.479,72,1.000,0.481,0.519,2.682,275.410,174.603,168,110,61,63,-116.255,122
25,Nebraska,Big Ten,3,1,96.083,72.039,34,0.750,0.694,0.056,0.275,294.231,198.148,153,107,52,54,-5.570,69
26,Marshall,Conference USA,2,2,94.444,20.329,54,0.500,0.553,-0.053,-0.293,255.556,161.111,138,87,54,54,-55.183,109
27,Iowa,Big Ten,3,2,88.732,14.365,59,0.600,0.563,0.037,0.177,211.268,122.535,150,87,71,71,-43.674,103
28,Bowling Green,Mid-American,4,1,86.872,11.636,61,0.800,0.535,0.265,1.362,248.276,161.404,144,92,58,57,-84.504,118
29,Penn State,Big Ten,3,2,85.870,61.541,38,0.600,0.722,-0.122,-0.647,227.536,141.667,157,102,69,72,-4.729,68
30,Northwestern,Big Ten,3,1,85.714,85.403,25,0.750,0.713,0.037,0.176,285.714,200.000,160,114,56,57,4.924,59
31,Fresno State,Mountain West,4,0,83.714,-21.523,77,1.000,0.448,0.552,2.855,292.537,208.824,196,142,67,68,-72.130,115
32,Kansas State,Big 12,2,2,83.353,22.128,52,0.500,0.562,-0.062,-0.335,275.510,192.157,135,98,49,51,-62.970,111
33,East Carolina,Conference USA,3,1,81.750,81.976,29,0.750,0.737,0.013,0.051,230.769,149.020,120,76,52,51,3.203,60
34,Boise State,Mountain West,2,2,81.207,-4.578,69,0.500,0.487,0.013,0.051,302.041,220.833,148,106,49,48,-46.101,105
35,Oregon State,Pac-12,4,0,80.828,38.161,44,1.000,0.594,0.406,2.097,265.574,184.746,162,109,61,59,-37.170,94
36,Michigan State,Big Ten,3,1,75.926,20.942,53,0.750,0.589,0.161,0.822,159.259,83.333,86,50,54,60,-51.021,107
37,South Carolina,SEC,4,1,73.564,126.778,17,0.800,0.807,-0.007,-0.053,303.922,230.357,155,129,51,56,44.134,27
38,Illinois,Big Ten,2,2,70.833,47.019,42,0.500,0.606,-0.106,-0.567,287.500,216.667,138,104,48,48,-11.032,73
39,BYU,FBS Independents,3,2,69.714,84.261,26,0.600,0.806,-0.206,-1.088,173.418,103.704,137,84,79,81,7.746,54
40,NC State,ACC,2,2,62.264,-6.753,71,0.500,0.481,0.019,0.086,216.981,154.717,115,82,53,53,-39.356,101
41,Wyoming,Mountain West,2,2,60.157,-34.475,84,0.500,0.406,0.094,0.473,263.793,203.636,153,112,58,55,-87.889,120
42,Utah State,Mountain West,2,3,57.886,36.482,45,0.400,0.629,-0.229,-1.204,208.571,150.685,146,110,70,73,-21.658,83
