Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
36,Michigan,Big Ten,7,4,64.367,65.208,33,0.636,0.675,-0.038,-0.221,245.946,181.579,364,276,148,152,3.002,63
8,Wisconsin,Big Ten,8,2,161.155,158.014,8,0.800,0.926,-0.126,-0.731,272.519,111.364,357,147,131,132,26.739,50
24,Cincinnati,American Athletic,8,2,90.370,6.005,63,0.800,0.518,0.282,1.640,238.462,148.092,310,194,130,131,-72.826,115
4,Louisville,American Athletic,9,1,206.320,95.332,25,0.900,0.776,0.124,0.725,308.929,102.609,346,118,112,115,-62.327,108
49,Texas,Big 12,7,3,38.591,57.204,37,0.700,0.661,0.039,0.236,224.306,185.714,323,260,144,140,34.245,40
28,UCLA,Pac-12,8,3,82.642,106.587,20,0.727,0.776,-0.049,-0.282,272.297,189.655,403,275,148,145,41.837,32
51,Minnesota,Big Ten,7,3,35.833,27.926,51,0.700,0.579,0.121,0.705,237.500,201.667,285,242,120,120,5.195,60
30,Washington,Pac-12,6,4,79.961,123.150,14,0.600,0.829,-0.229,-1.329,272.662,192.701,379,264,139,137,64.833,13
1,Florida State,ACC,10,0,345.170,213.823,2,1.000,0.945,0.055,0.320,432.031,86.861,553,119,128,137,-1.925,65
18,UCF,American Athletic,9,1,116.250,59.724,37,0.900,0.646,0.254,1.478,293.443,177.193,358,202,122,114,-29.794,86
29,North Texas,Conference USA,7,4,82.522,-9.560,70,0.636,0.463,0.173,1.007,219.608,137.086,336,207,153,151,-75.130,118
12,Marshall,Conference USA,7,3,136.175,0.006,65,0.700,0.500,0.200,1.165,300.714,164.539,421,232,140,141,-100.443,125
23,Oklahoma,Big 12,9,2,92.507,100.723,23,0.818,0.763,0.055,0.321,254.745,162.238,349,232,137,143,16.214,55
73,Maryland,ACC,5,5,-20.064,-0.008,66,0.500,0.500,0.000,0.002,156.757,176.821,232,267,148,151,8.175,57
47,Miami,ACC,7,3,39.299,69.775,32,0.700,0.669,0.031,0.185,240.769,201.471,313,274,130,136,39.132,34
46,Notre Dame,FBS Independents,8,3,39.460,62.601,35,0.727,0.687,0.040,0.236,225.926,186.466,305,248,135,133,23.992,53
9,Bowling Green,Mid-American,7,3,156.527,16.976,56,0.700,0.554,0.146,0.853,288.983,132.456,341,151,118,114,-88.214,123
3,Alabama,SEC,10,0,252.420,232.142,2,1.000,0.975,0.025,0.150,340.351,87.931,388,102,114,116,23.044,49
58,Florida,SEC,4,6,6.377,73.726,30,0.400,0.785,-0.385,-2.223,173.043,166.667,199,190,115,114,60.683,15
53,Texas Tech,Big 12,6,4,24.658,48.319,44,0.600,0.632,-0.032,-0.176,232.450,207.792,351,320,151,154,33.189,41
20,Texas A&M,SEC,7,3,102.821,117.767,16,0.700,0.751,-0.051,-0.293,336.154,233.333,437,315,130,135,45.445,25
83,NC State,ACC,2,8,-49.296,-29.589,78,0.200,0.405,-0.205,-1.191,161.972,211.268,230,300,142,142,25.362,52
106,Arkansas,SEC,2,8,-121.792,-35.309,81,0.200,0.394,-0.194,-1.124,163.793,285.586,190,317,116,111,55.280,18
71,Northwestern,Big Ten,3,7,-16.483,21.930,54,0.300,0.568,-0.268,-1.558,180.597,197.080,242,270,134,137,42.398,30
