Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,Michigan,Big Ten,8,0,351.599,255.375,1,1.000,0.968,0.032,0.156,406.250,54.651,325,47,80,86,-25.466,95
2,Oklahoma,Big 12,7,0,228.128,141.261,13,1.000,0.855,0.145,0.815,359.524,131.395,302,113,84,86,-7.346,82
3,Penn State,Big Ten,5,1,217.278,198.798,3,0.833,0.955,-0.122,-0.735,298.611,81.333,215,61,72,75,18.230,51
4,Georgia,SEC,6,0,215.877,131.863,15,1.000,0.832,0.168,0.945,347.761,131.884,233,91,67,69,-44.796,110
5,Oregon,Pac-12,5,1,209.231,174.205,7,0.833,0.887,-0.054,-0.340,381.538,172.308,248,112,65,65,13.121,59
6,Ohio State,Big Ten,6,0,206.169,237.791,2,1.000,0.990,0.010,0.026,291.304,85.135,201,63,69,74,78.624,4
7,Washington,Pac-12,7,0,199.281,181.584,6,1.000,0.857,0.143,0.800,360.256,160.976,281,132,78,82,6.965,69
8,Florida State,ACC,7,0,187.892,182.798,5,1.000,0.886,0.114,0.634,346.429,158.537,291,130,84,82,40.232,30
9,Air Force,Mountain West,6,0,180.876,99.889,22,1.000,0.730,0.270,1.538,328.333,147.458,197,87,60,59,-70.597,120
10,Texas,Big 12,6,1,161.986,193.279,4,0.857,0.927,-0.070,-0.436,308.974,146.988,241,122,78,83,36.992,33
11,LSU,SEC,5,2,141.090,155.995,10,0.714,0.786,-0.072,-0.445,393.590,252.500,307,202,78,80,58.895,10
12,USC,Pac-12,6,2,138.629,125.664,16,0.750,0.740,0.010,0.027,366.667,228.037,363,244,99,107,14.071,58
13,South Alabama,Sun Belt,3,3,128.228,53.910,41,0.500,0.652,-0.152,-0.913,295.833,167.606,213,119,72,71,-23.449,92
14,SMU,American Athletic,4,2,125.972,25.852,49,0.667,0.580,0.086,0.472,261.972,136.000,186,102,71,75,-54.842,114
15,Liberty,Conference USA,7,0,121.108,25.580,50,1.000,0.566,0.434,2.487,285.393,164.286,254,138,89,84,-92.398,130
16,Notre Dame,FBS Independents,5,2,120.783,172.877,8,0.714,0.894,-0.179,-1.069,275.000,154.217,231,128,84,83,55.088,13
17,Kansas State,Big 12,4,2,119.444,172.356,9,0.667,0.872,-0.205,-1.218,295.833,176.389,213,127,72,72,55.546,12
18,Fresno State,Mountain West,5,1,119.154,35.433,45,0.833,0.594,0.239,1.359,283.333,164.179,204,110,72,67,-56.430,115
